,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600362.SH,X600688.SH,X600547.SH,X600795.SH,X600309.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600352.SH,X600219.SH,X600098.SH,X000408.SZ,X000723.SZ,X000883.SZ,X000825.SZ,X000983.SZ,X000539.SZ,X601699.SH,X600021.SH,X000027.SZ,X002092.SZ,X000060.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.311900785394365,0,0,0.043491761452458,0,0,0,0.0232232642754046,0,0,0,0,0,0,0,0,0,0,0.096782337501218,0.0649846968672707,0,0,0,0.0204533548954966,0,0,0,0.0196186366299042,0,0,0,0,0,0,0,0.0351079276447799,0,0,0,0.0146058693986943,0,0,0,0,0,0.0108856018435821,0,0,0,0,-0.00566354724475054,0,0,0,0,0,0
X600028.SH,0.80427838888748,0,0,0,0,0,0,0,0,0.009085798594343,0.0509211183112276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081252334105498,-0.0754020040586359,0.0292688799524555,-0.0103769325767707,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110943224958437,0,0,0,0,0,0,0.0250811891955015,0,0,0,0,0,0,0,0,0,0,0,0,0.124080112624207,0,0,0,0,0.0390348238122962,0,-0.0284727519958992,0.0164169602441294,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0287672140088914,0,-0.0152272006715833,0.160821989209717,0,-0.0102562128495333,0,0,0,0,0,0,0,0,-0.0800531147002697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121823784997737,0,0,0.0142124903962167,-0.0166358082216567,0.0161909459268755,0,0,0,0,0,0
X600019.SH,0,0,0.234490707011282,0,0,0,0,0,0,0,0,-0.0640556889114453,0,0,-0.0596966955722769,-0.0333083272747907,0,0,0,0,0,0,0,0.199733404834293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519066186192341,0,0,0,0.117557751242876,0,-0.0377105694689134,0,0,0.01736859486163,-0.017774176044307,0.0152677980366275,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424448637090411,0,0,0.103459990524667,-0.0614006080804382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187618680411602,0,0,0,0,0,0,-0.0645982149025241,0,-0.120166458721443,0.00109297874903668,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0594673730171081,0.111924690209668,0,0,0,0.0766624437247866,0,0,0,0,0,0.0859337673123143,0,0,0,0.125343076993149,0,0,0,0,0,0,0,0,0,0,0,0,0.0797571116333438,0,0,0,0,0.0148020640477337,0,0,0,0,0.0119422783505363,0,-6.93889390390723e-18,0,-0.0273195860691745,0.0104099802693161,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327499201477631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592724184551116,0,0,0.0206216090633601,0,0.0794104920988013,0,0,0,0.111615722402359,0.0912245724440638,0,-0.0133814929843651,0.00765878616577443,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.160675400379148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140323129435172,0,0,0,0.192028399425996,0,0,0,0,0.0871051528737903,0,0,-0.0169692221993013,0,0,0,0,0,0,0,0.02972397858906,0.0833855287617515,0,-0.118943043965945,-0.01815153606715,0.0072586460043081,0,0,0,0,0,0
X600362.SH,0,0,-0.194876770148955,0,-0.0523643692839547,0,0,0,0.121913485409851,0,0,0,0,0,0.133812194512749,0,0,0,0,0,0,0,0,0,0,0,-0.153259800223503,0,0,0,0.390177469373966,0,0,0,0,0.355887657461294,0,0,0,0,0,0,0,0,-0.120169200444725,0,0.0536448809917941,0.0222125295603028,0.278282250081825,0,-0.0132781185611614,0,0.0148372907060249,0,0,0,0,0
X600688.SH,0,0.392266747305502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090360696420149,0,0,0,0,0,0,0.195916127428111,0,0,0,0,0,0,0,0,-0.0142566336816798,0,0,0,0.0567867700793524,0,0.0833383164328915,0.0292713286708902,0,0,0,0.000911909664608533,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922020181134795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214454544265709,0,0,0,0,0,0,0,0,0,-0.0668824761800739,-0.0634318749090238,-0.00908990298581733,0.00563595177159863,0,0,0,0,0,0
X600795.SH,0,0,0,0.19280019194504,0,0,0,0,0,0.0353919795529086,0,0,0,0,0.0392599994514524,0,0,0,0,0.0274911035461404,0,0.0920754564683568,0,0,0.0319669721646969,-0.0588709484149799,0,0,0,0,-0.0335632920580307,0,0,0,0,0,0.094619410552425,0,-0.0500299637577079,0,0,0,0.131773646077724,0,0,0,0.0371163338525884,0,0,0,-0.00511762258598118,0.00569476734563865,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.179959093114975,0,0,0,0,0,0,0,0,0,0,0.102214212711147,0,0,0,0,0,0,0,0,0,0,0.0903313305364152,0,0,0,0,0,0,0,0,0,0,0,-0.134520131144973,0,0.189445486638742,0,0,0,0.0583748804142087,0,-0.0408988390123042,0,-0.0110510832764293,-0.00359748575950225,0,0,0,0,0,0
