,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600309.SH,X600027.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X600489.SH,X000898.SZ,X000959.SZ,X600299.SH,X000709.SZ,X000792.SZ,X601158.SH,X002466.SZ,X600583.SH,X600339.SH,X000408.SZ,X000723.SZ,X000630.SZ,X600098.SH,X000883.SZ,X600219.SH,X600352.SH,X000825.SZ,X002092.SZ,X000539.SZ,X600021.SH,X000983.SZ,X000027.SZ,X600623.SH,X601699.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.358614049111273,0.0167113005411156,0,0,0,0,0,0,0.00260962136670037,0.0364294360728717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419458212535483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487717535437334,0,0,0,0,0,0.0731704907777207,0,0,0,0,-0.00329082134423192,0,0,0,0,0,0
X600028.SH,0.689888520582655,0,0,0,0,0.207656568390227,0,0,0,0.0114837236366441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490603835710617,0,0,0.0512056660946728,0,0,0,0,0,-0.0188926507720778,0.0223821233824126,0,0.0591179057913038,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0772972062545606,0,0.032797189313081,0,0,0,0,0,0,0,0,0,0,0,0.0832392559027414,0,0,0.0966561598107858,0,0,0,0,0,0.0629355417772962,0,0,0,0,0.055017200204615,0,0,0,0,0.0107150054086475,0.0285449652212456,0,0.0254746092682702,0,0,-0.0725946018106547,0.149663749397782,0,0,-0.0224388097343728,0.00781542223270799,0,0,0,0,0,0
X600019.SH,0,0,0.177713126240657,0,0,0,0,0,0,-0.0525596750409774,0,0,0,0.0206191804630547,0,0,0,0,0,0,0,0,0,0,0.138027857294801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908702269176861,0,0,0,0,0.0124543450687731,0,-0.0619291094737972,0.0720040225155814,0,0,0,0,0,0
X600011.SH,0,0.0560805144635275,0,0,0,0,0,0,0,-0.0282504327228631,0,0.30700896032331,0,0.0439697125928565,0,0,0,0,0,0,0,0,0,0,-0.035127566117017,0,0,0,0,0,0,0,0,0,0,-0.0743012210063562,0,0,0,0,0,0.042396355588925,0,0,0,0,0,0,0,0.00996456286560409,-0.01547479231963,0.0215845121602507,0,0,0,-0.0593192686989217,0,0
X600585.SH,0,0.187635368900605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552094567040656,0,-0.0824961000183367,0.101033330767925,0,0,0.102780770829872,0,0,0,0,-0.0169623367151715,0,0,0,0,0,0,0,0.0922236972264496,0,0,0,0,0,0,0,-0.0743871508257481,-0.105206186427102,-0.0178608742414938,0.0222124304746578,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0385205130925519,0,0.0462834500889289,0,0,0,0,0,0,0,0,0,0,0,0.159051243500351,0,0,0,0,0,0,0,0,0,0,0,0.0233051402515849,0,0,0,0.0823967966992468,0,0,0,0.0299497031943466,0,0.105289365175724,0,0,0,-0.0201644165032454,0,0,0,0,0,0,0
X601898.SH,0,0,0.108734953176099,0,0,0,0,0,0,0,0,0,0.0553541283396312,0,0.0878768385732514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00863015264231346,0,0,0.164971749899855,0,0,0.173817497565706,0.0126339451917697,-0.0339623700626552,-0.0152726269602686,0,0,0,0,0,0,0
X600688.SH,0,0.0478412827359809,0,0,0,0,0,0,0,-0.0196510040748447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914317381286212,0.0505132278186468,0,0,0.0376539075104823,0,0,0,0,0,0.0280621053713096,0,0.161008300028739,0,0,0,0,0.0596345035603848,0,0.00328265716192173,0,0,0,0,0,0,0
X600547.SH,0,0.083642766565927,0,0,0,0,0,0,0,0,0,0,-0.0357471318159445,0,-0.0686184672610477,0,0,0,0,0,0,0.0261085463120937,0,1.00837908053893,0,0,0,0,0,0,0.0395724263359486,0,0,0,0,0.030408277820355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399994748376359,0.0231181105451767,0,0,0,0,0,0
