,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600660.SH,X000877.SZ,X600011.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X000983.SZ,X600176.SH,X600362.SH,X600426.SH,X600096.SH,X600803.SH,X000408.SZ,X601699.SH,X000723.SZ,X000786.SZ,X600141.SH,X601991.SH,X600486.SH,X600219.SH,X600295.SH,X002353.SZ,X000807.SZ,X002192.SZ,X600801.SH,X300073.SZ,X600985.SH,X600157.SH,X600027.SH,X002080.SZ,X000630.SZ,X000683.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125885030625072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991608411818126,0.104555638494636,0,0,0,0,0,0,0,0,0.222968686598135,0,0,0,-0.0104310797915624,-0.021011076803534,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.219500107643572,0,0,0,0,0,0.134723505653506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374373938867303,0,0,0.034411868011068,0,0,0,0,0,0,0,0,0,0.0310351166441656,0,0,0,0,0,0,0,0.0210065576984905,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503826940885015,0,0,0,0,0,0,0.0921257318344764,0,0,0,0,0.0364367184402977,0,0,0,0.0310900164816998,0,0.0886925069645524,0.00797451548333035,0,0,0,0,0,0,0,0,0,0,0,0,-0.000229081363646985,-0.0199151848892498,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0655689019690117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117514177123572,0.174105383204439,0,0.0292569664981936,0,0,0,0,0,0,0,0,0,0,0.00864862922518755,0,0,0,0,0,0,0
X600188.SH,0,0.381960910583902,0,0,0,0,0,0.125070368288971,0,0,0,0,0,0,0,-0.0344099440407182,0,0,0,0,0,0,0,0,0,0,0,-0.0186500287098556,0,0,0.0408436378007221,0,0,0,0,0,0,0,0,0.0842021703611413,0,0,0,0.325818461723439,0,0,0,0,0,0,0.219057699109642,0.052126849476623,-0.0367386328739168,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.134747620024951,0,0,0,0,0,0,0,0.0419559908207855,0,0,0,0,0,0,0.00202397669001045,0,0,0,0,0,0,0.0602199318147142,0,0,0.0394358928006979,0,0,0,0.312484120503943,0,0,0,0,0,0,0,0,0,-0.0150783643079213,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0410547997191034,0,0,0,0.48095060091205,0,0,0.163949528499165,0,0,0,0.0761508399762338,0,0,0,0.00961515654494425,0,0,0,0.0178732510099392,0,0,0,0,0.0101309113963034,0,0.0606076244037508,0,0,0,0,0,0,0,0,0,0.0875958783885061,0,0,0,0,0,0,0,0,0,0,-0.0278743153183821,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0781132873592798,0,0,0,0.316260590800434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124415097960274,0.126987702065334,0,0,0,0.240155559006173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632414773024357,0,0,0,-0.00372771817325445,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0396803340220081,0,0.766550621608267,0,0,0,0,0,0,0,0,0.0258195932477747,0,0,0,0,0,0,0.0851279787802088,0,0,0,0,0,0,0,0,0,0,0.0796361036286362,0,0,0,0,0,0,0.102454466787216,0,0,0,0,0,0,0,0,0,0,0.0131195010508512,0,0,0,0,0,0,0
X600019.SH,0.0527749760699441,0,0,0,0,0,0,0,0,0,0,0,0.0761136420358301,0,0,0,0,0.159970911644907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147120580259493,0.0760770159572987,0.00340005804140965,0,0,0,0,0.0956554458759301,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.0398406173972127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712720627635852,0,0,0,0,0,0,0.264752085791001,0,0,0,0,0,0,0.174397450840078,0,0,0,0,0,0.0794749593823367,0,0,0,0.0233349313279153,0,0,0,-0.0191336546361216,-0.0515963498741758,0,0,0,0,0,0
