,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X600019.SH,X601898.SH,X600188.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600489.SH,X600803.SH,X000708.SZ,X000807.SZ,X000301.SZ,X600027.SH,X000786.SZ,X601991.SH,X002466.SZ,X000408.SZ,X600219.SH,X002128.SZ,X600176.SH,X600426.SH,X002353.SZ,X600096.SH,X000983.SZ,X000630.SZ,X000933.SZ,X601168.SH,X600985.SH,X000877.SZ,X601699.SH,X600378.SH,X600157.SH,X000883.SZ,X600352.SH,X600299.SH,X600995.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0362404280456719,0.489889563468951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00271681420484705,0,0,0,0.0422885509161077,0,0,0,0,0,0,0,0,0.129515417746817,0,0,0,0,0,0,0,0,0,0.0894891496198473,0,0,0,0,0,0,0,0,0.0131096249628642,0.0125505711152429,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.561812809319155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268785619483246,0.00364329034818844,0.126275851528358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836432014882172,-0.0128526895289306,0,0,0,0,0,0
X600028.SH,0.130430579350508,0.308446277266233,0,0,0,0,0,0,0,0,0,0,0.0232584783496296,0,0,0,0,0,0,0,0,0,0,0,0.0324599230540146,0,0.0101513629174522,0,-0.0406517076073608,0,0,0,0,0,0,0,0,0,0,0,0,0.0231419544849877,0,-0.00381504061184531,0,0,0,0,0,0.00250898066651919,-0.0280938436818626,0.0285717441057861,-0.0201096016622123,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.018173558447727,0,0,0,0,0.0102931519801451,0,0,0,0,0.149592180849671,0.0364755040617868,0,0,0.10450481816515,0,0.0315434832558263,0,0,0.0639350941237057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652830168879997,0,0,0.00441403725229856,0,0,0,0,0.0595060438950312,-0.0770746672292675,-0.01099116956854,0.0006283987429049,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.21558548107557,0,0,0,0,0.0421530768261615,0,0.0825251185926903,0,0,0,0,0,0,0,0,0,0,0,0,0.0278668928098406,0,0,0.105619909236204,0,0,0,0,0,0,0,0.112697513847489,0,0,0,0,0,0,0,0,-0.0103676680109398,0.00487203781055497,0,0.0865483311621657,0,0,0,0
X600019.SH,0,0.164297317590218,0,0,0,0,0.125479317879737,0,0.208630344486869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177185481978887,0,0,0,0,0,0,0,0,0,0,0,0.00963424339600442,0,0,0,0.104858385707258,0,0,0,0,0,0.00183171259991636,0,0,0,0,0,0,0
X601898.SH,0,0.387165901581187,0,0,0,0.0990862065723436,0,0,0,0,0,0.0955143995769537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00975449574438791,0,0,0,0,0.155675428396567,-8.67361737988404e-19,0.0218163205940767,-0.0215300678214874,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0223798133126908,0,0,0,0.167701693304351,0,0,0,0,0,0,0,0,0.09531380161754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106587259038711,0.175392610662886,0,0.0979186828682728,0,0.0238118175148475,0,0,0,0,0.0858031394047473,0,0,-0.0103673832042207,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445632791332638,0,0.587414860481828,0,0,0,0,0,0.118950292564618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434270054979764,0,0,0,0,0,0,0,0,0,0,0,0,0.00518602827014598,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459441922588865,0,0,0,0,0.0188957620123478,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0189206906580503,0,0.131033806976737,0.250130066122807,0,0,-0.00423609625971455,0,0,0,0,0,0.0167747530675842,-0.0271001174142248,0.0176863382393049,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0227097504176927,0,0.0714191759747696,0,0,0,0,0,0,0,0,0,0,0,0.516864294897746,-0.085985195516397,0,0,0,0,0,-0.0734130274870494,0.0338408854625943,0,0,-0.000300145018262938,-0.0432705139308685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164699176393669,-0.0101930255478357,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0863193946251021,0,0,0,0,0,0,0,-0.0456999441244129,0,0.12703330307376,0,0,0,-0.00872864699233652,0.0132484840449893,0,0,0,0,-0.093561401235171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646680982394407,0,0,0,0,0.119850720299321,0,0,0,0.0134498750249073,-0.00668196846508043,0,0,0,0,0,0
