,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601898.SH,X600309.SH,X601600.SH,X600688.SH,X600795.SH,X601992.SH,X600188.SH,X300072.SZ,X002466.SZ,X600660.SH,X600362.SH,X601991.SH,X600547.SH,X600886.SH,X600111.SH,X000709.SZ,X600027.SH,X600157.SH,X000898.SZ,X000959.SZ,X002460.SZ,X600339.SH,X600489.SH,X601158.SH,X002271.SZ,X000723.SZ,X000883.SZ,X600299.SH,X600808.SH,X600516.SH,X600219.SH,X600176.SH,X000630.SZ,X600352.SH,X000792.SZ,X600578.SH,X600008.SH,X002092.SZ,X000408.SZ,X000983.SZ,X600549.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.00292885771703276,0.16695947943648,0,0,0,0,0.00975954134972839,0,0,0,0,0,0,0,0,0,0,0.0161859139699294,0,0,-0.013379244060234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396923435605384,0,0.00861137586513178,0,0,0,-0.016811259912254,-0.00203677923781473,0,0,0,0,0,0
X600028.SH,0,0,0,0.0265143877911505,0.0499033737051612,0,0,0,0,0,0,0,0,0,-0.0904726517383643,0,0,0,0,-0.13014081503807,0,0,0,0,0,0,0,0,-0.0346331687535828,-0.0757282040218166,0,0.0106168703142718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569405078871005,0,-0.120103407484928,0,0,0,0,0
X601088.SH,0,0,0,0.0713779585592008,0,0,0,0,-0.00718724575720726,0.0455927761416912,0,0,0,0,0,0,0,0,0,0.0403769301330401,0,0,-0.0526717759871158,0,0,0,0,0,0,0,0,-0.00870179389016323,0,0,0,0,0.0105103475010978,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,0.000929790133504519,0,0,-0.00900956081985794,0,0,0,0,0.0116251163906509,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.000367593680198566,0.0295071041660465,0,0,0,0,0,0,0,0,0,0,0,0.499740054269636,0,0,0,0,0,0.046059779953901,0,0,0,0.27408015019837,-0.0442264507867119,0,0,0,0,0,0.0143082375180387,0,0,0,0,0.0194859976604483,0,0,-0.0135655820400667,0.0340219687568854,0,0,0,0,0,0
X600585.SH,0,0.138396401182653,0,0.213710639470329,0,0,0,0,0,0,0,0,0,-0.113613714405176,0,0,0.170296373347728,0,-0.0874964362939102,0,0.393350623834944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188493567298069,0,0,0,0,0,0,0.0698109012391101,0.16734078584496,0,0,0,-0.000696309549694122,-2.16840434497101e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.08641126607396,0,0,0.0738008045201154,0,0,0,-0.0539163460556707,0,0,0,0,0.103718751400587,0,0,0,0.0487297624635146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387702824764683,0,0,0,0,0,0,-0.014276277378162,-0.00744861963731038,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0309490845712923,0,-4.33680868994202e-19,0.0460503391237853,0,0,0.182702767787398,0,0,0,0,0.33787891955407,0,0,0,0.0524693294960896,0.085207968540474,0,0,0,0,0,0,-0.121283070360528,0,0,0,0,0,0,0.123250503001451,0,0,-0.0861306753573416,-0.103259433540301,0,0,0,0.0138675769327143,0.0249602942474785,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00262996141195913,0.0495293836193643,0,0,0,0,0,0,0,0,0.0398722224422874,0,0,0.194388541891857,0,0.00946316316752086,0,0,0,0,0,0,0,0.0334349989182669,0.0330466680341591,0,0,0,0,0,0,0,0,0,0.164523714643548,0,0,0,-0.0100631733625276,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.136182253704222,0,0,-0.0387439191391332,0.400044576737803,0.164396847992346,0,0.139218446111554,0,0,0,0,0,0.0502831868391751,0,0,0,0,0.0169352100516245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058546051240936,0,0,0,0,0,0,0,-0.0127057409187696,-0.0388099531757062,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0683834626953039,0,0,0,0,0,0,0.0369513046542409,0,0,0,0,0,0,0,0,0,0,0.189350038219986,0,0.11937742338872,0.15109422226461,0,0.0530155641171773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224367214285246,0.0774146426435345,0,0,-0.00356753260936632,-0.0355023226445061,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0857671694708165,0,0,0,0,0.0318477808336009,0,0,-0.0103394329923622,0,-0.0468929936713218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126490845901942,0,0,0,0,-0.0136079567254709,0,0,0,0,0,0.00719896002019683,0,0,0,0,0,0,-0.0743903585529184,-0.0069504823795046,-0.0324401715936935,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215529583493381,0,0,0,0,0,0,0.0839538735728058,0,0,0.120958507399848,0.0317419559083393,0,0,0,-0.0198588224708435,-0.0359381916592656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140593375583742,-0.0035625421431551,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264784740971557,-0.0928158493303002,-0.173618596024336,0,0,0,0,0,0,0.563815729461812,0,0,0,0.300653412403008,0,0,0.128586799261593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358327048269192,0,0,0,0,0,0,-0.0335287848294966,-0.011497609721823,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0803988645262646,0,0,0,0,0,0,0.0892597151269344,0,0,0,0.0301243193804855,0,0,0.174902443977696,0,0,0,0,0,-0.0707443170445194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255989878186014,0,0,0.455845043080513,0,0,0,-0.0111683110019612,-0.0251158262963095,0,0,0,0,0,0
X300072.SZ,0,0,0,-0.0475392264109657,0,0,0,0,0.496904220240421,0,0,0,0,0,0,0,0,0,0,0,0,0.471269726662408,-0.143401748504949,0,0,0,0,0,0,-0.466407180280467,0,0,0,0,0,-0.104665451274758,0,0,0,0,0,0,0,0.252519384095845,0,-0.406838019252353,0,0,0,0,-0.0588760376066838,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0421439880884519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569747198211671,0,0,0,-0.150346037654413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146840710694424,0,0,0,0,-0.0445667531045235,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.087389837554444,0,0,0,0.0106036844844858,0,0,0,0,0,0.00532050905475248,0.0425857621721205,0,0,0,0,0,-0.0777676938646545,-0.038940661654924,0,0,0,0,0,0.0214546089434321,0,0,0.175064193808053,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.250491664603878,0,0,0,0,0.0163581885400564,-0.0168943500368656,0,0,0,-0.150485311145865,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553585310918103,0,0,0,0,0,0,0,0.0360941150810226,0,0,0,0.156643597395541,0,0.0406212777347243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504690428803412,0,0,0,0,0.139748222295671,0,0,0,-0.0214968592826673,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549141686119492,0.12723741534567,0,0,0,0.0552189611687715,0,0,0,0,0,0,0.251430179921536,0.132545563877141,0.045537813969788,0,0,0,0,0,0.137269553844685,0,0,0,0.0199595987809021,0,0,0,-0.0141661537765433,0.0110128633916851,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.113813176275022,0,0,0,0,0,0,0,0.0544778488332315,0,0,0,0,0,0,0,0,0,0,0,0,0.0746464261473122,-6.93889390390723e-18,0,0,0.0868595966046043,0,0,0,-0.0854827543493543,-0.0173477887109458,0,0,0,0,0,0,0.0619137108252944,0,0,-0.0400709762370786,0,0,-0.0808888277606095,-0.0314233224334305,0.113005262652891,0,0,0,1.13604466073234,0,0
X600886.SH,0,0,0,0,0.167210138951775,0,0,0,0,0,0,0,-0.103573717303785,0,0.0620488445979156,0,0.090894626896188,0,0,0,0,0,0.0585144035640434,0.0609082317649613,0,0,0,0,0,0,0,0,0,0,0,0,-0.029705237228661,0,0,0,0,0.0634298839086429,0.0128481979216008,0.0127146558412905,0,0,0,0,0,0,0.0103679975964401,-0.0306872795327954,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.00877324429081727,0,0.0816042661158914,0,0,0,0.0303841392108111,0,0,0,0,0,0.0648091838662808,0,0,0.166777859679818,0,0.291242443893577,0,0,0,0,0,0,0.106901214589381,0,0,0,0,0,0,-0.00815738327993823,0,0,0,0.200413804983067,0,0,-0.00432800847063015,0.00713403103401595,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769747871605584,0,0,0,0,0,0,0,0,0,0,0,0,0.568189023188477,0.00953857053913677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256548101103314,0.260306260700229,0,0,0,0,0,0,0.0123701845369747,-0.138027638759058,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0963465022286709,0,0,0.167942273876446,0,0,0.0774614949309418,0,0,0,0,0,0.113661762320669,0,0,0,0,0,0,0,0.0829745722020092,-0.0530589200822236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556513395670992,0,0,-0.0104626770152276,0,-0.105116315157708,0,0,-0.00426635334576518,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.04308376872677,0,0,0,0,0,0,0,0,0.114211629546296,0.0596620779077122,0,0,0,0,0,0,0.0140484754057282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00220991835117063,-0.0181508530919438,0,0,0,0,0,0
