,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600157.SH,X600362.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X601158.SH,X000027.SZ,X600352.SH,X600583.SH,X000539.SZ,X600623.SH,X600309.SH,X600660.SH,X002466.SZ,X000630.SZ,X600098.SH,X000792.SZ,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X600160.SH,X002470.SZ,X600578.SH,X600863.SH,X300072.SZ,X000060.SZ,X600489.SH,X600315.SH,X002004.SZ,X600547.SH,X601918.SH,X600008.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0634872834283281,0,0,0,0,0,0.224544662729064,0,0,0,0,0,0,0,0,0,0,0,0.0624662978982297,0,-1.73472347597681e-18,0,0,0,0,0.0356370453414806,0,0,0.0107447811907751,0,0,0,0,0,0,0.0156280653302479,0,0,0,0,0,0,0,0,0.0804190463923069,0,0,0,0,-0.00722257989773674,0,0,0,0,0,0,0
X600028.SH,0.322508306381062,0,0,0,0,0,0,0.068203949299757,0,0,0,0,0,0,0.0040574178768775,0,0,0,0,0,0,0.0234116156383171,0,0,0,0,0,0,0.00310878685218321,0,0.0351909607747412,0,0,0,0,0,-0.00472996034176586,0,0,0,0,0.0902303053982923,0.0926193910590775,0,0,0,8.67361737988404e-19,0,0.00511831884572486,0,0.00382601303984351,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.458794628385378,0.00501078667092449,0,0.16854671538051,0,0,0,0,0,0,0,0,0.0244078644308726,0,0.105670819554172,0.0112538624537544,-0.0247184025249396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151786538039771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.451267158582877,0.0107815067220041,0,0,0,0,0,0.0992045662159775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987716175065336,0.0290085979805967,0,0,0,0,0.0754904651880223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195894305394122,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.045987040390317,0,0,0,0.118251399556294,0,0.383145049179674,0,0,0,0,0,0,0.0872569542490978,0,0,0.0413498562770879,0,0,0,0,0,-0.00126534451651315,-0.0254558856193954,0,0,0,0,0,0
X600019.SH,0,0,0,0.0810593889815879,0,0,0,0,0,0,0,0,0,0,0,0.0315630595572093,0,0.0541948998408734,0.0653004668492216,0,0,0,0,0.0330571337898468,0,0,0,0,0,0,0,0,0,0.184703483603066,0.211963292795974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000362380398127429,0,0,0,0,0,0,0
X600585.SH,0,0,0.160837549466583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121946494640663,0,0,0.0707204106865128,0,0,0,0,0,0.0325215621965494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105499432108148,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.388081512812669,0,0,0,0,0.115721874866549,0,0,0,0,0,0.0770997578422656,0.108065806565792,0,0,0,0,0,0,0,0,0,0,0.00733452554428727,0,0,0.268252453685783,0,0,0,0,0,0.00624797554453142,0,0,0,0,0.0512401040021142,0,0,0,-0.0157827447842153,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0236169120988163,0,0,0,0,0,0,0.107514070368188,0,0,0,0,0,0,0.115513406641665,0,0,0,0.00748733595444041,0,0.0492029456072804,0.0373931548670046,0,0,0,0,0.0223170902406514,0,0,0,0,0.0216797664654374,0,0,0,0,0,0,0,0,-0.005951333125123,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.24656616364483,0,0,0,0,0,0,0.215789109512083,0,0,0,0,0,0,0.00276192531720537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000708797261856301,0.021713471053945,0,0,0,0,0,0.195857537184476,0,0,0.0669064096600404,0.0689861977326334,0,0,0,-0.00263186416235173,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.357441433471707,0.0568904938510548,0,0,0,0,0,0,0,0,0,0,0,0,0.141166719928907,0.161169056422453,0,0,0,0,0,0,0,0,0,0,0,0,0.0646254955764412,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00417728353814916,0.00224880334506318,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391964270468746,0,0,0,0.219605610408163,0,0.122828693288618,0.0795180299986734,0,0,0.162956638853306,0,0,0,0.0858902676545723,0,0,0,0,0,0.253161609858002,0,0,0,0,0,0,0,0,0,0,0,0,0.00700479909379119,0,0,-0.00581379675866896,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.31646976564909,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.192723640155308,0,0,0,0,0,0,0,0,0,0,0.00314807508055221,0,0,0,0,0,0,0,0,0.0962151857258165,0,0,0,0,0,0,0,0,0,0.0177542316674393,0,0,-0.00194335179966188,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031849064051285,0,0,0,0,0,0,0,0.0291302497221823,0,0,0.286779157578765,0,0,0,0,0.0167249681654613,0,0,0,0,0,0,0,0.0653693399979126,0,0,0,0,0,-0.160697774823996,-0.0216893030397302,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.215926506719139,0,0.331378843120456,0,0,0,0,0,0,0,0,0,0,0,0.199353260187705,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,8.67361737988404e-19,-0.040997830261855,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.146463066857321,0,0,0,0,0,0.0957790153330972,0,0,0.0117215824155476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162801014244273,0.000599942926498573,0,0,0,0.382152802767786,0,0,0,0.0182522825850036,0,0,0,0,0,0.00437339835981388,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0611091223683111,0,0.0450064526105819,0,0,0,0,0,0,0,0.14888447733124,0,0,0.00428973051902222,0,0,0.0656033411046734,0,0,0.00873879042462422,0,0,0,0,0,0,0,0.0275034662629637,0,0,0,0,0,0,0,0,0,0.381880107166506,0,0,0,0,0.0812195292252555,0,0,0,0.0234251955037655,0,0,0,0,0,0,0
X601992.SH,0,0,0,0.154908070769443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247832661057381,0,0,0.15138278329531,0,0,0,0,0,0,0.0246192798656118,0,0,0.151930366379123,0.134229509133834,0,0,0,0,0,0,0,0.0726646578182824,0.0978563261343321,0,0,0,0,0,0,0,0,-0.0352440854496377,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.145216178546239,0,0,0,0,0,0,0.374039335591994,0,0,0,0.0731592772102252,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102658910263206,0.00360069258832352,0.0741419677365219,0,0,0,0,0,0,0,0.181980209296094,0,0,0,0,0,0,0,0,-0.0091764999460468,-0.0123696418056153,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12533109726235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114302937143656,0.322992016067598,0,0,0,0,0.16645635934599,0,0,0.101731110086055,0,0.00717817615328992,0,0,0,0,0.0228709810090843,0,0,0,0,0,0
