,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X600362.SH,X600111.SH,X600188.SH,X600795.SH,X600352.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X000629.SZ,X600176.SH,X000709.SZ,X000786.SZ,X002460.SZ,X002271.SZ,X600516.SH,X600489.SH,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X600808.SH,X600985.SH,X000630.SZ,X601699.SH,X600583.SH,X000027.SZ,X000301.SZ,X600339.SH,X000401.SZ,X000825.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0128299415126021,0.00874943583427826,0,0,0,0,0,0,0.0412035207568076,0,0,0,0,0,0,0,0,0.057763339707047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159443702612697,0,0,0,0,0.0581767573170165,0,0,0.0555049536473979,0,0,0,0,0.0306423612593718,0,0,-0.00166031345794411,-0.0147728762465966,0,0,0,0,0,0
X600028.SH,0,0,0.0933352859450721,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0161150848388612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363684874653125,0,0,0,0,0,0,0,0,0.0269095823488185,0.0170344312836883,0,0.191771676124411,0,0.00308155198663858,-0.0249102145011187,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0192080938626553,0,0,0,0,0,0,0,0,0.126142399443982,0,0,0,0.133509449614762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447662389928677,0,0,0,0,0.00786093793551857,0,0.00878707578869695,0,0.00769054111694769,-0.0873009138995507,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.145652612881822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329837292198542,0.454608110084508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00870541704876305,0,0,0,0,0.0230698920115801,0,0
X600019.SH,0,0,0.0953214762923136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000442349209316584,0.0504908498507056,0.210466400436529,0,0,0,0,0,0,0,0,0,0,0,0,0.0715020912440483,0.0446292737766668,0,0,0,0,0.00726077220676755,0.0316551019641408,0,0,0,0,0,0,0,0,0,0,-0.0407999337948795,0,0,0,0,0,0
X600309.SH,0,0,0,0.138129905531854,0,0,0.0708491528178845,0,0,0,0,0,0,0,0,0,0.00220426594983798,0,0,0.174694311657835,0,0,0,0,0,0,0,0,0,0,0,0.0488495166413375,0,0,0,-0.0292862032228638,0,0.130540537311185,0,0,0,0,0,0,0.42547983381289,0,0,0,0,0.0650886260060849,0,-0.0101439867613741,-0.00442347171432481,0,0,0,0.0154569269261217,0,0
X600011.SH,0,0,0,0,0,0.0473818025931802,0,0,0.0543686488013557,0,0,0,0,0,0,0,0,0,0,0.0965355935493233,0.0338895113266097,0,0,0,0.304799527234346,0,0,0,0.00221663441417972,0,0,0,0,0,0,0,0,-0.0615145744147037,0,0,0,0,0,0,0,0,0.113528652548729,0,0,0,0,0.0226774142665761,0,0,0,0,0.0315218074658713,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.36982938739412,0,0,0,0,0,0,0.0522584480892493,0,0,0,0,0,0,0,0,0.169628865158564,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.079522957402495,0,0,0,0,0.0363809566354224,0.126885976149762,0,0,0,0,0,0,0,0,0,0,-0.0416416793837726,0,0,0,-0.021917708378936,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000857332986197921,0.781523714735836,0,0,0,0,0.0515022175289912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108378280489188,-1.0842021724855e-19,0,0,0,0.0255338080589093,0,0
X601600.SH,0,0,0,0,0,0,0,0.121840874518191,0,0,0,0,0,0,0,0.228768270718279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12714732767285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825202038411185,0,0.20357338514239,0,-0.00795761344195972,-0.00309999935725545,0,0,0,0,0,0
