,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600803.SH,X600362.SH,X600426.SH,X601991.SH,X600027.SH,X000983.SZ,X601699.SH,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000786.SZ,X600160.SH,X300037.SZ,X000539.SZ,X000408.SZ,X600219.SH,X600378.SH,X000629.SZ,X002080.SZ,X002409.SZ,X600688.SH,X600612.SH,X600157.SH,X600985.SH,X600348.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.588826068723047,0,0,0.102954649236498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000443805069977666,0,0,0,0,0,0,0.101698169082824,0,0,0,0,0,0,0,0,0,0.011743562180593,0,0,0.1015364446013,0,0,0,0,0,0.0822144783943436,-0.0414514138400141,0.152319552773782,0,0,0,0,0
X600028.SH,0.648253752705358,0,0,0,-0.109889665372596,0,0,0,0,-0.0483411640564353,0.0790358024205557,0.128328524191723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177687396439168,0,0,0,-0.0327082145699887,0,0,0,0,0,-0.00510917475948927,0,0,0,0,0,0,0,0,-0.00937449415894035,0,0,0,0,0,0,-0.010553954693217,0,0,0,0,0,0
X601088.SH,0.0631749941414694,0,0,0,0,0,0,0,0,0,0.0492212629646285,0,0,0,0.186533802876042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977484870503338,0,0.00679041934529552,0,0,0,0,0,0,0,0,0.00109230522715168,0,0,0,0,0.099260949164275,0.0330180581319372,0,0,-0.0290110381626911,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.00455660634856286,-0.111755503119052,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168822334385576,-0.0432940789505577,0,0,0,0,0.259600554395486,0,0,0,0,0,0,0.119404792458528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531944820647309,0.0403663150375199,0,0,0,0,0,0
X600188.SH,0.0611887128151411,0,0,0,0,0,0,0,0,0,0.00812017059065089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27167544663128,0.0795275322124637,0,0,0.076003542793962,0,0,0,0,-0.0521273288655988,0,0,0,0,0,0,0,0,0,0.114414045750013,0.127393961566896,0,0,-0.0285973480586695,-0.0451120135471977,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366839833225996,0,0,0,0,0,0,0.0710755437363462,0,0,0,0,0.00143213070016404,0.369232805888318,-0.103888244388118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163838069759928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0106088977356186,0,0,0,0,0,0,0,0,0,0.0299718466995901,0,0,0,0,0,0.12421769719155,0,0.118621418022278,0,0,0,0,0,0,0,0.055498794687039,0,0.120972794264007,0,0.119486958221697,-0.0403507535201163,0.0131271708594175,0.0916392469402605,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565751908495751,0,0,0,0,0,0,0
X600019.SH,0,0.111065778154051,0,0,0,0,0,0,0,0,0,0.061390734668335,0,0,0.209372767546379,0,0,0,0,0,0.00961003144460612,0,0,0,0.0641910345122861,0,0.0558116696595852,0,0,0,0,0,0,0,0,0,-0.0436737037370177,0,0,0,0,0,0,0,0,-0.0394995603989355,0,0,0,0,0,0.0598307175573216,0,0,0,0,0,0,0
X002460.SZ,-0.00709440085769284,0,0,0,0,0,0,0,0,0.55411927407051,0,0,0,0,0,0,0,0,0,0,0.179384293519986,0,0,0,0,0,0,0,0,-0.0274945898653895,0,0,0,0,0,0,0,0,0.0849093128325084,0,0,0,0,0.0159804846042871,0,-0.0332191909606355,0,0,0,0,0,0,-0.0435903931046384,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.595934239858198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103917080558818,0,0,0,0,0,0.10224478776224,0,0.0448019011930583,0,0,0,0.0130315692770253,0.127405333798664,0.0423426292624512,0,0,0,0,0,0,0,0.0375001023137769,0,0,0,0,0,0,0
X601898.SH,0,0.102998293591948,0.103973931847225,0,0.126046539832347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891545977276179,0,0.0850430000571915,0,0,0,0,0,0,-0.0507887870390826,0,0,0.0080704157758237,0,-0.0260958048079607,0,0,0,0,0,0,0.0701586522944542,0.138380797573857,0,0,0,0,0,0,0.015867014902694,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355109921925021,0,0.0489973862578616,0,0,0,0,0,0,0.581130028306713,0,0,0,0,0,0.0938550571340809,0,0,0,0,0.0166831682242479,0.0322713840494522,0,0.00883836456723187,0,0,0,0,0,0,-0.0159161472213992,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0540748997977645,0.122857747604279,0,0,0,0,0,0,0,0,0,0,0.147156346482501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754618691580429,0.0568568121784322,0.0271791821193573,0,0,0,0.052318946195917,0,0,0,0,0,0,0,0,0,0,-0.0298120291603487,0,0,0,0,0,0
X600886.SH,0.0923807417914657,0,0,0,0,0.101390300002221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273460169712414,0,0,0,-0.0208847572523847,0,0,0,-0.0370697742137664,0,0,0,0,0,0,0,-0.0235551379230569,0,0,0,0,0,0,0,-0.014927287287186,0.0234692954720623,0,0,0,0,0,0
X601600.SH,0.0681448008553024,0.0488365422435081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150887664629556,0,0,0.035836684638167,0,0,0,0.151039486634355,0.554270801181826,0.0465707395480615,0.110419131248961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413231845652478,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0201419620269334,0,0,0,0,0.106186676065084,0,0,0,0.0196911916939017,0,0,0,0.0787413989766164,0.0533768367221837,0,0,0.147072902018384,0.107901625690877,0,-1.73472347597681e-18,0,0,0,0,0.226558425995578,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.148764057718877,0,0,0,0,0,0,0,0,0,0.103271141143568,0,0,0.0816643693177725,0,0,0,0,0,0,0,0,-0.0822126239536332,0.0284823180598227,0,0,0,0,0.0719204527801232,0,0,0.0549243722922893,0,0,0,0,0.0262762254539943,0,0,2.16840434497101e-19,0,0,-0.00449386559914045,-0.00263905268404315,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108985813903147,0.0705357613366861,0,0,0,0,0,0,0,0,0,0,0,0,0.0378432102217942,0,0,0,0,0,0,0,0,0.0158213803180317,0,0,0,0,0.0626312643700353,0.012400772646663,0,0,0,0,0.0471243223476138,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.184068847292789,0,0.0826675833336922,0,0,0.0306103018969149,0,0,0,0,0,0,0,0.00423244221212045,0,0,0.21055031908682,0,0,0,0.118188575162231,0,0,0,0,0,0,-0.11602187203468,0,0,0,0,0,0,0.000918344902966067,0,0,0,0,0,0.140721271047115,0,0,-0.032802279150369,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378903178373215,0,0,0,0,0,0,0,0.0907855439948395,0,0.0851158983918933,0,0,0,0.21672763733062,0,0,0,0,0,0,0,0,-0.0275089247595016,0,0,0,0,0.0830059627813654,0,0,0,0,0,0,0,0,0.00719150892784894,0,0,0,0,0,0,0
X000877.SZ,0,0,0.166716302514094,0,-0.00899892257914307,0,0,0,0,-0.0150240775826116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275551547721779,0,0,0,0,0.0848158924065854,0,0,0.111077391653213,0,0,-0.0321029231758279,0,0,0,0,0.562728527565078,0,0,0,0,0,0,0,0.036297424407815,0,0.0572993653923107,0,0,0,0,0,0,0
X600795.SH,0,0.0481714053596053,0,0,0,0.253639566147204,0,0.0517951984302998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944075917797172,0,0,0.0581962753180291,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463590476563192,0,-0.149765538420619,0,0,0,0,0,0.0253718390689044,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0366314514214055,-0.0402510002538018,0,0,0,0,0,0,0,0,0.354576640047651,0,0,0,0,0,0.0872705060411906,0.0684912224742527,0,0,0,0,0,0,0,0.432584244116457,0,0.135871331857896,0,0,0,0,0,0,0.0993212917926928,0,-0.0436015517916352,0,0,0,0,0,0.0115610452043518,0,0,0,0,0,0,0
X600803.SH,0,0,0,-0.0829209484649757,0,0,0,0,0,0,0,0,0,0,0,0.25855922985049,0,0,0,0,0,0.181744488914957,0,0,0,0.160270569731458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156380439666585,0,-0.136388114540882,0,0,0,-0.181068279838748,0.264134784042992,0,-0.000209793415442689,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0606494251592252,0,0,0.187728153455867,0,0,0,0,0,0,0,0.086570598765743,0,0,0,0,-0.0425323250978964,0.0773507743508693,0,0,0,0.236322530643239,0,0,0,0,-0.0264980628933184,0,0,0,0,0,0,0,0.00585492611497951,0,0,0,0,0,0.0423590151024553,-0.0251664108922226,0,0,0,0,0,0
X600426.SH,0,0,0,0.630808439203566,0,0,0,0,0,0,0.167924006074179,0,0,0,0,0,0,0,0,0,0,0,0,0.312424654536819,0,0,0,0,0,0,0,0,-0.0090616129941357,0,0.132260316904007,0,0,0,0,0,0,0,0,0.0444510574182019,0,0.127490701385981,0,0,0,0,0.113690798556498,-0.102748570178184,0.0635798255067116,0,0,0,0,0,0
X601991.SH,0,0,0,0,-0.102569051729549,0.118695915126771,0,0,0.00968626661777377,0,0,0,0,0,0,0,0,0,0,0,0,0.363719550648702,0,0,0,0,0,0,0,0,0,0.00934095916075255,0,0,0,0,0,0.191438378475344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616082338647906,0,0,0,0,0,0
X600027.SH,0.115911417267767,0,0,0,0,0.365788409715477,0,0,0,-0.0983137992796131,0,0,0,0,0,0,0,0,0,0,0,0,-0.0844819559593045,0,0,0.170305797471131,0,0,0,0,0,0,0,0.0061608995291061,0,0,0,0.437391063705171,0,0,0,0,-0.0323892727780292,0.0619279189822779,0,0,0,0,0,0,8.67361737988404e-19,0.00630864607154933,0.00164497015479229,0,0,0,0,0,0
X000983.SZ,0,0,0.0303129285968302,0,0.317455298997962,0,0,0,0,0,0.0191491615807409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204634035985312,0,0.285855505880831,0,0,0,0,0.0535531874470986,0,0,0,0,0,0,0,0,-0.086588122464413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601699.SH,0.119381888682004,0,0,0,0,-0.00819477299674534,0,0,-0.0479445761595004,0,0,-0.0693043638433969,0,0,0,0,0,0,0,0,0,0,0.0469539155422329,0,0,0,0,0,0.434458392458139,0,0,0,0,0,0,0.0293045034956543,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0966252383666972,0,0,-0.10588571517558,2.71050543121376e-20,0,0,0,0,0,0
X600176.SH,0.106592930104703,0,0,0,0,0,0,0,0,0,0,0.0777802323231579,0,0.00884649292863762,0.0670656680444545,0,0,0,0,0,0,0,-0.0343773742704375,0,0,0,0,4.33680868994202e-19,0,0.0878865752529333,0,0,0,0,0.0654050450640189,0,0,-3.46944695195361e-18,0,0,0,0,0.158771757244191,0.01852395425143,0,0,0,0,0,0,0,0.00554462771369343,0.0208573667906911,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0.681237665815161,0,0,0.140256319819247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636712705071534,0,0,0,0,0,0,0.0341416175953943,0,0,0,0,0,0,0,0,-0.0619162885649592,0,0,0,0,0,0
X000807.SZ,0.101254433179007,0,0,0,0.1876586928667,-0.0408300356183635,0,0,0,0,0,0.0515174830911532,0,0,0.459657564761168,0,0,0,0,0,0,0,0,0.0835533220719265,0.208166393244211,0,0,0,0,0,0,0,0,0,0,0,0,0.171223349312924,0,0,0,0,-0.118144160003506,0,0,0,0,0,0,0,0,0,0.0046987246589114,0.121768385987952,0,0,0,0,0
X600995.SH,0,0,0,0,0.0558623693163657,0,0,0,0,0,0,0,0,0,0.241772966673742,0,0,0,0,0,0,0,0,-0.069827207102697,0,0,0,0,0,0,0,0,0,0,0,0.0601546207823059,0.0258803674961829,0.102534760300796,0.185317366636975,0,0.142275305178398,0,0,0,0,0.0427538217455302,0,0,0,0,-0.00430423853372745,0,-0.0252694460045873,0.0345576145266134,0,0,0,0,0
