,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X600188.SH,X000877.SZ,X000301.SZ,X000708.SZ,X002271.SZ,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X600219.SH,X300073.SZ,X000408.SZ,X600688.SH,X002326.SZ,X300037.SZ,X601991.SH,X000786.SZ,X600516.SH,X600399.SH,X600795.SH,X000825.SZ,X000831.SZ,X600141.SH,X600096.SH,X600352.SH,X600489.SH,X000959.SZ,X600157.SH,X600486.SH,X600295.SH,X000155.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0927094580469248,0,0.0818485689615811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041510565690419,0,0,0,0,0,0,0,0,0.0372185546553912,0,0.04806356886845,0,0,0,0,0,0.155081045003659,0.00679586645258059,0,-0.0202145915621735,0,0,0,0,-0.0311160901474537,0,0
X600028.SH,0.16843274246532,0,0,0,0,0,0,-0.0188465350200696,0,0.00120169938472458,0,0,0.0330698395586211,0,0.0360866810073767,0,0,0,0.0830422303107744,0,0,0,0,0,0.00698226672434354,0,0,0,0,0,0,0.0455346176791374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110832370023382,0,0.093236945815354,0,0,0,-0.0231873427480698,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.210063740795524,0,0,0,0,0,0,0,0.435804469507764,0,0.0363223342219606,0,0,0,0,0,0.0736963404640709,0,0,0,0,0,0,0,0,0,0,0,0.0291217193706408,0,0,0,0,0,0,0,0.0434710517384238,0,0,0,0.00114008474857447,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804972780144702,-0.0290008789986836,0.127640279418732,0,0,0,0,0,0.153505657822055,0.0806605168901731,0,0,0,0,0,0,-0.0617681630182923,0,0,0,-0.0218152193270149,0,0,0,0,-0.0824690043063942,0,0,0,0,0,0,-0.00325720239145211,0,0.0187809984091587,0.0319292363930435,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.157241194937014,0.549137435469456,0,0,0,0.206089754819054,-0.036542412803804,-0.0418491792267046,0.0180327297596388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122271272638276,0,0,0,0,0,0,0.0628810584663195,0,0,0,0.0323483838389713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0714953206089276,0.430607559178888,0,0,0.0814222398492233,-0.0114551436867959,0,0,0,0,0.028885412944338,0.0981781652467099,0,-0.0873822023188273,0,0,0,0,0,0,0,0,0,0.0933141732887222,0,0,0,0,-1.0842021724855e-19,-0.138818207973685,0,0,0,0,0,0.0494500185246932,0,0.0484020670122129,0,0.00103676941962172,1.73472347597681e-18,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.134610465136031,0,0,0.430757329052905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212292792693208,0,0,0,0,0,0,0.175231302424632,0,0,0.129496774547756,-0.0117473190925019,-0.00662345044532089,0,0,0,0,0,-0.100488636969884,0,0,0,0.00946759868997,0,0,0,-0.0193770221439336,0,0
X002466.SZ,0,0,0,0,0.517684621322641,0,0.00701201596619436,0,0,0,0.0291925171945904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243043290799844,0,0.021771840366063,0,0.0888016707540057,0,0.0884180291943648,0,0,0,0,0,0,0,0.152867040783992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,-1.73472347597681e-18,0,0,0.0979383310662533,0,0,0.136464171302599,0,0,0,0,0,0,0,-0.192941781601498,0,0,0,0,0,0,0,0,0,0,0,0,0.290105515087616,0,0,0,0,0.0672880154405208,0,0,-0.0751120896098751,0.0488054442663807,0,0,0,0,0,0,0,0,0.300334056356682,0,-0.0259040570874509,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.129888298432477,0.111683878552427,0,0,0,0,0,0,0,0,0,0,0,0,8.83218908965401e-05,0,0.0296191180321805,0,0.0430089354885577,0,0,0,0,0,0.103482981440911,0,0,0.214725660924533,0,0,0,0,0,0,0,0,0,0,0,-0.0151414793927171,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.335967049060574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584660131339895,0,0.0348450746987953,0,0,0,0,0,0,0,0.00142646457207061,0,0.0843108670003425,0.0400053938871273,0.0398015083155072,0,0,0,0,0,0,0,0.215611401384038,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.138724972571871,0,0,0,0,0,-0.0987644076601101,0.0459519481806417,0,0.0866026304023077,0,-0.076780402753511,0,0,0,-0.0560063469844545,0,0.0258055359780386,0,0,0,0,0,0.0711295848802031,0,0,0.0430186826987095,0,0,0,0,0,0,0.137056391155982,0,0,0,0,0,0,0.0490608751274549,0,0,0,0.0404343571003329,0,0,0,0,0,0,0
X600188.SH,0,0,0.296183593646324,0,0,0,0,0,0,0.0240612609472601,0,0,0,0.115173563613527,0,0,0,-0.137235147396379,0.0372782922408925,0,0.4260829207988,0,0,0,0,0,0,0,0,0,0.0134296768534374,0.0297125150360257,0,-0.038198018317339,0,0,0.127141635747899,0,0,0.212576320770264,0.172528344894131,0,0.042180745492957,0,0,0,0.00894871416756095,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.443895604154065,0,0,0,0,0.111061121943227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838851638037776,0,0,0.0152696909760758,0,-0.0315231984777545,0,0,0,0,0.060423865186736,0.00485057335811837,0,0,0,0.135134404373346,0,0,0,0,0,0,0,0,0.0160913906666174,0,0,0,0.0802443275473678,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0340648145967004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140478871420406,0,0.020648123021714,0,0,0,0.113370402121684,0,0,0,0.162864861753939,0.14298455978001,0,0,0,0,0,0,0.0223518332590697,0,0,-0.0258289628087958,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.105483416298966,0.115441371724228,0,0,0,0,0,0,0.0854530816802347,0,0,0,0,0,0,0,0,0,0.0463095862278826,0.0434194873663777,0.0162451561318233,0,0,0,4.33680868994202e-19,0,0,0,0.0340960216799074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030857333466828,0,0,0,0.0157758491792547,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.083498825450746,0,0,0,0,0,0,0,0,-0.0300683582664316,0,0,0,0,0,0,0,0,-0.0152692284718555,0.00666440014448253,0,0,0,0,0.603021561918572,-0.0317075057279736,0,0,-0.0228630779568211,0,0,-0.0504111814401181,0,0,0,0,0,0,0,0,-3.3881317890172e-21,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.11267205455214,0,0,0,0,0,0,0,0,0,0,0,0,0.0133698289789184,0,0,-0.140828207955463,-0.0304952945244883,0,0,0,0,0.550579965844153,-0.0207445833382236,0,0.144436936160469,0,0,0.165234144258411,0,0,0,0,0,0,0,0.115059406286963,0.0158020519528855,0,0.047115678746152,0,0,0,0,-0.00399978956285471,0,0
X601600.SH,0,0,0,0,0,0,0,0.0169553920079576,0,0,0.0426733411933894,0,0.163061621328946,0.160669826090158,0,0,0,0,0,0,0,0,0,0,0,0,0.122324103021126,0,0,0,0,0,0,0,0,0,0,0,0,0.293920410136946,0.0268190967226845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202233751926361,0,0,0,0,0,0,0,-0.0924329440695633,0,0,4.33680868994202e-19,0,0,0,0,-0.0440370261623118,0,0,0,0,0,0,0,0.0258150733805813,0,0,0,0,0,0.417118210124634,0,0,0,0.0229678198403866,0,0,0,-0.0121993198168216,0,0,0,0,0,0
X601898.SH,0,0,0.443166539424187,0,0,0,0,0,0,0,0,0,0.179116659572022,0,0,0,-0.0461313067568798,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529511674545626,0,0,0,0,0,0,0,0,0,0.10327988281486,0,0,0,0,0,0,0,0,0.180389352117562,0,0,-0.0546583070110337,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0514572861898702,0,0,0,0,0,0,0,0,0.0425421612776434,-0.00141403779058616,0,0,0.0388399508303341,0,0,0,0,0,0.190161890600076,0,0.205431985906203,0,0,0,0,0,0,0,0.0157784474558988,0,-0.0310116750383804,0,0,0,0,0,0.307386058044029,0,0.200175084658749,0,0,0,0,0,0.0100681015026302,0,0,0,0.0353434701274201,0,0
X600886.SH,0,0,0.0990968781373859,0,0,0,0,0,0,0,0,0,0.0336495464964623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104214568780483,0,0.211238617205584,0.0414396075980782,0.253324642394407,0,-0.0174761351775981,0,0,0,0,0.0883838095693917,0,0.0834171321348628,0,0,0,0,-0.04390142929524,0,0,0,0.116595979853023,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168214240348079,0,0,0.0807659032409489,0,0,0,0.133797196427053,0,0,0.0320451205621883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451400474935437,0.0137620204718951,0,0.0206968717147143,0,0,0,0,0,0,0
X600426.SH,0,0,0.0776071430850723,0,0,0,0.0783975971296759,0,0,0,0,0,0.148340381633998,0,0.0892449103733003,0,0,-0.0306465859044364,0,0,0,0,0,0,0,0,0.143127882704378,0,0,0.0210706202124103,0,0,0,0,0,0,0.0364943919641159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163837984742849,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192126297892562,0,0,0.101799373448136,0,0,0,0,0,0.00337157634180594,0,0,0,0,0,0,0,0,0,0,0.0804490775775819,0,0,0,0,0,-1.73472347597681e-18,0,0.0790585971010255,0,0,0,0,0,0,0.0772090407611335,0,0,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0.0484872565256693,0,0,0,0,0,0,0.0422473193381723,0,0,-0.0298171392765392,0,0,0,0.0716016297510889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279009932266206,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0587414078827054,0,0,0,0,0,0,0,0.0687551957411943,0,0
X600803.SH,0,0,0,0,0,0,0,-0.018469533725085,0,0.10530895113759,0,0,0.115594145015218,0,0.0283339240804223,0,0,0,0,0,0,0,0,0,0.112568525479777,0.258544611573839,0,0,0,0,0,0.134384440180047,0,0,0,0,0.0331977870996336,0,-0.126092268695531,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
