,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600352.SH,X600188.SH,X601992.SH,X600027.SH,X000898.SZ,X600516.SH,X002466.SZ,X600111.SH,X000990.SZ,X600176.SH,X002460.SZ,X000723.SZ,X000709.SZ,X600299.SH,X000786.SZ,X600801.SH,X600219.SH,X002271.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X000825.SZ,X000553.SZ,X600583.SH,X002110.SZ,X000883.SZ,X600339.SH,X000630.SZ,X600157.SH,X000539.SZ,X000027.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951637349466903,0,0.0571589051350332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177961657498259,0.0233270415790808,0,0.0249352946072097,0,0.010946588533104,0,0,0.124530549313228,0,-0.00152435239406733,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0634719131798159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198789765821224,0,0,0,0,0,0.112608336348007,0,0,0,0.0342792083525282,0,0,0,0,0.0643788592647065,0,0.0162797288840953,0,0,0,0,-0.0181256823512914,0,0
X601088.SH,0,0,0,0,0.0385960426934958,0.113833325484665,0,0.00375623601515709,0,0,0,0,0,0,0,0,0,-0.0288586206103568,0.0178238003333611,0,0,0,0,0,0,0.105272249164039,0.0441209333482857,0,0,0,0,0,0,0,0,0,0,0,0,0.111348227109185,0,0,0,0,0,0,0.0640030088734228,0,0,0,0,0,0,0,0,0,-0.0349638913516149,0,0
X600585.SH,0,0,0,0,0.00573492293345841,0.0845265147358698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168092546436351,0,0,0.00175520671357115,0,0,0.0134292251641637,0.532132039556926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00630961400902017,0.00865311782489109,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0367992091271472,0,0,0,0.0807943240085918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110946881678259,0,0.0819563358023025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238684128084725,0,0,0,0.0565631406411858,0,0,0,0,0.00256653813445877,0.00781174187971863,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287692818337741,0,0,0,0,0,0,0,0.0988585077389206,0,0,0.083664830936718,0,0,0.205001151159812,0.250308204895989,0,0.118082697004033,0,0,0,0,0,0,0,0,0,0.0371072906369386,0,0.0109212499799451,0,0,0,0,-0.0324638056782383,0.049879924392333,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445467821285298,0,0,0,0.51763453197121,0,-0.121618275975465,0,0,0,0,0,0.0912255718239378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00131198320320448,0.0154972965348749,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174954322513238,0,0,0,0.124185582847545,0,0,0,0,0.386991367457308,-0.0221995288138668,0,0,0,0,0,0,0,0.329768700054122,0,0,0,0,0,0,0,0,0,0,0,0,0.00535183550872206,0,0,0,0,-0.00640244301425561,-0.00339236987431615,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0988024320846922,0.0119351815297617,0,0,0,0,0,0,0,0,0,0,0.935898772868537,0,0,0,0,0,0,0,0,0,0.0356687672725446,0,0,-0.0353275923285397,-0.0555106875113109,-0.000790247875604879,0,0,0,0,0.00177567598479277,0,0
X601600.SH,0,0,0,0,0,0,0,0.112442593762939,0,0,0,0,0,0,0,0.119225741594422,0,0,0,0.0276336132904336,0,0,0,0,0.122142775623033,0.0120480605535501,0,0.0288793378943063,0,0,0,0,0,0.199818978878837,0,0,0,0,0,0,0,0.0487486788823112,0,0,0,0,0,0,0.0830993371689642,0,0,-0.0171638745548075,0,0,0,0,0,0,0
