,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X000786.SZ,X002271.SZ,X600489.SH,X002353.SZ,X002466.SZ,X600176.SH,X600516.SH,X000898.SZ,X002460.SZ,X600299.SH,X601158.SH,X000709.SZ,X600612.SH,X000883.SZ,X600426.SH,X000792.SZ,X600583.SH,X600219.SH,X000629.SZ,X000027.SZ,X600315.SH,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039691917043572,0.0954451157946611,0,-0.00792906374193279,0,0.0372287347009528,0,0,0,0,0.100625046271501,-0.018156510196585,0,0.0320437805850699,0,0,0.0264242127839396,0,0,0,0,0.033569264807511,0,0,0,0,0,0,0,0,0,0,0,-0.0225909822921541,0,0,0,0,0.00948289304081695,0,0
X600028.SH,0,0,0.0822753296796183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036885040611575,0,0,0,0,0.120487952176431,0,0,0.0157324766166597,0,0.0460977699660113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181201183391516,0,0,0,-0.00337464182369852,0,0
X601088.SH,0,0,0,0.203823028428426,0,0.154009553859997,0,0,0,0,0,0,0,0,0,0,0.00904131823990155,0,0,0,0,-0.0508837648681416,0,0.0665534816582542,0,0.0945846101690431,0,-0.0954764927970674,-0.0539477630486634,0,0,0.00740838517140423,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164521643987113,0,0,-0.00693618696589974,0,0,0,0,0.0282993046459405,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532023761895032,-0.0127906065739165,0,-0.00956392591136818,-0.0598748862295429,0,0,0,0,0,0,0,0,-0.0103285545699506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,-0.00215784470584754,0,0
X600309.SH,0,0,0,0,0,0,-0.0927877449079844,0,0,0,0,0,0,0.113161102635905,0,0,0,0,0,0,0,0,0,0.0206938916500329,0,0.0182970477048342,0,0,0,0.127562643887716,0,0,0,0,0,0,0,-0.0271233049487425,0,0.0261432296033371,0,0,0,0,0,0,0,0,0,0,0,-0.011623781350486,0,0,0,0,0,0,0
X600019.SH,0,0,0.0819607917602862,0,0,0,0,0,0,0,0,0,0,0.0581938328821682,0,0,0,0,0.0576478396681462,0,0,0,0,0,0,0.0490738936818802,0,0,0,0,0,0,0,0,0.0415679489678965,0,0,0,0,0,0.0114400943379889,0.124811179479712,0,0,0,0,0,0,0.103849172482112,0,0,0,0.00894246241505409,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824960875946466,0,0,0,0,0,0,0,0,0,0.00352525748179805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00856960741537608,0,0,0,0.0277984946805364,0,0
X600011.SH,0,0,0.219423491952018,0,0.0718421053626795,0,0,0,0,-0.0273758908996209,0,0,0,0,0,0,0.00991104724821008,0,0,0,3.46944695195361e-18,0,0,0,0.350711314181626,0.0201570653682903,0.036100060792907,0,0.0412970238559728,4.33680868994202e-19,0,0,0,0,0,0,0,-0.00396722248684857,0,0,0,0.0289000777978338,0,0,0,0.0512619120370625,0,0,0,0,0,0.0054916572474065,0,0,0,0,-0.0151951414943196,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962063709499844,0,0,0,0,0,0.022451367420406,0,0.0273459320944056,0,0,0.0285732438260755,0,0,0,0,0,0,0,0,0,0.113930465393097,0,0,0,0.265034940677092,0,0,0.0117029064795243,4.33680868994202e-19,0,0,0,-0.0194072529413046,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206111625539175,0,0,0,0,0.0126285154954182,0,0,-0.0564350972083827,0,0,0,0,0,0,0,0,0,0,0,0,0.179364058401031,0,0,0,0,0,0,-0.00243036544527922,0,0,0,0.0277996611823224,0,0,0.135185364863477,0.0461404637741019,0,-0.0085574783632247,0,0,0,0,0.0374477516631225,0,0
X600886.SH,0,0,0,0,0,0,-0.0496960115872589,0.109598220095901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078146855288972,0,0.0713253213084544,0,0,0,0.064544943603414,0,-0.129758133657371,0,0,0,0,0,0,0,0,0,0,0,0,0.00834876366547299,0.146634261204126,0,0,0,0,0,0.00409789203898541,0,0,0,0,0.0969172925271607,0,0
