,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X600111.SH,X601600.SH,X000301.SZ,X600660.SH,X000708.SZ,X002271.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X601699.SH,X600803.SH,X600176.SH,X000983.SZ,X600027.SH,X601991.SH,X600489.SH,X000786.SZ,X000807.SZ,X600160.SH,X600995.SH,X000629.SZ,X600378.SH,X000933.SZ,X002080.SZ,X600219.SH,X000723.SZ,X600096.SH,X000408.SZ,X000932.SZ,X300037.SZ,X600688.SH,X600157.SH,X600141.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.190700812276867,0,0,0,0,0,0,0,0,0,0.00951132008981866,0,0,0.101714204079953,0,0,0,0.0871370819852513,0,0,0,0.0084044353572263,0,0,0.0291128867064064,0,0,0,0,0,0,0.0639924157403479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0691825465343268,0,0.0536825008362356,-0.0629474796691892,0,0,0,0,0,0
X600028.SH,0.199501102861395,0,0.187282394155756,0,-0.125367563198407,0,0.0735755470814287,0,0,0,0,0.237326535684898,0.034721093534389,0,0,0,0,0,0.00666596765426443,0,0,0,0.0431278056417923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196507710917913,-0.0233798617986311,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.166070166334632,0,0,0.105505607541368,0,0,0,0,0,0,0,0,0,0,0.120268935151736,0.0147693189640499,0,0,0,0,0,0.0079862854220607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000747988596701071,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0235964246250947,0,0,0,0,0,0,0.0357130054046169,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.279918536762525,0,0,0,0,0,0.028501684311365,0.0540651797291319,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.013839535282481,-0.120226640601192,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.273241933365717,0,0,0,0,0,0,0,0,0,0.00187181959209251,0,0,0,0,0,0.0357585240764025,0,0.0367546150101162,0,0,0,0,-1.73472347597681e-18,0,0,0.219651085443147,0,-0.0297741371392833,0,0,0.057963817806568,0,0,0,0,0.188730576813105,0,0,0,0,0,-0.0755518296175945,0,0,0,0,0.0433824406154027,0,-0.0118672700625584,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186320154819932,0.0309055858061173,0,0,0.0327951550510756,0,0,0.394583968275633,0,0,0,0,0,0.00470187943245176,0,0,0,0,0.0900275676086845,0,0,0,0,0,0.0769092282801791,0,0,0,0.0165591178307517,0,0,0,0,0,0,0.00422673972634457,0.0135836985413363,0.010928939476677,0,0,0,0,0,0,0
X600019.SH,0.0877624517733381,0.262145116558498,0,0,0.0633392749645533,0,0,0,0,0,0,0,0,0,0.0282742275392629,0,0,0,0.0661347528471852,0,0,0.0195589565838009,0,0,0,0.0565994553641402,0,0.11669026873794,0,0,0,0,0,0,0,0,0,0,0,-0.0360435674327505,0,0,0,0,0.0646386927423112,0,0,0,0,0,0,0.0199040994120338,0,0,0,0,0,0,0
X002460.SZ,-0.035006309627017,0,0,0,0.0195617676057157,0,0,0,0,0.615212808376846,0,0,0.047088112185132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105980646086149,0,0,0,0,0,0.0152984609512638,0.0150169538840009,0,0,0,0.185357484870166,0,0,0,0,0,-0.00616421005738465,0,0.00154153306829034,0.0333864663263832,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245223173685268,0,0,0,0,0,0,0.534560246854182,0,0,0,-0.0114567077054293,0,0,-0.00731646293329327,0.112288957480742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011234580856832,-0.0192141364603247,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.494905451284919,0,0,0,0,0,0.102468831610462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205960954072467,0,0,-5.42101086242752e-20,0.084947105891076,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115491145033031,0.0146958794633664,0,0,0,0,0,0
