,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X601600.SH,X600688.SH,X600795.SH,X601992.SH,X300072.SZ,X600188.SH,X600660.SH,X600362.SH,X601991.SH,X002466.SZ,X600547.SH,X600886.SH,X600111.SH,X600027.SH,X600157.SH,X000709.SZ,X000898.SZ,X000959.SZ,X002460.SZ,X600339.SH,X600489.SH,X601158.SH,X000723.SZ,X002271.SZ,X600299.SH,X000883.SZ,X600176.SH,X600219.SH,X600808.SH,X000630.SZ,X600352.SH,X600008.SH,X000792.SZ,X600516.SH,X600578.SH,X000983.SZ,X000408.SZ,X000786.SZ,X000539.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0597135757539452,0,0,0,0,0,0,0,0.18429164302203,0,0,0.0168864663368371,0,0,0,0,0,0,-0.0516450240396377,0,0,0.00994143771513409,0,0,0,0,0,-0.0244113188626221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130846357909975,0.00733465604692829,-0.0229606505053307,0,-0.0598276539483553,0,-0.0179483482084902,0.0102495228577377,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.101452808625505,0,0,0,0,0,0,0,0,-0.0451252064419245,0,0,0,-0.00434711841492158,0,-0.10428012782436,0,0,-0.0429621385695242,0,0,0,0,0,-0.033108264928417,-0.0254437942643891,0,-0.0122378472249433,0,0,0,1.73472347597681e-18,0,0,0,0,0.00310562017227841,0,0,0,0,0,-0.0227264726464185,0,0,0,0.000225409800058761,0,-0.168539440715616,0,0,0,0,0
X601088.SH,0,0,0,0.0136127178516909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460087661700239,0.0288067615205166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179329572889328,0,0,0,0.00467269790976771,0,0.0102773499571532,-0.0174645790386365,0,0,-0.0124096300508671,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025696846359716,0,0,0,0,0,0,0,0,0,0,0.349049465062981,-0.0582280869216932,0,0,0,0,0,0,0,0,0,0,0.173010244655228,0,0,0,0,0,0,0,0,0,0,0,0,-0.00826069775992187,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991553576554623,0.161937104339054,0,-0.11803495925238,0.0333132382922562,0,0.151324618169612,0,0,0,0,0.284928808423557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121234962650183,0,0,0,0.0925580258610043,0.0774815249173172,0,0,0,0,0.0180707611449143,-0.0794463609579088,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613942518993131,0.0277962102310229,0.0420118377444663,0,0,0.277999684410538,0,0.0230563665020078,0,0,0.048508787562165,0.095744508471007,0,0,0,0,0,0,0,0,-0.138536211669565,0,0,0.0262125112344625,0,0,0,0,0,0.031976633131448,0,0,0,0.0147431725210034,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.063703980604701,0,0,0.0200090360954682,0,0,-0.0734181148144168,0,0,-0.0693085908822409,0,0,0.0837396437618937,0,0,0.0120154249972057,0.164167137875916,0,0,0,0,0,0,0,0,0,0,0,0,0.149925774209835,0,0.0833043002194115,0,0,0,0,0,0,0,0,0,0,-0.0331270582065968,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00424303479674288,0,0,0,0,0,0,0,0,0,0,0,0.058894532343378,0.138536341285002,0,0.00698087532068521,0,0,0,0,0,0,0,0,0,0.120618025328908,0,0,0,0,0,0,0.166485255445854,0,0,0,0,0,-0.00879173542855161,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0923722004761427,0,0,-0.0960679664053018,0.159695492627297,0.375326543070915,0.178871085309449,0,0,0,0,0,0,0,0,0.0660251407831477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606710749341823,6.93889390390723e-18,0,0,0,0,0,0.0500041544873205,0,0,-0.0159230279751882,-0.0303765136187377,0,0,0,0,0,0
X601600.SH,0,0,0,0.128936346655559,0,0,0.0227018229807027,0,0,0,0,0,0.0750041125766218,0,0,0,0,0,0,0,0,0,0.212637575733732,0,0,0,0,0,0.1242234635003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245297875842749,0,0,0,0,0,-0.0200378913334679,-0.0115899303458827,0,0,0,0,0,0
