,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X600795.SH,X600309.SH,X600660.SH,X300072.SZ,X601600.SH,X601991.SH,X600886.SH,X600188.SH,X600547.SH,X600362.SH,X600027.SH,X000709.SZ,X002466.SZ,X600157.SH,X600339.SH,X600111.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600008.SH,X600299.SH,X002271.SZ,X000723.SZ,X000883.SZ,X600176.SH,X600352.SH,X600219.SH,X002460.SZ,X600578.SH,X600583.SH,X000630.SZ,X000408.SZ,X000539.SZ,X600021.SH,X000027.SZ,X000792.SZ,X000786.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.228704284454955,0,0,0,0,0,0.0232198399625925,0.0223740059114823,0,0,0,0.018575616844084,0,0.157529206505508,0,0,0,0,0,0,0,0.00610809667372083,0,-0.00455957489338366,0,0,0,0,0,0.0112338823267935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384636458201089,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600028.SH,0,0,0.0208244976159527,0,0,0,0,-0.0258061682100515,0,0.0994071733576284,0,0.00658601475173023,0,0,0,0,0,0.0410548983594755,-0.129316575068711,0,-2.76645277507918e-05,0,0,0,-0.051106851532642,0,0.0922230810609845,0,0,-0.0730788450796955,0,0,0.0687639454126577,0,0,0,0,0,-0.0518784566717167,0,0,0,0,0,0,0,0,0,0,0,-0.00648829786253038,0.00633735500662421,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862943761467075,-2.16840434497101e-19,0,0,-0.00772977933439964,0,0.017201810340643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409590387199007,0,0,-0.010019753784133,-0.00784057976033893,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0521767689123411,0,0,0,0,0,0,0,0.0900926847956196,0,0,0,0,0.0694873788855537,0,0,0,0,0.0488951553188498,0,0.075667612407411,0,0.326253970360508,-0.0280262552866243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00700462785246798,0,0,0,0,0,0
X600011.SH,0,0,0.130400334675036,0,0,0,0,0,0,0,0,0,0,0,0,0.213985888070355,0,0,0,0,0.205868473165062,0.023451697346589,0,0,0.0594637040736552,0,0,0,0,0,0.0830230449150494,0,0,0,0,0,0,0,0,0,0,0,-0.0396529020680525,0,0.132382127198969,0,0,0,0,0,0.033378374275753,-0.0116511554723753,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0456996562433557,0,0,-0.0270116858074307,0,0,0,-0.0781277928233139,0,-0.00665047929349164,0,-0.0804452668185474,0,0,0,0,0,0,0.104910767260878,0,-0.145816246572006,0,0.129192183607135,0,0,0,-0.0576423252981562,0,0,0,0,0,0,0,0.00393295159692796,0,0,0,0.200888702109931,0,0,0,0,0,0,0,-0.024363239075743,-0.0156594355809423,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221459312573811,0,0,0,0,0.0849706814052359,0,0.0183021399785706,0,0,0,0,0.0405963715786112,0,0,0.0237537774998534,0.0680977412338737,0,0,0,0,0,0,0,-0.00766492292942573,-0.029522760978297,0,0,0,0,0,0.131333412925536,0,0,0,0,-0.00604861406031454,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785677078347984,0,0,0,0,0,0,0,0.660966967234965,-0.075314522050542,0,0,0,0,0,0,0,0.356503830815251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185687615511943,0,0,0,0.0625997490261358,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312318373154334,0,0,0,0,0.0242008614995085,0,0,0,0,0,0,0,0,0,0,0.153415446640736,0,0,0,0.0191906321007695,0.0859773941852669,0,0,0,0,0,0,0,0,0,-0.00742244804976016,-0.00384907664461724,0,0,0,0,0,0
X600688.SH,0.256698173179511,0.229365152957457,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0508360960478395,0,0,-0.0768092680977696,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251136610518975,0,0,0,0,0,-0.0173085377903289,0,0,0,0,0,0,0,-0.00269148197831283,-0.00528132456247042,0,0,-0.0194786858903399,0.00796945355885137,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.134094619312832,0,0,0,0,0,0,0.0497190479083972,0,0.0107440131132464,0,0.00338045603446432,0,0,0.0259158611510589,0,0,0.0386506746518804,0,0,-0.0015708260628937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311883663533855,0,0,-0.0722728077204468,0.137205932839361,0,0,0,0,0,0,-0.00488279962618856,0.0195515148706419,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.00838617996134467,0,0,0,0,0,0,0.0528618788080554,0.213480544774449,-0.367234095823223,0,0,0.12006488506057,0.0234838014168184,0,0,0.0730415920489726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070092337822585,0.284547210226384,0,0,0,-0.0762598008568396,0.00815365496410596,0,0,0,0,0,0
