,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600362.SH,X600426.SH,X000983.SZ,X600803.SH,X000786.SZ,X600096.SH,X000723.SZ,X601699.SH,X000408.SZ,X601991.SH,X600486.SH,X600141.SH,X600801.SH,X600219.SH,X002353.SZ,X600295.SH,X000807.SZ,X600985.SH,X600027.SH,X000932.SZ,X601666.SH,X002080.SZ,X000830.SZ,X600157.SH,X000683.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303733695233341,0,0,0,0,0,0,0,0,0,0,0.0217706235924923,0.202519463400291,0.124108543218932,0,0,0,0,0.0681545818182314,0,0,0,0,0,0,-0.038008148796638,-0.022652155337913,0,0,0,0,0,0
X601088.SH,0.0521828976622474,0,0,0,0.171191803134756,0,0,0,0,0,0.180806943417448,0,0,0,-0.0276389754641059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241555302536675,0,0,0,0,0,0,0,0,0,0.0922751157341476,0,0,0,0,0,0,0.0197527373569682,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11807763273609,0,0,0,0,0,0.0645702728853089,0,0,0,0,0,0,0,0,0.0225311580480578,0.0138503164251306,0,0,0.0155717404085959,0.0189419117418763,0,0,0,0,0,0,0,0,0.0355055032687988,0,0,-0.00595868981259484,-0.0220896907507472,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0303818727935811,0,0,0,0,0,0,0,0.0368097179113898,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.159846007520014,0.0435480086924785,0,0,0,0.124049597083314,0.0189132930306332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.28009893489807,0,0,0,0,0,0.00952317266484394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130393775471925,0,0,0,0,0,0,0,0,0,0,0,0.0647525642292323,0.178490654953008,0,0,0.365076761936945,0,0,0,0,0,0,0.0779910681530384,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155727917304191,0.0123217877835492,0,0,1.73472347597681e-18,0,0,0,0,0,0.391353634367018,0.00960911653136057,0.0312310346544341,0,0,0,0,0.0552021195509096,0,0,0,0,0,0,0,0,-0.010744423077708,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.516744362526805,0,0.1722915831344,0,0,0,0,0,0,0,0.00134575744722551,0,0,0,0,0,0,0.0251507127812999,0,0,0,0.120030569815309,0.0862914400555884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368055226763328,-0.00958210888269599,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0282983535509278,0,0.218091968935373,0,0,0.182650935643298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663840303328217,0,0,0,0,0.129420320704344,0,0,0.248405759569608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336465622308384,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000945720587374813,0,0,0,0,0,0.0125323347547752,0.090273008679907,0,0.459002246548031,0,0,0,0,0.00911289412941117,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.00684035232743349,0,0.874160857239054,0,0,0,0,0,0,0,0.0298306240594201,0,0,0,0,0,0,0,0,0.092950125175992,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0103738800855804,0.0255356464737773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00575632518824229,2.16840434497101e-19,0,0,0,0,0,0
