,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X002466.SZ,X600795.SH,X300072.SZ,X600188.SH,X601992.SH,X600362.SH,X601991.SH,X002460.SZ,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000786.SZ,X000792.SZ,X600157.SH,X600027.SH,X600176.SH,X000408.SZ,X000553.SZ,X600339.SH,X600352.SH,X600219.SH,X000959.SZ,X600489.SH,X600808.SH,X002271.SZ,X000723.SZ,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X600549.SH,X002092.SZ,X000983.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.12212649674203,0,0,0,0,0,-0.0124012695802821,0,0,0,0,0,0,0,0,0,0.0478875591464008,0,0.0215473455321509,0,0,0,0,0.00655296081762584,0,0,0,0,0,0,-0.0463055042562535,0,0,0,0,0,0,0,0,0.0560594238423538,0,0,0,0.0173515288715239,0,0,0.0199337511562414,0,0,0,0.0097312725822984,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0466879351313874,0,0,0,0,0,0,0,0,0,0,0,0.0180826409867358,0,0,0,0,0,0,0.0436667001229911,0.00956080459150189,0,0,0,0,0,-0.0578992704487316,0,0,0,0,0,0,0,0,0.0360453579920236,0.000959629832494971,0,0,0,0,0,0,0,0,0,0,0.0058274352094213,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.102988539029456,0,0,0,0,0,0.980520649602834,0,0,0,0,0,0,0,0.16004100798044,0,0,0,0,0,-0.0702054525547929,0,0,-0.0173648831929642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194606877550135,0,0.0697196334523983,0.0568197803116855,0,0,0.00819846707432582,-0.00441182114681307,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192025879910935,0,0.293419404078025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280156977713369,0,0,0,0,0,0,0,0,0,0,0,-0.0342124238301194,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0584029233763129,0,0,0,0,0,0,0,0,0,0.0383635329998082,0,0,0,0,0,0,0,0,0,0.0645465071323489,-0.0831202107582769,0,0,0,0,0,0,0,0,0,0,0.138142600268136,0,-0.115878939362238,0,0,0,-0.121187552413813,-0.0595125208348556,0,0.197078976626614,0,0,-0.0347837135311756,0.0432033612455111,-0.0461923782229347,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00276164196459157,0.00252390113031584,0,0,0,0,0,0,0,0.0840965690969879,0,0.153597074239467,0,0,0,0.0279741526136774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137085674793029,0,0,0,0,0,0.192633191686286,0,0.0682669010968,0,0,0,-0.00564402507959527,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0865006507622251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111790443485841,0,0,0,0,0,0,0,0,0.00174325772981927,0.150396824312976,0,0.041961887472721,0,0,-0.058709621928946,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0979153773712005,0,0,0,0,0,0,-0.106016908182028,0,0,0,0,0,0,-0.037479384740709,0,0,0,0,0.14778838009694,0,-0.179358666817377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417048340425207,0,0,0,0,0.00370220157755482,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0308457737209329,0,0,0,0,0,0.00869743490438382,0,0.0516543745828648,0.0593576545555378,0,0.0115765095006685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102351454419564,0,0,0,0,0,0,0.0813736912886355,0,0,0,0.0570149283649953,0,0,0,0.00694048974291157,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0140589070904779,0,0,0,0,0,0,0,0,0.346146364527595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102506222429821,0,0,0,0,0,0,0.00117010360250673,0.0298819233464319,0.088417804022856,0,0,0,-0.00422079420206836,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0259694709034647,0.124400237934369,0,0,0,0,0,-0.069852292410892,0,0,0,0,0,0,-0.0405854202689595,0,0,0,0,0,0.0258997747527729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104545777046693,0,0,0,0,0,-0.00364389171534847,0.00797120525311914,0,0,0,0,0,0
X600688.SH,0,0,-0.00916543588471093,0,0,0,0,0.0439746342550935,0,0,0,0,0.0867145211490617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749153770435416,0,0,0,-0.047639490212719,0,0,0,0,0,0,0.0979743262241755,0,0,0,0,0,0.0359760142191581,0,0.0556960979417328,0,0,0,-0.00729513297530143,1.0842021724855e-19,0,0,0,0,0,0
X002466.SZ,0,0,-0.107262254029385,0,-0.162785292282649,0,-9.46184035600277e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.627207341255591,0,0,0,0,0,0,0,0,0,0,0,0.0566806020290504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228996556737333,-0.0811517779271886,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0.134786087286981,0,0,0,0,-0.0633919163303526,0,0,0,0,0,0,0,0,0,-0.293267219353765,0.0802694078567658,-0.0684989039189266,0,-0.0187876087840507,0,0.151948431002391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215528484422813,0,0.00305188520525021,0,0,0.0988943859687035,-0.0687359238118177,0,0,0,0,0,0,-0.00844725194103269,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660667421185645,0,0.0950712794480298,-0.133380665377574,0,0,0.102947746195187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305435669234932,-0.0571868446026523,0.0620402667064186,-0.0342514923196679,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0965954803312357,0,0,0,0,0,0,0,0.11618119865909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124396864209798,0,0.358387988754459,0,0,-0.00209892280443797,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.00701638496135441,0,0,0,0,0,0,0,0,0.039035321434684,0,0,0.120596879416494,0.0720782871384825,0,-0.0478254049969724,0,0,0,0,0,0.0608498590823719,0,0,0,0.0330506911667221,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118896359150077,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.121384628578328,0,0,0,0,0,0,0,0,0.0428855843107221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177883388203358,0.0161606066567313,0.144254207359799,0.307739195859281,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,-0.00830081195359956,0,0,0,0.0584621839845224,0,0,0,0,0,0.0361587185083863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428885028551335,0,0,0.0258891947840414,0,0.0619815463160124,0.022824625540975,0,0,0,0,0.014601576407788,0,0.0960144306290978,0,0,0,0,0,0.0662641459398199,0,0,0,-0.0144752960075229,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0.182062448746714,-0.11064749923107,0,0,0,0,0,0,0,0.780465732847886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136259495981621,0.0267111847234086,0,0,0,0.167623253041778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144769889249525,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.0932241587725866,0,-1.73472347597681e-18,0.057650335458203,0,0,0,0,0,0,0,0,0.0645466128422315,0,0.0148842865215289,0,0,0,0,0,0,0,-0.0413307853511932,0,0,0,0,0,0,0,0,0,0,0.583436696593686,0,0,0,0,0,0,0,0.0110550090526826,0,0,0,0,0,-0.00296130419300113,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1683292122149,0,0,0,0,0,0,0.00528460557576048,0.0329585431993273,0,0,0,0,0,0,0.151260321497147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497128240793359,0,0.292911916696002,0,0,-0.0594292594360582,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0179076640826031,0,0,-0.0442899957173133,0,0,0,0,0.0301398407252234,0,0.0602052801980892,0,0.02860163508513,0,0,0,0.0879416517589632,0,0,0,0,0,-0.0219279525010373,0,0,0,0,-0.0123306689945753,0.0994132207685924,0,0,0,0,0,-0.0620293745388033,0,0,0,0,0,0.0488209990026083,0,0,0,0,-0.011293455943217,0,0.00544906280897203,0,0,0,0,0,0
X000898.SZ,0,0,0,0.000596908422638992,0,0,0,0,0,0,0,0,0,0,0,0.0289347528423017,0,0,0,0.00514562285530309,0,0,0,0,0,0,-0.0513079837884588,0.0575027092982129,0,0,0,0,0,0,0,0,0.0863211992811921,0,0.633204409551269,0,0,0,0,0,0,0,0,0.0961447187035768,0,0,-0.0260146793496335,-0.00631824986485169,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.562724805152016,0,0,0,0,0.234343266247923,0,0.0290767499674816,0,0,0,0,0,0,0.260329318731992,0,0,0,0,0,0,0,0,0.0296722983953263,0.0283587805036413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573605587620253,0,0,0,-0.0567356934771784,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.248066561362543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207966238876399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103919497736663,0,0,0,0,0,0,0,0,0.0865645425040134,0,0,0,-0.00865984595399033,0,0,0,0,0,0
X000786.SZ,0,0,0,0,-0.113097056516694,0,0,0,0,0,0,0,0,0,0.372271345305136,0,0,0,0,-0.105413966298171,0,0,0,0,0,0,0,0,0,0,0.386529868524225,0,0.273208300348933,0,0.371972547824161,0,0.0217328573144426,0.157619365099552,0,0,0,0,0,0,0,-0.0255285478147279,0,0,0,0,0,0.0242010624488011,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.061074287662239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510408408231544,0,0,0,0,0,0,0,0,0,0.201745940871626,0,0,0,0,0,0,0,0,0.0860923623301896,0,0.178365198427539,0,0,0.165191970035696,-0.0719799002875234,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0571695304107561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214509571413382,0,0,0,0,0,0,0,0,0,0,0,0.0126428777705421,0,0,0,0,0,0.0312224822117312,0.0281156380288467,0.0784008604133135,0.101174228369239,0,0,-0.0116250140041916,0,0,0,0,0,0,0
X600027.SH,0,0,-0.0481248331559713,0,0,0,-0.0214693698947976,0,0,0.245464245367434,0,0,0,0,0,0,0,0,0.0608214193460565,0,0,0,0,0,-0.0119217923559847,0.0943044129266812,0,0,0,0,0,0.0311264987616134,0,0,0,0,0,0,0,0,0,0,0,0.0578364344597785,-0.0699251426108211,0.0032611285819517,0,0,0,0,0,0.00560456148504778,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.129140430206342,0,0,0,0,0,0,0.0360804780182195,0,0.00741215291310516,0,0,-0.059150152238207,0,0,0,0,0,0,0.0909815904989334,0.0982772845753864,0,0,0,0,0,0,0.00905294906988727,0,0,0.118918082259807,0,0,0,0,0,0,0,0,0,0,0,0.10775142264617,0,0.0191539643918664,-0.0229217443988726,0,0,0,0,0
X000408.SZ,0,0,0.0943995783768591,0,0,0,-0.638192504229711,0,0,0,0,0,0.479509044411408,0,0,0.29565072337084,0,0,0,0,0.222007875255362,0.0350095495916388,0,0,0,0,0,0.0341138310108515,0,0,0,0,-0.112343607251143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377737258289236,0,0,0,0.00840692664177546,-0.0075657451629432,0,0,0,0,0,0
