,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X002271.SZ,X000301.SZ,X000877.SZ,X600795.SH,X600027.SH,X600362.SH,X601991.SH,X600426.SH,X600803.SH,X000983.SZ,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000408.SZ,X600160.SH,X600219.SH,X000539.SZ,X600995.SH,X300037.SZ,X000932.SZ,X600688.SH,X600612.SH,X000629.SZ,X002080.SZ,X002409.SZ,X000933.SZ,X000723.SZ,X600096.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.469134658581562,0,0,0.103836604571069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612127652937947,0,0,0,0,0,0,0.0251385367856036,0,0,0,0,0,0,0,0,0,0,0,0,0.0486468967684994,0,0,0,0,0,0,0
X600028.SH,0.683549429218385,0,0,0,-0.0916149683267614,0,0,0,0,-0.0603609212433922,0.057591065183814,0.10404994725586,0,0,0,0,0,0,0,-0.0412567378425198,0,0,0,0,0,0.0472762299395936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146860672379365,0,0,0,0,0,0,0,0,0.00713550942773804,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0.148214638081357,0,0,0,0,0,0,0.0277287042219013,0,0,0.251458043085924,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0195296983998872,0,0,0,0,0,0,0,0,0,-0.000962831746208336,0,0,0,0,0.048036658705885,0,0,0,0,0,0.189278529024611,0,0,0,0.0262311015157066,-0.0357752025269315,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.130350128245759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282718444339415,-0.0302544086433334,0,0,0.169270766291766,0,0,0,0,0,0,0,0,0.0210210206102933,0,0,0,0,0,0,0,0,0.0378386056865334,-0.0177272349743216,0.0848935012635364,0,0,0,0,0,-0.0241695101219508,0,0,0,0,0,0
X600188.SH,0.0512327981779374,0,0,0,0,0,0,0,0,0.0676199250092254,0.204799979455526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268524049741941,0,0,0.133205556448364,0,0,0,0,0,-0.0852877748800948,0,0,0,0,0,0,0,0,0.0646064287663811,0,0,0,0,-0.0739471773897979,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0613191114712076,0,0,-0.215447689462458,0,0,0,0,0,0,0,0,0,0,0,0,0.456888860216912,0,0.0791223169970213,0,0,0,0,0.078286718336034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411877794734177,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0577249844870976,-0.102594370448319,0,0,0.0322367848805325,0,0,0,0,0,0,0,0,0,0,0,0.0295401843995397,0,0.0292768293453044,0,0,0,0,0.0307156672207347,0,0,0,0,0,0,0.0513262818144666,0,0,0,0.0188254012274272,0,0,0,0,0,0.0558260841945855,0,0,0.0548222596779234,0,0,0,0,-0.0590020693272393,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0704047175755058,0,0,0,0,0,0,0.0820008778707039,0,0.105801005330063,0,0,0,0,0,0.0228102962859888,0,0,0,0,0.000590541502022779,0.0513256659376604,0,0.0276668435904813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201587475584019,0,0,0,0,0,0,0,0,0.0239748615677539,0.0516937453009911,0,0,0,0,0,0,0
X002460.SZ,-0.0026131537511637,0,0,0,0,0,0,0,0,0.544360607484918,0,0,0,0,0,0,0,0,0,0,0,0.208015331562345,0,0,0,0,0,0,0,0,-0.0628061325320556,0,0,0,0.036860990606128,0,0,0,0,0,0,0,-0.0252420716228555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.516140342460407,0,0,0,0.104754130065238,0,0,0,0,0,0,0,0,-0.00663180357745652,0,0,0,0,0,0,0,0,0,0.0272730054724304,0,0,0,0,0,0,0,0.0224604760163286,0,0,0,0,0.0999277794012023,0,0.139483746871332,0.169532365377146,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.0594339421436088,0,0.282043111329566,0,0.183530323783542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0320479879992512,0,-0.0481243718698714,0,0,0,0,0,0,0,0,0,0,0,0.0337435012549134,0,0,0,0,0,0,0
X600547.SH,0.00990449304159889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473518258631693,0,0,0,0,0,0,0,0,0,0,0.597034556912781,0,0,0,0,0,0,0.0613427635067649,0,-0.0373250363717338,0,0,0.0325415384051262,0,0.0174838473776367,0.00963493293646785,0,0,0,0,0,-0.00362764473254411,-0.0346949949114944,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0652319593535063,0,0,0,0.0989613512005508,0.20826374088755,0.04741969411711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158182149369223,0,0.12719260532961,0,0,0,0.0351571180426565,0.0182890329103076,0,0,0.0528673017851263,-0.0239141330114853,0,0,0,0.0470752637356411,0,0,-0.0285714045475396,0,0,0,0,0,0,0
X601600.SH,0.110580320541912,0,0,0,-0.0152413388386751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158964783066998,0,0,0,0,0,0.107819945197674,0,0.539192274741875,0.165809764640057,0,0,0,0,0.0154955447985757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718416888240066,0,0,0,0,0,0
X600886.SH,0.0471679813960929,0.0557675011710772,0,0,0,0.137032417465639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734481372769097,0,0,0,0,0,0,0,-0.00183036461538725,0,-0.0648094921253176,0,0,0,-0.0210291156157908,0.00980902851492588,0,0,0,0,0,0
X600660.SH,0,0,0,0,2.71050543121376e-20,0,0,0,0.106457669317096,0,0,0,0,0,0,0,0,0,0,0.0466972048603284,0,0,0,0,0,0,0,0,0,0,-0.0308050747391827,0,0,0,0,0,0,0.00297146380446863,0.0335913613654119,0.0194135380965846,0,0,0,0,0,0,0,0,0.153110710949806,0,0,0,-0.00454554181190486,0,0,0,0,0,0
X600111.SH,0.0129041310304387,0,0,0,0,-0.015847045710397,0,0,0,0,0,0,0,0,-0.0916734793661671,0,0,0,0,0,0,0,0,0,0,0,0,-0.00284478967873494,0.0507457031369567,0,0,0,0.0698316911730966,0.0781672945912869,0,-0.0359206968272094,0,0,0.152016640374612,0,0,0,0.0129271250662441,0.118269521141717,0.124377984635261,0,0.0540792274765833,0,0,0,0,0.00545934251033169,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.117693899877073,0,0,0,0,0,0.00754642483328971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457152230581861,0,0,0,0,0,0,0.00764719439059252,0,0,0.059460623185456,0,0,0,0,0,0.0781486122629054,0.025330197037295,0,0,0.0964076935414698,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.117648203205811,0,0,0,0,0.0475249917488035,0,0,0,0.0597284554484289,0,0,0,0,0,0.0363986532913784,0,0,0,0,0,0,0.264649660964649,0,0,0,0,0.136221094100255,0,0,0,0,0,0,0,0,0,0,0,0,0.0581711619831115,0.050887458612868,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0669271118992548,0,0,0,0,0,0.000747999746296883,-0.0983147030709942,0,0,0,0,0,0,0,0,0,0.221223690805883,0,0,0,0,0.0596669501772343,-6.93889390390723e-18,0,0,0,0.0429751887091026,0.195810262551143,0,0.681782028190665,0,0.164000097810542,0,0,-0.177249531741227,0.139459165484702,0,0,0,0,0,0.0498311314962267,0,0,0,0,0,0.0321594578911111,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124166794511837,0,0,0,-0.00313554324513691,0.190371115065154,0,0,0.0412002794756187,0.141032894378501,0,0,0,0.0106596652295565,0,0,0,0,-0.064004146694941,0,0,0,0,0,0,0.0470966208293311,0,0,0,0.0145416423812514,0,0,-0.00493995642285538,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,-0.0687254870327914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674729759632601,0,0,0,0,0,0,0,0,0.1226990646887,0.0247190565789151,0.173497608044223,0,0,0.397907440769984,0,0.00695204510871973,0,0,0,0,0,0.0156898648454485,0.0417868909718679,0,0,0,0,0,0
X600795.SH,0,0.0649951018676794,0,0,0.0106552936513382,0.17442753675916,0,0.101689842899483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378971295642528,0,0.092066153722951,0,0,-0.116417795553264,0,0,0,0,0.0916468584243763,0,0,0.0249170927025424,0,0,0,-0.072416472131361,0,0,-0.0618601528300987,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0658775712997218,0.398236884664714,0,0,0,-0.0972018972148929,0,0,0,0,0,0,0,0,0,-0.00408295317289657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487751670863095,0,0,0,0,-0.021143049633076,0,-0.000256701252796834,0,0,0,0,0,0.0531707750516138,0.0527515943291704,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178353784967712,0,0,0,0,0,0,0.0679840554344777,0,0,-0.050014025563339,0,0,0,0,0.0816804150498363,0,0.0177359741279453,0,0.199970798048516,0,0,0,0,0,0.0507164133886473,0,0,0,0.0293226418577327,0,0,0.0670318540031859,0,0,0,0,0,0.0261164113356803,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,-0.0770417939242273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506263838103598,0.0292454704187227,0,0,-0.020276463291196,0,0,0,0,0,0,0,0,0,0,0.164268561933475,0,0,0,0,-0.0217826919464514,0,0,-0.00885581072532448,0.0613208485014912,0,0,0,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.679628813042161,0,0,0,0.0849397149607914,0,0,0.0831522848311837,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.122117466875615,0,0,0,0.00642564605125013,0,0,0.0698860256719676,0,0,0.0514476240812275,0,0,0,0,0,0,0,0,0,0,0.0191032989227835,0,0,0,0,0,0,-0.0683881368849679,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104623727223969,0,0,0,0.235562246001947,0,0,0,0.162085362521366,0,0,0,0,0,0,0.345567037438338,0,0,0,0.00943273179231941,0,0,0,0,-0.120675804696793,0,0,-0.0945133136001694,0.0304174726910244,0,0,0,0,0,-0.012899389771661,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.00962212142899669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08743768248745,0.0841402628058674,0,0,0,0.210960775096746,0,0,0,0,0,-4.33680868994202e-19,0.0512993724943719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285751556413215,0.0236679684136447,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.0857731583477698,0,0,0,0,0,0,0.128587818564313,0,0,0,0,0,0,0.00412099465363875,0,0,0,0,0,0,0,0,0.0744588458360428,0,0,0.186473234492983,0,0.0692696516482165,0,-0.0565291476390178,0,0,0,0,0,0,0.0712791739923057,0,0,0,0,0,0,0.00363449669237097,0,0,0,0,0,0,0
X600489.SH,0,-0.0262617389046464,0,0,0,0,0,0,0,0,0,0.655185318548474,0,0.0397713003098453,0,0,0,0,0,0,0.0597706142668217,0,0,0,0,0,0,0,0.0456134814011794,0,0,0,0.135473565631893,0,0,0,0,0,0,0.0575793790019692,0,0,0,0,0,0,0,0,-0.0713284577095227,0,0,0.00976694366521496,0,0,0,0,0,0,0
X601699.SH,0.0908129645352401,0,0,0,0.0495110262118137,0,0,0,0,0,0,-0.0879682469997643,0,0,0,0,0,0,0,0.00900164833409272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161126729574383,0,0,0,0,-0.0330286641905892,0,0.0211894749119252,0,0.136394719170604,0,0.241397800022863,0,0,0,-0.0255666419817944,0,0,0,0,0,0
X000807.SZ,0.0441442015742137,0,0,0,0,0,0,0,0,0,0,0,0,0.282060426259065,0,0,0,0,0,0,0,0,0,0.0263105554557006,0,0,0,0,0,0,0.143631695608377,0,0,-0.0158925380029468,0,0,0,0.00460061780384157,0,0,0,0,0.0897304060420034,0,0,-0.0291626976887011,0.336389058089582,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.078727849686833,0,0,0,0,0,0,0,0,0,0,0.137207716652199,0,0,0,0.0253219585856857,0,0,0,0,0,0.378645795624966,0,0,0,0,0,0,0,0,0,-0.0797485156622969,0,0,0,0,0,-0.1093686834548,0,0,0,0,0,0,0,0,0,0,0,0,0
