,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X601991.SH,X600111.SH,X600362.SH,X600157.SH,X600489.SH,X600027.SH,X002466.SZ,X600886.SH,X601992.SH,X600623.SH,X000792.SZ,X600299.SH,X600309.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X000723.SZ,X600352.SH,X000898.SZ,X002460.SZ,X000983.SZ,X002407.SZ,X000539.SZ,X000060.SZ,X000630.SZ,X000027.SZ,X002470.SZ,X600612.SH,X600176.SH,X000012.SZ,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0533672403389804,0,0,0,0.0700683656008625,0.0333881643263255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115418713943838,0,0,0,0,0,-0.00187073341631378,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0103305789578121,0.00255419213340352,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0441525837787572,0.145537842905061,0.0264501139820186,0,0,0,0,0,0,0,0,0,0,0,0.0247043362941385,0,0,0,0,0,0.0283093682252574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332228186443007,0.00606536407527986,0,0,0,0,0.0161145507749785,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.144159119812389,-0.0332445817547611,0,0.0520278466494677,0,0,0,0,0,0,0,0,0,0,0,0.00715351687887024,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.024283141059892,0.0840930599605789,0,0,0.0941010268918774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169859976670817,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.045319261585547,0,-0.0726839160528138,0,0.090610056533491,0,0,0,0.0295755864509915,0,0,0,0,0.0150329363945432,0,0,0.0301561048986427,0,0,0,0,0,0.0186560962506767,0,0.00522150851840138,0.000567168174523906,0,0,0,0,0,0,0,0,0,0,0,0.148728989399117,0,0,0,0,0,0,0,-0.0337689566024472,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00322087992859114,0,8.67361737988404e-19,0,0,0,0.325646235727847,0,0,0,0,0,0,0,0,0.0078113712251627,0,0,0,0,0.10372407362984,0,0,0,0,0.0386588949649931,0.0760762518805512,0,0,0,0,0,0,0.0102825692161639,0,0,0,0,0,0,0,0,0,-0.00735867325005816,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297429408713107,0,0,-0.00212474947127934,0,0,0,0,0.06308397008585,0,0,0,0,0,0.079657233878438,0,0.100716358556342,0,0,0,0.0692557729712502,0,0.049843216546679,0,0,-0.0601927403197357,0,0,0,0,0,0,0,0,0,0,0,0.00919149034436933,0.10045355714977,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0154743883505892,0,0.110521973700859,0,0,0,0.0962609300221065,0,0.0327413439026746,0,0,0,0,0,0,0.00891387992046896,0,0.046489008057927,0,0,0.0441988488275149,-0.0309255291960547,0,0,0,0.126940936558579,0,0,0,0.0462385867073529,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178537596828614,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0412270487634411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561340336318727,0.0273188183346914,0,0,0,0,0,0,0,0,0.0201866881710665,0.221181481743702,0,0,0.137903695016765,0,0,0,0,0,0.0695855061620239,0,0,0,-0.0272454526522584,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488480531275025,0,0,0,0,0,0,0,0,0,0,0.10769246488913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0146227863583092,0,0,0,0,0,0,0,0,0.0552350303154054,0,0,0.00768763522343918,0.0928862275956768,0.169957783950171,0,0,0.0975248775494193,0.0171694466766719,0.210557212258373,0,0.0908146226319592,0,0,0,0,0,0,0,0,0,0,0,0,0.0271042821018817,0,0.0941001223041017,0,0.025057328109609,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15117568535619,0,0.235473916513622,0,0,0,0,0.111226306315814,0,0,0,0,0,0,0,0,0.507330310591114,-0.0067012029216057,0,0,0,0,0,0,0,0,0,0,0,-0.0150921937832927,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0554301642162252,0,0,0,0,0.148075062806481,0,0.0201903097852301,0.0367246894128596,0,0,0,0,0.0988706920738273,0.0603372602327334,0,0,0,0,0.0301563975654128,0.01296689504565,0,0,0,0,0,0,0.00256785283884829,0,0,0,0,0.30476327727537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.158704869381075,0,0,0.0182498728504213,0,0,0,0,0.0295550870249584,0,0,0,0,0,0,0,0,0.0170821552393038,0.050523619861075,0,0,0,0,0,0,0,0,0,0,0,0,0.00137061286504004,0,0,0,0,0,0,0,0,0.0947226690322605,0.0306946924584321,0,0,0,0,0.0313095577459828,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0860749436562855,0.0175948611370355,0,0,0,0,0,0.00194061452283569,0,0,0,0,0,0,0,0.0781892845101973,0,0,0.0466620414075044,0.0163480422203781,0,0,0,0,0,0,0,0,0,0.0596829744425467,0,0,0.00998767831289506,0,0.08749862732925,0,0,0.0282459779996076,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.367419901010399,0,0,0,0.0220792584487619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106204948102093,0,0,0,0,0,0.234444965250572,0,0,0,0,0,0,0,0,0,0,-0.00978143674716992,0,0.080737448245738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.249398179742533,0,0,0,0.0401938937002095,0,-0.0560189774022408,0.054923049449214,0,0,0,0,0,0,0,0,0,0,0.102565981911724,0.0123315878201017,0,0,0,0,0,0,0,0,0,-0.0166914107268177,0,0.017875894864767,0.335732595629175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.311464422130357,0,0.0886528850131823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410012595112249,0.00420217307284311,0,0,0.063298547958836,0,0,0,0,0,0,0,0,0,0,0.0294601418868427,0,0,0.0323090984399005,0,0,0,0,0.0227706738101968,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.546853785763912,0,0,0,0,0,0,0,0,0,0,-0.0506569000182064,0,0,0.102537942480479,0,0,0,0,0,-0.0531765786017329,0.0496812657122404,0,0,0,0,0,0,0,-0.0273648889311702,0,0,0,0,0,0,0,0.269028638180335,0.0837032275612783,0,0,0,0,0.0121276076515352,0.0285728229138943,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,-0.00348004622486433,0.00689436324710501,0.0360920822479309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223112317235061,0,0,0,0.0161914067295871,-4.33680868994202e-19,0,0.00970195236538163,0,0,0,0,0,0.0383684841833339,0,0,0,0.0940509404930941,0,0,0,0,0,0.0228054913757543,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.179675466151208,0,0,0,0,0,0,0,0,0,0,0,0,0.00175067919433453,0.156107452951023,0,0.0283490358468331,0,0.0994301387970484,0,0,0,0,0,0,0,0,0,0.362706157575239,-0.161297299910564,0.407809614823344,0,0.0352510576730221,0,0,0,0,0,0,0,0,0,-0.076531569095059,0,0,0,0,0,0,0
