,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X600309.SH,X600362.SH,X600660.SH,X600188.SH,X601992.SH,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X600111.SH,X000709.SZ,X000898.SZ,X000959.SZ,X600489.SH,X600339.SH,X600299.SH,X601158.SH,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X002460.SZ,X000883.SZ,X000983.SZ,X600219.SH,X600352.SH,X000539.SZ,X000825.SZ,X000027.SZ,X002092.SZ,X000723.SZ,X600578.SH,X601699.SH,X600021.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.20457610993963,0,0.0604118075233025,0,0,-0.0338439533718828,0,0,0.0519794148692699,0,0,0,-0.020467301765898,0,0,0,0,0,0,0,0,0,-0.00531012997182386,0,0,0,0,0,0,0,0,0.0868047311314797,0,0,-0.0630833184114497,0,0,0,0,0,0.0239048680607201,0,0,0,0,0,0.106176280504015,0,0,-0.0111683379036883,0.00109818761507008,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0418560225017448,0,0,0,0.0732041697583002,0,0.225182760679062,0,0,0,0,0.106753382279678,0,0,0.0426281898116965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345192687947289,0,0,0,0,0,-0.0378233195379971,0,0,0.0454895159094597,0,0,0.0244028698605699,0,0,-0.00242555393550507,0.0100900036388057,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0758543507753361,0,0,0,0,0,0,0,0.0295695803308666,0,0.0297935383748282,0,0,0,0,0,0,0,0.14038521698157,-0.0135672195186957,0,0.0448172786997922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000478806276495917,0,0,0,0,0,0,-0.00702263443369252,0,0,0,0,0,0
X600019.SH,0,0,0.126021636091753,0,0,0,0,0,0,0,0,-0.0610102609723102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262291602608158,0.0180747858542096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0721372120960281,0,0,0,0,0,0.104875990720361,-0.0103235875693442,-0.0158775788575685,0.225864900353522,0,0,0,0,0
X600585.SH,0,0,0.112711401278445,0,0,0,0,0,0,0.276558786455155,0,0,0,-0.0426266819532526,0,0,0,0,0.22816156479335,0,0,0,0.0758531779122371,0,0,0.0176489179387396,-0.0966964995702136,0,0,0,0,0,0,-0.0433408322994451,0,0.0105771178937839,0,0,0,0,0,0,0,0,-0.166595389853278,0,0,0,0,0,0,0.00238665887511199,0,0,0,0,0,0
X600011.SH,0,0,0.235538922548642,0.0129218168964864,0,0,0,0,0,0,0,-0.314993134417739,0,0,0.073411081288035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.07078627187007,0,0,0,0,0,0.0488293812416571,-0.0205347879937842,0,0,0,0,0,0
X600010.SH,0,0,0,0.0444022035878487,0,0,0,0,-0.0248643223862107,0.075070483001476,0,0,0,0,0,0.0607738821072534,0.126951389541598,0,0,0,0,0,0,0,0,0.0647444350596822,0.00363248517344549,0,0,0,0,0,0,0,0,0,0,0.107717791747818,0,0,0,0.03849487735215,0,0.0520638742389099,0,0,0,0,0,0,0.00839075410813046,-0.00605092711826049,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941115492672448,0,0,0,0,0,0,0,0,0,0,0,0,0.0775923541275704,0,0,0,0.311229137343083,0,0,0,0,0.196143307906918,0,0,0,0,0,0.014494338867175,0,0,0,0,0.00304104002370053,0,-0.00109614116185476,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176231313959528,0,0,0,0,0,0,0,0.145531050683581,0,0.0302375597675343,0,0,0,-0.149520769635605,0,0,0.00914787068480883,0,0,0,0,0,-0.101158614601425,0,0,0.0216036405668405,0,0,0,0,0,0.0334148303566889,0,0,0,0,0,0,0
X601600.SH,0,-0.0353352612420228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167405569699352,0,0.0382695461120846,0,0,0,0,0.145268230150794,0,0,0,0,0,-0.0421513017956618,0,0,0,0,0,0,-0.102185528609352,0,0,0.594954771980325,0,0,-0.00495609640367466,0,0,0,0,0,0,0.0165417378531703,0,0.00752861507235882,-0.00642498332779155,0,0,0,0,0,0
