,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600801.SH,X600010.SH,X601600.SH,X600886.SH,X002271.SZ,X002466.SZ,X000786.SZ,X600362.SH,X600352.SH,X600188.SH,X600688.SH,X600795.SH,X601991.SH,X601992.SH,X000723.SZ,X600111.SH,X002353.SZ,X600176.SH,X600027.SH,X600426.SH,X600299.SH,X600516.SH,X600489.SH,X000792.SZ,X000401.SZ,X000898.SZ,X600583.SH,X601158.SH,X000932.SZ,X600219.SH,X000553.SZ,X000709.SZ,X000883.SZ,X600612.SH,X002080.SZ,X600486.SH,X000630.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159039386528922,0,0,0.0499164713168485,0,0,0,0,0.113732643269848,0,0,0,0,0,0,0,0,0,0,0,0.0760933407258862,0,0,0,0.0477894088812186,0,0,0,0,0,0,0.0832231308329571,0.0392369484723099,0,0,0,0,-0.00549891349330095,0,0,0,0,0,0,0
X600028.SH,0.365518348339303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228867577956929,0,0,0,0,0.0632668060853333,0,0,0,0,0,0.0211776132980265,0,0,0,0,0,0,0,0,0,0.0884339656976907,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00936731477326712,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350782639597966,0.164624648811069,0,0,0,0.0920675016929181,0.0226126077950913,0,0,0,0,0,0,0,0,0,0,0.183461727212116,0.00105610560854126,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0184861583225713,0,0
X600585.SH,0,0,0,0,0,0,-0.0047801118070378,0,0,0,0,0,0.434710995023553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527170056947836,0,0,0,0.0111582871548874,0.17843383717605,0,0,0,0.025124182977096,0,0,0,0,0,0,0,0,-0.0134320170476713,0,0,0.0123914864105976,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.10425233470518,0,0,0.0806623711580898,0,-0.0857913078649235,0,0.0626028465660206,0,0,-0.122306231762819,0,0,0,0,0,0,0,0,0,0,0.169759699106929,0,0.0831792084121229,0,0,0,0,0,0,0,0,0,0,0.218006154551877,0.0899373116788628,0,0,0,-0.0370186259810112,0.0290519760132081,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0514097116790691,0,0,0,0,0,0,0.014707522103656,0,0,0,0,0,0.0858255762151831,0,0,0.0872734587231859,0,0,0,0,0.0900904204883051,0,0,0.00496085008106199,0,0,0,0.143845425469867,0,0,0,0,0,0.00752043871187206,0,0,0,0,0.00848162511626943,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0413699776330416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895751394418368,0,0,0,0,0,0,0,0,0,0,0.113991383697629,0,-0.0304007749672839,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318587240576853,0,0,0,0,0,0,0,0.0422187614175972,0,0,0.190152647318735,0.0837235988529362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296982388032508,0,0,-0.0109285307932905,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0391667412809876,0,0,0,0,0,0,0,0,0,0,0,0,0.00571290042068933,0.281953569096327,0,0,0.0392092838526703,0,0,0,0,0,0.0430466404005559,0,0,0,0,0,0,0,0.148871252640978,0.223980879285798,0.0230999044275559,0,0,0,0.038127593855003,0,0,0.0277932070221889,0,0.0370410014345881,-0.0349231141667883,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.144449763707968,0,0,0,0,0,0,0,0,0.0336454810181001,0.118927327655287,0.0435292768990844,0,0,0,0,0,0,-0.195971256444591,0,0,0.470938533265572,0,0,0,0,0,0,0,0.091295436282518,0,0,0,0,-0.00285924383901912,0,0,0,0,0,0,0
