,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600188.SH,X002466.SZ,X600010.SH,X601600.SH,X600660.SH,X601898.SH,X000301.SZ,X002271.SZ,X600011.SH,X000708.SZ,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000408.SZ,X300037.SZ,X601991.SH,X000786.SZ,X600795.SH,X002080.SZ,X600219.SH,X600295.SH,X600803.SH,X000825.SZ,X002353.SZ,X000723.SZ,X601699.SH,X000959.SZ,X600157.SH,X600688.SH,X600352.SH,X600096.SH,X002326.SZ,X600141.SH,X000807.SZ,X000983.SZ,X000932.SZ,X000898.SZ,X000027.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0394770525315739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121885662108895,0,0.0451214919728577,0.0249966991582297,0.0629082681653341,0,0,0,0,0,0.032059147033299,0.0174430204963814,0,0,0,0,0,0.0873380029556127,0,0,-0.0189353094631517,0,0,0,0,0,0,0
X600028.SH,0.033889479566219,0,0,0,0,0,0,0,0,0.0131227507386037,0,0,0,0,0,0.0208895479287073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650563139016342,0,0.0504378003846771,0,0,0,0,0,0.080628577357884,0,0,0.00899422158448366,0,0,0.0332793834743346,0,0,0.0998767705915428,0,0,-0.00596681968922362,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0540688124258646,0,0,0.110246742031159,0,0,0,0,0.204672746397329,0,0,0,0,0,0,0,0,0,-0.00558964897491198,-0.0126622670875929,0,0,0,0,0,0.105989412486572,0,0,0,0.0273267924499423,0,0,0,0,0,0,-0.0189779511332663,0,0,0.147960423817798,0,0,0,0,0,-0.0112905219937475,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0166741594267634,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.225752811862943,0,0.0795484089627094,0,0.0340534152959459,0,0.00849497664793861,0,0,0,0,0,0,0,0,0,0,0,-0.00637826080075836,0,0,0,-0.0413741769368222,0,0,0,0,0,-0.00459894261324552,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.155751905466097,0,0,0,0,-0.0197015683495077,0.0401863419887683,0,0,0,0,0,0,0,0,0,0.0563511456609141,0,0,0.0757058119256177,-0.00992103404834044,0,0.241477461617841,0,0,0,0,0,0,0,0,0.0540936618281026,0.0612897413494635,0,0,0,0,0.0602902316366977,0,0,0,0,0,0,0,0,0.0187264560818296,0.0165824065459169,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.117679828440596,0,0,0,0.222638572719264,0,0.543878133999709,0,0,0,0,0,0.183919842490562,0,0,0,0,0,0,0,0,0.0093174127128651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416260527050914,0.111260494716986,0,-0.101674015249529,0,0,0,0,0,0,-0.0556810972057822,0,0,0,0.0277678526100896,0,0
X600019.SH,0,0,0,0,0.0147259268130839,0,0,0,0,0.0224452014638216,0,0,0,0,0,0,0,0,0.025139599000731,0,0,0,0,0,0,-0.0258176044346596,0,0,0,0,0.0281488477663607,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560513813228844,0,0.553327518593071,0,0,0,0,0,0,0,0,-0.0314759966801596,0,0
X000792.SZ,0,0,0,0,0,0.0701463543299727,0,0,0,0,0,0.0107445267683721,0,0,-0.074186659084369,0,0,0,0,0,0,0,0,0,0.241693956430008,0,0,0,0,0,0,0.0662516350322482,0,-0.1129452758389,0,-0.286368389076535,0,0,-0.027718272707494,0,0,0,0,0,0,0.121280931655895,0,0,0,0,0,0,0.0938908865564139,0,0,0,-0.132253148004584,0,0
X600111.SH,0,0,0,0,0,0.1436726031321,0,0,0,0,0.120938793445257,0.398796720902568,0,0,0,0,0,0,0,0,0,0,0,0,0.110581035001076,0.031648106849061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552643622310874,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0511177925633166,0,0,0,-0.00540497088717056,0,0
X600188.SH,0,0,0,-0.046265394212435,0,0,0,0,0,0,0,0.0928417653184401,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0262920900572466,-0.0830992733741865,0,-0.105104947370933,0,0,0,0,0.205790161493649,0.308738241893301,0,-0.0443469652444587,0.504537471064928,0.0893596914619703,0,0,0,0,0,0,0,0,0,0.0753540298099675,0,0,0,0,-0.0548092774576901,0,0,0,0,0,0
