,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X601158.SH,X600299.SH,X600188.SH,X600583.SH,X601992.SH,X600309.SH,X000027.SZ,X000630.SZ,X000539.SZ,X000709.SZ,X000898.SZ,X600021.SH,X000883.SZ,X600660.SH,X600352.SH,X002470.SZ,X600098.SH,X600623.SH,X601918.SH,X000792.SZ,X600489.SH,X600863.SH,X600307.SH,X600547.SH,X600022.SH,X300072.SZ,X600578.SH,X600808.SH,X600008.SH,X000629.SZ,X000060.SZ,X002004.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.69132359760176,0.00479290807411102,0,0,0,0,0,0,0,0,0,0,0,0.0365771976840557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204673604748989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323489060676778,0,0.0270594419594872,0.0230659662294484,0,0,0,0
X600028.SH,0.0421143118028038,0,0.0498223374936648,0,0,0,0,0.0278764633574141,0,0,0,0,0,0,0,0,0,0,0.0681888702128376,0,0.0603800709636849,0,0,0.104251699680247,0,0,0,0,0.0682898207295864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.434313181741245,0,0,0,0,0,0,0,0.146621487534809,0.194467016832389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00808422645788717,0,0,0,0,0,0,0
X600011.SH,0,0,0.0813288563016752,0,0,0,0,0,0,0,0,0.369854682161647,0.174040265833205,0,0,0,0,0,0,0.0441969876332001,0,0.123131490789578,0,0,0,0,0,0,0,0.0328117679325033,0,0,0.027769134330039,0,0,0,0.00670230313297572,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138774158896889,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.043946574312377,0,0,0,0,0,0,0,0,0,0,0,0.212412693398697,0,0.0633001433680945,0,0.136773259709487,0,0,0,0,0,0.157137135975031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153251521901832,0,0,-0.00717769573140639,0,0,0,0,0,0,0
X600019.SH,0,0,0.0293221224125283,0,0.0968095781094665,0,0,0.0725496988530289,0,0,0,0.134857473126981,0,0,0,0,0.140594510952194,0,0,0,0.0253031523088755,0,0,0.0468920001244073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666199782095602,0,0,-0.0221383922533067,0,0,0,0,0,0,0
X600585.SH,0,0,0.010607724269712,0,0,0.0150737366559582,0,0,0,0,0,0,0,0,0,0,0,0.0960382128723055,0,0.0699867026968056,0,0,0.270190745210736,0.0972680206487207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113381694435385,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.296947145019488,0,0,0,0,0,0,0,0.0107140401270014,-4.33680868994202e-19,0,0,0,0,0.0533322634498586,0,0,0,0,0.257782776227285,0,0,0,0,6.93889390390723e-18,0,0.130913485816262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449877441943823,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0275120502821686,0,0,0.0246097192164918,0,0.0174843635128977,0,0.189378575466371,0.190320899861398,0,0,0.00243200391710436,0,0,0,0,0,0.139222748464647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051558443394741,0,0,0,0,0,0,0,0.0798858036468067,0.0440084299098593,0,-0.00619670517829402,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.272154007676888,0,0,0,0,0,0,0.0907584431232054,0,0,0.140200355230872,0,0,0,0,0,0.00994778045460849,0,0,0,0,0.0380825317891806,0,0,0,0,0,0.0547986475699841,0,0,0,0,0.0926746135370374,0,0,0,0,0,0,0.151871274701268,0.0369564621523814,0,0,-0.00322240117919837,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125426551453919,0,0,0,0,0,0,0,0,0.442950781319551,0,0,0,0,0,0,0,0,0,0,0.0235362185645175,0.000326639680897694,0,0,0,0,0,0,0,0,0,0.0562958863519111,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.107164758575936,0,0,0,0,0,0,0.0738075934423338,0,0.244306291159986,0,0,0,0,0,0,0.00537363069803122,0.138742352673324,0.0662852656423751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191626762712845,0,0,0,0,0,0.0335175404292584,0,0,0,0,0,0,0,-0.00921257248468643,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.513671780366625,0,0,0,0,0,0,0,0,0,0.0241804185677954,0,0,0,0,0,0,0,0,0,0,0.174712658250678,0,0,0,0,0,0.113827075301349,0,0,0,0,0,0,0.0147892636780638,0,0,0,0,-0.0174879458878824,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,-0.00120393695466936,0,0,0.0121545452652003,0,0,0,0,0,0.451365504864947,0,0,-0.0654559089889946,0,-0.253258604463127,0.495612582846818,0,0,0,0,0,0,0,0,0,0,0,0.00912317562681236,0.0488561776307366,0,0,0,0,0,0,-0.49669552633366,-0.017481308453003,0,0,0,0,0,0,0.0179479262590739,-0.00822178290352765,0,-0.184975728675078,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.669894476207155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121997892184848,0,0,0,0,0,0,0,0,0.0502305842504556,0,0,0,0,0,0.00961746801306894,0,0,0,0,0.101930245817662,0,0,0,-0.00316608758698064,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0394917920999991,0,0,0,0,0,0,0,0,0,0,0,0,0.178004519692687,0,0,0,0,0,0,0,0.0100485307112485,0.246569455363863,0,0,0,0,0,0,0,0,0,0.0645421066834418,0,0,0,0,0,0.132604617574633,0,0.152242544276638,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.000978932519649117,0,0,0.0332057375534941,0,0.127941278306685,0,-1.73472347597681e-18,0,0,0,0.0946826096655678,0,0.0664412601555379,0.00174875507190272,0.018565328024005,0,0.00909984096095547,0,0.125320109599734,0,0,0,0,0,0,0,0,0,0,0,0,0.177518597738935,0,0,0,0,0,0,0,0,0,0,0.164165845628418,0,0,-0.00376226155446369,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.230014548782992,0,0,0,0,0.0251630074412001,0,0,0,0,0,0,0,0,0.234935669296408,0,0,0,0,0,0,0,0,0,0.0566204324590251,0,0,0,0,0,6.93889390390723e-18,0,0.013402654496946,0,0.200153478797268,0,0,0.0450565830089952,0,0,0,0.0163396138780106,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0574982325297431,0,0,0,0,0,0.106167369022896,0.118073891707046,0,0,0,0.0365030156179375,0,0.0378033632357331,0,0,0.208525500294406,0,0,0,0.0510005008014157,0,-0.015043293088081,0,0,0,0,0,0,0
