,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600027.SH,X600157.SH,X600188.SH,X600021.SH,X600583.SH,X000883.SZ,X601992.SH,X601158.SH,X600352.SH,X600309.SH,X000709.SZ,X000898.SZ,X000539.SZ,X002470.SZ,X600489.SH,X000792.SZ,X000027.SZ,X600547.SH,X000825.SZ,X000629.SZ,X000060.SZ,X600808.SH,X600660.SH,X002075.SZ,X002353.SZ,X600008.SH,X600549.SH,X000831.SZ,X600578.SH,X600863.SH,X002004.SZ,X000959.SZ,X000012.SZ,X000630.SZ,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0433271316785314,0,0,0.00232878192060541,0,0,0,0,0,0.0987143350320275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564893546689684,0,0,0,0,0,0,0,0,0,0.0010088045209409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0.00919701513593899,0,0,0,0,0,0
X600028.SH,0.58647999440122,0,0,-8.67361737988404e-19,0,0.0373355284353775,0,0,0.110772898647196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00897182428114388,-0.00317845004962183,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.151419239804251,0.237165991678869,0,0,0,0,0,0,0,0,0.0331401507381447,0,0.0782381395731557,0,0.0404541766761621,0,0,0,0,0.131536388873548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000829699446808721,0.00338229448841432,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0233466599858663,0,0,0,0.126110021078207,0,0.0273284051777861,0,0,0.0316463110230039,0,0.0981092507977551,0,0,0.101210901430777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157685993846472,0,0,0,0,0,0,0,0,0,0.191294560048575,0,0,0,0,0,0,0,-0.0113053401220675,0.0012918982922657,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00961672303945018,0,0.283192211817838,0,0,0,0,0.0840004710592814,0,0,0,0,0.045503941524999,0,0,0,0,0,0,0.178387676702574,0.169995458000052,0,0,0,0,0,0,0,0,0,0.0486721542334894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0976223664343327,0,0,0.0508442814061911,0.202074927768119,0,0,0,0,0.391762653692608,0,0,0.0032237636700776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125404905205895,0,0,0,0,0,0,0,0.0209010406630726,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.207255812635681,0,0,0.0876351948370809,0,0,0,0,0,0,0.0982714297494253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025113159661845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274863008336495,0.0340668170675768,0,0,0,0,0,0
X600585.SH,0,0,0.324346956125453,0,0,0,0,0,0,0,0,0,0,0.0891964802332244,0,0,0,0,0,0.0418999467201674,0,0.119948832841508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285175443008883,0,0,0.0377319492569397,0,0,0,0,0,0,0.0119505636985718,0,0,0,0,0,0.000136385166843571,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.17478610412264,0,0.0184913012123335,0,0,0,0.13741461286918,0.0214452203910508,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0879137534633073,0,0,0,0,0.024301397545513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0354789828732175,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0219386859135933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710896705809263,0,0,0,0,0,0,0,0,0.152771264746188,0,0,0.0609351540628177,-0.0545178988077229,0,0,0,0,0.24164334821679,0,0,0,0.0185855885920758,0,0,0,-0.00494369640767426,0.0389891565661262,0,0,0,0,0,0
X601991.SH,0,0,0,0.387901886170893,0,0,0,0,0.294019201091007,0,0,0,0,0,0,0,0,0,0.0991459545897659,0.102455535541672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768160677725329,0,0,0.0871972410948957,0,0,0,0,0,0,0,-0.0032155213050296,0,0,0,0,0,0,0
X600688.SH,0,0.0533689833755138,0,0,0.0528358111673039,0,0,0,0.120743488090201,0,0,0,0,0,0,0,0.0783715706670963,0,-0.0972924561699124,0,0,0,0.334515685120099,0,0,0,0,0,0,0,0,0,0.0869368455424506,0,0,0,0,0,0,0,0.0153469241201768,0,0,0,0,0.049771903804441,0,0,0,0,0,-0.0353586480964693,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.11363667280725,0,0,0,0,0,0,0,0.127526974460576,0,0.0194987389542788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104967602229744,0,0,0,0,0,0,0.171732205513559,0,0,0,0,0,0,0,0,-0.0171864797153087,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.167360384820848,0.0578344203017109,0,0.42206159501763,0,0,0,0,0.16171832067201,0,0,0,0.0237355775971234,0,0.0111498340963196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133618954256878,0,0,0,0,0,0,0,-0.0044558007992356,0.00570953659302493,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.10238442533919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560728989814361,0,0,0.0368345908498601,0,0,0,0,0,0,0.0890641118488787,0.0868348656208939,0.167574587000511,0.00888444156405351,0,0,0,0.031195516374136,0,0,0,0,0,0,0,0,0,0,0,0.00434194929485861,0,0,0,0,0,0
X600027.SH,0,0,0,0.0683644960503487,0,0.0561286515530846,0,0,0,0,0,0,0,0.0815725664806166,0,0,0,0,0.0364515465825512,0,0,0,0,0,0,0.0469941835137054,0,0,0,0,0,0.108892252079661,0,0,0,0,0,0,0,0,0,0,0,0.123431834971419,0.319537857440902,0,0,0,0,0,0,0,0.00179977739635814,0,0,0,0,0,0
X600157.SH,0,0,0,0,0.0229620402899428,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0695399290736012,0,0,0,0.159613427022685,0,-0.0635027699088773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663658290944396,0,0.262406554869212,0,0,0,0,0,0,0.00293633623154273,0.043388187708374,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0194147828266769,0,0.0359459998162642,0,0,0,0.0934780051052327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208555876273594,0,0,0.251966990772011,0.110837643776326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535989240525787,-0.00123695267704353,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0.171992872913665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219969692588227,0,0,0,0,0,0,0.0091782732791307,0,0.0253605879766588,0,0,0,0.386557542697821,0,0,0.0944879862951538,0.14087404334675,0,0,0,0,0,0,0,0.0107520896153838,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0.0889890807198797,0,0,0,0.104839907633434,0,0,0,0,0,0.110278086345465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379482451801437,0,0,0,0.0873522249966777,0.239730188370313,0,0,0,0,0.14835634431346,0,0,0,0,0,0,-0.00493475925269905,0.0117864435087013,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.0894757790775667,0,0.0944891116412813,0,0,0,0,0,0,0.00708791485072298,0,0,0,0,0,0.191557474434208,0,0.0753355721691152,0.0844772256242475,0,0,0,0,0,0,0.0580986170668302,0.0619114826352156,0,0,0,0.0178164364863583,0,0,0,0,0,0,0,0,0,0,0,0,-0.00839258052178781,0,0,0,0,0,0,0
X601158.SH,0.0509987851922965,0,0,0,0,0,0,0,0,0,0.0693106038937637,0,0,0,0,0,0,0,0,0,0,0.0478873771107877,0,0,0,0,0.0474120087225259,0,0.0419269551381226,0,0,0,0,0,0,0.0919487798863565,0,0.0624524649335216,0.0958707621548331,0,0.379303964617256,0,0,0,0,0,0,0,0,0,0,0.00656128745299031,0.00154918374936114,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.0541792802438061,0,0,0,0,0,0,0,0,0,0.2604816808406,0,0,0,0,0,8.67361737988404e-19,0.0572729429524488,0.178983405880188,0,0,0,0,0,0.128101192459242,0,0,0,0.115542226536145,0,0,0,0,0,0,0,0,0,0,0,-0.000895311048439958,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759902974663748,0,0,0,0,0,0,0.0403939067532641,0,0,0.0794681033439626,0,0,0,0.0433350246157905,0,0,0,0.0791228562338088,0,0,0,0.0345131718682985,0,0.161910192091833,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.157177185867249,0,0,0,0,0,0,0,0,0,0,0,0.0164209715519212,0,0,0.0848585895437085,0,0,0,0,0,0,0.108115701375654,0,0,0,0,0,0,0,0.30597716420582,0,0.157437687902611,0,0.069815638734564,0,0,0,0,0.0677472715156097,0,0,0,0,0,0,0,0,0.0236615893795182,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.196316706231657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265679478525078,0,0,0,0,0,0,0,0.224590271582688,0,0,0.099671385427022,0,0.00539975211537065,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144680405222944,0.00709415636525271,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.0252730680804061,0,0,0,0,0,0.327923846825449,0,0,0.0225008780509961,0,0,0,0,0.0537124012848819,0,0,0.0940443304931057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043269313621029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136617819374938,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688036505995893,0,0,0,0,0.108789418861436,0,0.134888420590965,0,0,0.072814723099842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619662050475514,0,0,0,0,0,0,0.255014863248322,0,0,0,0,0,-0.00753086855655171,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897292208641862,0,0,0,0,0.0133343014916282,0,0,0,0,0.0244537192616761,0,0,0,0.518613091786625,0,0,0.108944350841617,0,0,0,0,0,0,0,0.0584731754075167,0,0,0,0,0,0,0,-0.00197829862616942,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077682996665446,0,0.00340489525561797,0,-2.16840434497101e-19,0,0.0838940351619391,0,0,0,0,0,0,0,0,0.0777835570644592,0.0209929579264251,0.160226485793108,0.139353115006687,0.0148524824328872,0.107775189093328,0.0895079190863493,0,0,0,0,0.0584123945291849,0,0,0,0,0,0,0,0,-0.00708227186994358,0,0,0,0,0,0
