,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X002460.SZ,X600801.SH,X600188.SH,X002466.SZ,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X002271.SZ,X600111.SH,X600176.SH,X601992.SH,X002353.SZ,X000723.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X600299.SH,X000898.SZ,X600489.SH,X600612.SH,X600219.SH,X601158.SH,X000709.SZ,X000883.SZ,X000792.SZ,X000553.SZ,X000630.SZ,X000027.SZ,X000629.SZ,X002080.SZ,X000825.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00141725254741782,0.0876585315146086,0,0,0,0,0,0,0.00248846374532838,0,0.0174621249551514,0,0,0,0,0.226159812255243,0,0,0.0225427056984007,0,0,8.67361737988404e-19,0,0,0,0.0492249486124575,0,0,0.183254067178848,0,0,0,0,0,0,0,0,0,0,0.0185540230679397,0,0,0,-0.00870435433558038,0.00725054604977578,0,0,0,-0.00150993945371203,0,0
X600028.SH,0.0732124338790532,0,0,0,0,0,0,0,0.0101619715553051,0,0.0233146363646288,0,0,0,0,0,0.00607528948302158,0,0.0323727019338368,0,0,0,0,0.213637059042998,0,0,0,0,0,0,0,0,0,0,0,0,0.062196841476445,0,0,0,0,0,0,0,0,0,0,0,0,0.0218446681506028,0,-0.00641526094884909,0.00488056530108306,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0897482348854783,0,0,0,0,0,0,0,0.274169584462496,0,0,0,0,0,0,0,0,0,0,0,0.106604904007501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145522943023209,0,0,0,0,0,0,0,-0.00955104798702185,0.021621742620381,0,0,0,0.0176970582972295,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0242669092430415,0,0,0,0,0,0,-0.0211348570272994,0.362944288802255,0.0396288650407692,0,0,0,0,0,0,0,0,0.0112524718813669,0,0,0,0,0,0,0,0.00603873874448099,0,0,0,0,0,0,0,0,0,0,0,0,0.0478574694947934,0,0,0,0.0177215198846793,-0.00732425584111598,0,0,0,0.0402259791098426,0,0
X600309.SH,0,0,0,0.0108456678581934,0,0,0,0,-0.025212490288298,0,0,0,0,0,0,0,0.304871672847807,0.0874995122786674,-0.018502231580682,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.280644173906707,0,0,0,0.138323388294948,0,0,0.135067074155602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147987407094835,-0.0179061166001704,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0485425327172578,0,0,0.109192315686331,0,0,0,0,0.0636710939267205,0.0427110149979943,0,0,0,0,0,0,0,0,0,0,0.0348071062858454,6.93889390390723e-18,0,0,0,0.0500510342517639,0,0.0348864593463252,0,0,0,0,0.0114784720039491,0,0,0,0,0,0,0,0,0,0,0.0104688214763061,0.00271577594477134,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0672723186348596,0,0,0,0,0,0,-0.0965560456276347,-0.0208645680804791,-0.180646262689931,0,0.0155633026343734,0,0,0,0,0,0,0,-0.0797545219423515,0,0,0,0,0,0,0.938227714176504,0.00593743872764883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442059905257753,0.0483374535042662,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0740439214391421,0,0,0,0,0,0,0,0.00823053774989138,0,-0.0604345831078287,0,0,0,0,0,0,0,0.0139394682882286,0.0636345600627411,0,0.0574779868357459,0.372516815304294,0.0157545907140473,0,0.0689383417763356,0,0,-0.109697816904121,0,0,0,0,0,0,0.0797479343910223,0,0,0,0,0,0,0,0.0061745201892773,-0.00520415851172205,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.361211339575684,0,0,0,-0.0406946138282247,0.238104134707433,0,0,0,0,0,0,0,0,0,0,0.0706983107777907,0,0.1453734493566,0,0,0,0,0.274406106710779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111082489892591,0,0,0,0,0,0
X601898.SH,0.131150895304031,0,0,0,0,0,0.0155866196704741,0,0.0927448189499002,0,0,0,0,0,0,0.0304510885665345,0,0.516258140610256,0,0,0,0,0,0,0,0,0.085820724075884,0,0.0196469998164563,0.0857544952086469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048700457801483,0,0,0,-0.00801823467657654,0,0,0,-0.0229965538344069,0.0189490645382913,0,0,0,-0.0370147308257226,0,0
