,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600188.SH,X600011.SH,X600547.SH,X601898.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X002271.SZ,X600426.SH,X000877.SZ,X600362.SH,X600795.SH,X600176.SH,X000807.SZ,X600489.SH,X600803.SH,X000786.SZ,X000983.SZ,X601699.SH,X600027.SH,X601991.SH,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X002080.SZ,X600219.SH,X300037.SZ,X000408.SZ,X000629.SZ,X000539.SZ,X600612.SH,X600688.SH,X600157.SH,X002409.SZ,X600096.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.715397389138171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126458199030005,0,0,0,0,0,0,0.120303416430622,0,0,0,0,0,0,0.0775760226749445,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252042229051244,0,0.0967263000700184,0,0,-0.0173463392898592,0,0,0,0,0,0
X600028.SH,0.5564986043378,0,0,0,0,0.125132768230015,0,0,0,0.152093766589648,0,0,0,0,0,0,0,0,0,-0.0505761728289319,0,0,0,0,0,0,0,0,0,0,0,0.103209456589911,0,0,-0.0189486937000911,0,0,0,0,0,0,0,0.00842632510217061,-0.017572696953148,0,0,0,0,-0.224034881043161,0,8.67361737988404e-19,0,0.0268836028933609,0,0,0,0,0,0
X601088.SH,0.113739503080645,0,0,0,0,0,0.217593165951796,0,0,0,0.00935274558030689,0,0,0,0,0,0,0.0159310176822008,0,0.0148702597763297,0,0,0,0,0,0,0,0,0,0,0.024706822848748,0,0,0,0,0,0,0,0,0,0,0,0.0686328751942329,0,0,0,0,0,0,0,0,0,0.00613836577847518,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115726878463348,0,0,0,0,0.0767259306415965,0,0.126453143233734,0,0.0473844019672699,0,0,0,0,0,0,0,0,0,0.00839466168466165,0,0,0.0294800817993518,0,0.0301346160188332,0,0,0,0,-0.0122087214331999,0.00474384463344287,0,0,0,0.0427200619604258,0,0,0,-0.00486349372816508,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0302437723483856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204536824727909,0.0261800078448631,0.125560155549518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634440300454712,0,0,0,-0.102494502641071,0.0855117840806539,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.058496675533805,0,0,0,0,0,0.0234980949937844,0,0,0,0,0,0,0,0,0,0.0968294689830122,0,0.0657755003440366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137936819422913,0,0,0.0338112231354724,0,0,0,-0.104610352944501,0,0,0,0,0,0,-0.0056357412622246,0,0,0,0,0,0,0
X600188.SH,0.0315533097450031,0,0.621639182269486,0,0,0,0,0,0,0,0.0706567595058722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658149060706152,0,0,0.056159401423332,0.152482816849798,0,0,-0.0141051566595037,0,0,0,0,0,0,0,0,0,-0.181451488326693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,-0.00700356232360789,0,0,0,0,0,0,0,0,0,0,0,0,0.347675483940852,0,0,0,0,-0.1925052066873,0,0,0,0,0,0,0,0,0,-0.175365272175536,0,0.570894689602081,0,0,0,0,0,0,0,0,0,0,0.0482847194232557,0,0,0,0,0,0,0,0,0.0529991173853966,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0241925127569906,0,0,0,0,0,0,0,0,0,0,0,0,-0.152840836801529,0,0,0,0.0490417049098122,0,0,0,0,0.731200976261891,0,0,0,0.110103063758545,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0137824587146906,0,-0.124665188875803,0.0403593460899664,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.184409196054975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249171224053839,0,0.0432525533431388,0,0,0,0,0,0.0736142104784312,0,0.12438521661329,0.215396100977244,0,0,-0.0408840296842092,0,0,0.00527802687880951,0.0710582036888543,0.0322195998985341,0,0,0,0,0,0,0,0.0127087759716291,0,0.0741806523608566,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0667765074214987,0,0,0,0,0,0,0,0,0,0,0,0,0.111602175805879,0,0,0,0,0,0,0,0,0.454112704653546,0,0,0.0615958701570888,0,0,0,0,-0.0127785792120051,0,0,0.0831029944344866,0,0,0,0,0,0,0,0,0,0,0,0.0251984274462484,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0216278926117759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267051685309582,0,0,0,0.106338202925121,0,0,0,0,-0.00705141486555039,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0598811467204759,5.42101086242752e-20,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322049360852017,0.0743059755287397,0,0.0958693921778418,0.0028449763545543,0.0782508229588757,0.0420495597984714,0,0,0,0,0,0,0,0,0,0,0,0.0425797254391594,0.0408293596585972,0,0,0,0,0,0.0338371781022606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.107090619168718,0,0,0,0.851420943243705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110778452425816,0,0.0183179673944181,0,0,0,0,0,0.0307313075822588,0,0,0,0,0,0,0,0,-0.015825200560305,0,-0.0201805657940776,0,0,0,0,0,0,0
