,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600547.SH,X600886.SH,X601600.SH,X002466.SZ,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X000301.SZ,X600362.SH,X000983.SZ,X600027.SH,X600803.SH,X000877.SZ,X600426.SH,X601991.SH,X000786.SZ,X600489.SH,X002271.SZ,X600985.SH,X000408.SZ,X600160.SH,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X000932.SZ,X600612.SH,X600348.SH,X300037.SZ,X600219.SH,X601168.SH,X002128.SZ,X600157.SH,X600688.SH,X000629.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.469020574038994,0.369668186215509,0.00145514427363257,0,0,0,-0.0982304066034075,0,0,0,0,0,-0.0914658594931436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162307131382299,0,0,0,0,0,0,0,0,0,0,0,0,-0.00168128958916907,0,-0.187611906490488,0,0,0.138430586022207,0,0
X601088.SH,0.0127337485183221,0,0.112359994003411,0,0.178886503771915,0,0,0,0,0,0,0,0,-0.0673346678289516,-0.0498465994131464,0,0,0,0.0115037875583083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107446128636103,0,0,0,0,0.0740254814093868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139805196341836,0.00695546607422328,0,0,0,0.097690549184382,0,0
X600028.SH,0.438746850585551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524675112972855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133218936470148,0,0,0,0,0,0,0,0,0,0,0,-0.0148537734789822,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.288459316265273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157990546715233,0,0.0756876533958602,0,0,0,0,0.159520115414875,0,0,0,0,0,0,0,0.106747562954036,0,0,0,0,0,0,0,0,0,-0.00572952107061112,0,0,0,-0.0429374858499025,0,0
X600188.SH,0,0,0,0,0,0.143034824646152,0,0.0703204688015486,0,0,0,0,0,0,0,0,0,0,0.301367615071398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967253504087101,0,0,0,0,0.0137284498624691,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180979157856738,0.00554865481287578,0,0,0,0,0,0
X601898.SH,0.0215002937401493,0.0103514514361524,0,0,0.405034399907578,0,0,0.0257172524471629,0,0,0,0.092318695865301,0,0,0,0,0,0,0,0,0,0,0,0.100797164915546,0,0,0,0,0,0.0862331310949351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151842052103702,-0.012973717325738,0,0,0,0.0360787292670401,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0683763612498613,0,-0.0052550319927473,0,0,0,0,0,0,0,0,0,0,0.447936227492305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114837840586408,0,0,-0.00576418547725057,0.00521895355017073,0,0,0,0.0041913576904107,0,0
X600019.SH,0,0,0,0,0,0.117917356224526,0,0,0,0,0,0,0,0,0,0,0,0,0.0806118981804715,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435385543181005,0,0.205998030098998,0,0,0,0,0,0.212847598189563,0,0,0,0,0,0,0,0.0714532702478685,0,0,0,-0.0255534991553106,0.0156944961411549,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606270787241332,0,0,0,0,0,0,0,0,0.0567216508937291,0,0,0.272462598276222,0.041242040717879,0,0,-0.0129269211685291,0.0663031512841058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215491214187896,0.0296891437953145,0,0,0,0,0,0
X600660.SH,0,0,0.121654765070275,0,0,0,0,0.0788375682528601,0,0,0,0,0,0,-0.0268290510581105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167545906859434,0,0.110762080411367,0,0,0,0,0,0.0106318802055643,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.0957365234108415,0,0
