,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600688.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X600027.SH,X601992.SH,X600489.SH,X002271.SZ,X000786.SZ,X000898.SZ,X600176.SH,X600516.SH,X600426.SH,X600299.SH,X002460.SZ,X600612.SH,X000709.SZ,X601158.SH,X000883.SZ,X002466.SZ,X000629.SZ,X600219.SH,X000027.SZ,X000630.SZ,X002353.SZ,X600315.SH,X600583.SH,X000553.SZ,X601699.SH,X600985.SH,X000825.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208174238276524,0,0.0165340595892235,0,0,0,0,0,0,0,0,0.0897629053397432,0,0.0443430392432116,0,0,0,0,0,0,0.0736775286694245,0,0.00528647080408735,0,0,0,0.109622132240462,0,0,0,0,0,0,-0.00282285085378836,0.0018705462068277,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0749414475120301,0,0,0,0,0,0,0,0,0,0,0,0.0633012617057385,0,0.0266528436065794,-0.0219782396292436,0,0,0,0,0,0,0,0,0,0.018992543391704,0,0.0506861157871774,0,0,0,0,0,0,0,0,0,0,0.0108842305740809,0,0,0,0,0,0,0,0,-0.0231275243606953,0.0223798088613754,0,0,0,0,0,0
X601088.SH,0,0,0,0.269096913806336,0,0,0,0,0,0,0,0,0,0,0,0,0.0711520742017414,0,0.114632178447484,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0751705289904156,0,0,0,0,0,0,0,0,0,0,-0.0473665308516859,0,0,0,0,0,0,0,0,0,0.00437301730173686,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793828027909923,0,4.33680868994202e-19,0.360387423383763,0,0,0,0.283285293390078,0,0,0,0,0.0067174094828132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452102412896895,0.00310227991215691,0,0,0,0.00168719761420321,0,0
X600309.SH,0,0,0,0,0,0,-0.0431652848865351,0,0.108388182005268,0,0,0,0,0,0,0,0,0,0,0,0.0524806585058644,0,0,0,0,0,0.0148026076178246,0,0,0.169875834434694,0,0,0.091987924012934,0,0,0,0,0,0,0,0,0.166277008808024,0,-0.0356625559440871,0,0.223782759407932,0,0,0,0,0,-0.0128761258302703,0.0373969556890326,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00543730724515918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786700484315705,0,0.0412373105521856,0,0,0,0,0,0,0,0,0.0393428675931972,0,0,0.0726726041682571,0,0,0,0,0,0,0,0,0,0,0,0,0.122735125026,0,0,0,0,0,0,0.00329116189031366,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738355237256889,0,0,0,0,0,0.741814589275383,0,0,0,0,0,0,0,-0.0426626778961699,0,0,0,0,0,0,0,0,0,0,-0.140009975409156,0,0,0,0,0,-0.028814811896995,0,-0.0248127221054023,8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0101815410046481,0,0,0,0,0,0,0,0,0,0,0,-0.0840205292026569,0,-0.0772959947877647,0,0.437280308573746,0,0,0,0,0,0,0,0,0,0,-0.0255438238996943,0,0,0.116131027371543,0,0.0938233770601206,0,0,0,0,0.0540939648832708,0,0,0,0,0,0,0,-0.0158327930425446,0,0,0,0,0.0959914187043481,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571667679231506,0.0645058640371867,0,0,0.0263544066083181,0,0,0,0,0,0.0377731175158795,0,0,0.00342010837147502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218040457669419,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117284046707661,0,0,0,0,0,0.00767006047881795,0,0,-0.0155498628598213,0,0,0,0.0233328293206496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804302544027639,0,-0.00377120866202838,-0.0117362515451344,0,0,0,0,0,0
