,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601158.SH,X000027.SZ,X601992.SH,X600583.SH,X000539.SZ,X600309.SH,X000792.SZ,X600623.SH,X002466.SZ,X000630.SZ,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X600660.SH,X600021.SH,X002470.SZ,X600098.SH,X600160.SH,X600863.SH,X601918.SH,X600489.SH,X600808.SH,X600307.SH,X600578.SH,X600547.SH,X000060.SZ,X000629.SZ,X600315.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.484732971876701,0,0,0,0,0,0.128325412087044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299950576982672,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224936776109049,0,0,0.0641510815288455,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.200217227129,0,0.0328544109855935,0,0,0,0,0,0,0,0.0433840256307952,0,0,0,0,0.052490419931454,0,0,0,0,0.0773225676883147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332927150451293,0.0340499064872611,0,0,0,-0.00592411050613368,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0820388693400697,0.0730724766221667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295645603454337,0.0937561061730646,0,0,0,0,0.15371942390274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277300279480862,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0643615727963105,0,0,0,0,0,0,0.417646085339141,0.139964000749793,0,0,0,0,0,0,0,0,0.0181718853940495,0,0,0,0.00339286525200539,0,0,0,0,0,0.112640181557739,0,0,0,0.0455288064440353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150690825326868,0.0102903044970389,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674052283153655,0.0987673965136659,0,0.0745594525387895,0,0.0840278530414575,0,0,0,0,0,0,0.0395129920779084,0,0,0,0.102981447164048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272443470611713,0,0,0,0,-0.0170898633418826,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.000852862689269885,0,0,0,0,0,0.0677849350937365,0,0,0,0.168266754617571,0,0.0567856164759582,0,0,0,0,0.0200033623091036,0,0,0,0,0,0.0343270795841179,0,0,0,0.176712319310101,0,0,0,0,0,0,0,0,0,0,0.0135856387529628,0,0,0.00398390310765237,0,0,0,0,-0.0223078363833253,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0304917588951231,0,0,0,0,0,0.00212500661585586,0,0,0,0,0,0,0,0,0.0277948365880147,0,0,0.11664724558032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330786843573114,0,0,0,0,0,0.132057872593867,0,0,0,0,-0.0417993869459393,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0696823223830671,0,0,0,0,0.157166004155309,0,0,0,0,0.0940322680613527,0.0539903246499405,0,0,0,0,0,0,0.0189667835050411,0,0,0,0,0,0,0.239195844013732,0,0,0,0,0.191874474585667,0,0,0,0,0,0,0,0,0,0,-0.0357602191191103,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491693596412941,0,0,0.339265152069574,0,0,0.0164740810652539,0.0295465557507966,0,0,0,0.10182307433884,0,0,0,0,0,0,0,0.0069163926619222,0,0,0,0,0,0,0,0,0,0,-0.028179151396839,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.098765355563855,0,0,0,0,0,0,0.200663532986281,0,0,0.029792643396391,0,0.0503079144032195,0,0,0,0,0,0,0.00949868599183684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171093642460948,0,0.120329380932305,0,0,0,0.153294203997488,0,0,0,-0.0236270487549429,0,0,0,0,0,0,0
