,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600111.SH,X600547.SH,X000708.SZ,X600010.SH,X002271.SZ,X000301.SZ,X600886.SH,X000877.SZ,X600795.SH,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X000629.SZ,X000786.SZ,X600160.SH,X000723.SZ,X600219.SH,X002080.SZ,X600489.SH,X600348.SH,X600995.SH,X600096.SH,X600378.SH,X000933.SZ,X000807.SZ,X600157.SH,X600688.SH,X600985.SH,X600141.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.483567490383164,0,0,0,0,0,0,0.165901062762254,0,0,0,0.0180138997902137,0,0,0,0.0161060444034006,0,0,0,0,0,0,0,-0.0324093757860922,0,0,0,0.0158231222998115,0.0112166095497673,0,0.0627227836065637,0.060818192100347,0,0,0,0,0,0,0,0,0,0.0800594014431383,0,0,0,0,0,0,0,-0.00351953373828799,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.457612497525655,0,0,0,0,0.103425717891799,0,0.0425429351083882,0,0,0.0558326562856763,0,0,0,-0.042508513926074,0,0,0,0,0,0,0,0.0862122281537548,0.00590909769123108,0,0,0.0157210934425219,0,0,0,0.0197178332864747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00879538310968919,0,0,0,0,0,0
X600028.SH,0.561393956094971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504773963301115,0,0,0,0.0738711187733692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.040307838203736,0,-0.068091742175816,0,0,0.0478623342195944,0,0,0,0,0,0,0,0.151190367467406,0,0,0,0,0.114827867984316,0,0,0,0.0562348714561682,0.0498899666784818,0,0,0,0,0.241253334623111,0,0,0,0,0,-0.16140120611455,0,0,0,0,0,0,0,0,0,0,0,0.00564516407723527,0,0,0,0,0,0,0
X600188.SH,0,0.493003132786954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.00636806022186316,0.148602179663155,0,0,0,0,0,0,0,0,0.0578140997020734,0,0,0,0.207838312309136,0,0,0,0,0,0,0,0.00686914250313149,0.0441530973147875,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.495338198664115,0.146478886127525,0,0,0,0,0,0,0,0,0,0,0,0.000643999793700337,0,0,0,0,0,0,-0.114747117440884,0,0,0,0,0.0323662672254927,0,0,0,0,0.063047506458789,0,0,0,0,0.0495107441199034,0,0.111001243140894,0,0,0,0,0,0,0.000810645057213128,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0108496359069538,0,0,0.105329799862022,0,0,0,0.129882052620706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228465990099981,0,0.0818488627751758,0,0.494742193933135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177870836152775,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.567985735149318,0,0,0,0,0,0,0,0,0,0.114688538578489,0,0,0,0,0.0527716466367857,0.0640149402673681,0,0,0,0,0,0,0.0252415347505153,0,0,0.338960318447458,0,0,0,0,0,0,0,0,-0.0261268128321121,0,0,0,0,0,0,0,0,0,0,-0.021909042524073,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.188030606846914,0,0,0,0,0,0,0,0.216184934064767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204456582959723,0.0840089532843049,0.0183006745722379,0,0,0,0,0,0,0,0.0127267334849065,0,0,0,0,0,0,0.155654629556341,0,0.00790851345359509,-0.00224834598172297,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.114054337225895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140853438201399,0.0825752338850401,0,0.330851769083336,0,0,0,0,0,0,0,0,0,0,0,0,0.0695598474603271,0,0,0,0,0,0,0,-0.0289771682073657,0,0,0,0,0,0,0
