,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X601991.SH,X600111.SH,X600157.SH,X600489.SH,X600027.SH,X002466.SZ,X600886.SH,X601992.SH,X600623.SH,X000792.SZ,X600299.SH,X600309.SH,X600660.SH,X300072.SZ,X600583.SH,X600549.SH,X000723.SZ,X601158.SH,X000709.SZ,X600352.SH,X000883.SZ,X002075.SZ,X000898.SZ,X000983.SZ,X002460.SZ,X600176.SH,X002470.SZ,X000539.SZ,X000027.SZ,X000630.SZ,X000060.SZ,X002407.SZ,X600612.SH,X000012.SZ,X600021.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0215970231250061,0,0,0,0,0.0367607805284446,0,0.00119900112108709,0,0,0.0186413600073565,0,0.0580119456421126,0,0,0,0,0,0,0,0,0,0.0281166365862578,0,0,0.0847280334683352,0,0,0,0,0,0,0,0,0,0,0,0.0592444041693527,0,0,0,0,0,0,0,0,0,0,-0.00766720628321054,0.0411929638354608,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.19450465137995,-0.0153279747403361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148640689655048,0,0,0,0,0,0,0,0.0371750455978523,0,0,0,0,0,0,0,-0.00608586619022024,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341089331710036,-0.00323331680168246,0,0,0,0,0.0501767520138573,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.126874681598528,0,0.0106000802808092,0,0.0688214827119725,0,0,0,0,0,0,0,0,0,0,0,0.0770071486837517,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.20978860541733,0,0,0.119204856974073,0,0,0,0,0,0,0,0,0,0,0.00308360761740671,0,0,0.0133133473847561,0.0336121465184222,0,0,0,0,0,0,-0.0121893463190819,0,0,0,0,0,0,0,0,0,0.0296906794236571,0,0.106602978583484,0,0,0,0,0,0,0,0,-0.0119753865153124,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00635832781352737,0.02357498730813,0,0,0,0,0.341183427124278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997588797074219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479356136848516,0,0,0,0,0,0,-0.00869337732330488,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0979896455507977,0,0,0,0,0.0781258621885443,0.0654982305257645,0,0,0,0,0,0,0.0152474931633183,0,0,0.103459107993396,0,0,0.068019158014693,0,0,0.103717552777506,0,0,0,0,0,0.00936228602169111,0,0,0,0,0,0,0,0,0.0126123388151687,0,0,0,-0.0495492827011358,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.147986409736074,0,0,0,0,-0.00355414307347013,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.113774735920965,0,0,0,0,0.0780856158875616,0.0473272118796258,0,0,0.00924833287931138,0,0.0412359537689172,0.00857935753142593,0,0,0,0,0,0,0,0,-0.0494477735000787,0,0,0,0,0,0,0.084690952930625,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0286441688633254,0,0.012865610943567,0,0,0,0,0,0,0,0,0.005591025560018,0,0,0,0.0640327170038471,0,0,0,0,0,0.0800213173525685,0,0,0,0,0,0,0,0.186204092472927,0,0,0,0,0,0,0,0,0,0.104344312021017,0,0.0531763033973253,0,-0.0406428427503517,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994161220011771,0,0,0.0378514605578247,0.062163255023927,0.258832698515637,0,0,0.150513572005955,0.0281118467104728,0.0193469208879859,0,0,0,0.031135585027767,0,0.166817124709978,0,0,0,0,0.096578703577997,0,0,0,0,0,0,0,0.0600385310961297,0.0663467315987254,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495070457330302,0,0.0414796442695343,0,0,0.0896469333851789,0,0,0,0,0,0,0.110312088623917,0,0,0,0.0733747154381264,0,0,0,0,0,-0.0475226807536907,0,0,0,0,0,0,0,0,0,0,0,0.0275323087819027,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.01711871616765,0,0,0,0,0,0,0,-0.0982645285741913,0,0.0324440409746938,0,0,0,0,0,0,0.0901835848377718,0,0.122323154745802,0,0,0,0,-1.73472347597681e-18,-0.0277666958930106,0,0,0,0,0.114878057652729,0,0.537709863178526,0,0,0,0,0,0,0.110458606913637,0.000867911471682001,0,0,0,0.0305437586863462,0,0.0103584193180289,0,0,0,0,0,0,0
