,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600111.SH,X600362.SH,X601991.SH,X600157.SH,X600489.SH,X600027.SH,X600886.SH,X601992.SH,X002466.SZ,X600623.SH,X000792.SZ,X600299.SH,X600309.SH,X600660.SH,X300072.SZ,X002075.SZ,X600549.SH,X600583.SH,X601158.SH,X000723.SZ,X000709.SZ,X000883.SZ,X600352.SH,X000983.SZ,X000898.SZ,X600176.SH,X000060.SZ,X000539.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X000027.SZ,X002470.SZ,X600612.SH,X000012.SZ,X601699.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0422125766052132,0,0,0,0,0.0158485053022151,0,0.00535592007278396,0,0,0.0648140200509188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115320831158881,0,0,0,0.019573405292363,0,0,0,0,0.0107017279422083,0,-0.00929814591141423,0,0,0,0.0343121273797138,0,0,0,0,0,-0.00629487684771507,0.0367519361097314,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.16379714164156,-0.0255271496682652,0,0,0,0,0,0,0,0,0,0,0,0,0.0169193815389212,0,0,0.0241262175805481,0,0,0,0.0254064766771193,0,0,0,0,0,0,0.0562291653301833,0,0,0,0,0,0,-0.00868710196772373,0,0,0,0,0,0,0,0,0.017673671225902,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0262918719094662,0,-0.0145368553962727,0,0,0,0,0,0,0.0477753360289774,0,0,0,0,0,0.0256523434792895,0,0,0,0,0,0,0.0126585538775147,0,0,0,0,0,0.127918183440328,0.0711968050547453,0,0,0,0,0,0,0,0,0,0,0,0.035120708886054,0.0357065858595914,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.226652376429914,0,0,0.0462171754231889,-0.0517963154317985,0.0581220170871537,0,0,0,0,0,0,0,0,0,0,0,0.0113382746671016,0.0975451556117889,0,0,0,0,0,0,0,0,-0.0138290943571072,0,0,0,0,0,0,0,0,0,0,0,0,0.0274603413388976,0.0848062716944221,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0228522872836715,0,0.3189785421156,0,0,0,0,0,0,0,0,0,0.0031973500648892,0,0,0,0,0.00427132956350646,0.116966805912103,0,0,0.0843988414922437,0,0,0,0,0,0,0.0114752162999677,0,0,0,0,0,0,0,0,0,0,0,-0.00413729817743956,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0709345391570174,0,0,0.0932567241694476,0,0,0.0658724004754744,0.000674135982876931,0,0,0,0,0,0.0415303087775313,0.0265518542508066,0,0,0,0,0.0619696823888722,0,0,0,0.141201596901425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460245283369449,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.00522288596733832,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0431708769735198,0,0.0455542079448443,0,0,0,0.0130129758542561,0.0782012837699132,0,0.0145728605942637,0,0,0,0,0,0.00634492996660498,0,0,0,0,0,-0.0709842210008917,0,0,0,0,0,0.132476077502874,0,0,0.081450359779714,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0287341315931784,0,0.145345209492633,0,0,0,0,0,0,0,0,0,0,0,0,0.114250668658063,0,0,0,0,0.0790075745985984,0.0352124796438222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782137131401073,-1.73472347597681e-18,0.0774678956216375,0,-0.0195832663711203,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0611591121820198,0,0,0,0,0,0,0,0,0,0,0.00224534977864005,0.0402220916244313,0,0.199061229007206,0,0,0.187638774427358,0.190314203418001,0.0330395752015095,0.022070430126906,0,0,0,0,0,0,0,0.0280610398105265,0,0,0,0,0,0,0.074562368775222,0,0,0.0704373293863474,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.00949131639715481,0,0,0,0,0,0,0.510641287689516,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0202771518365321,0.166867177906062,0,0,0,0,0,0.0276555200470098,0,0,-0.0485019839258536,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0102795960368516,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622077997962065,0,0.13300569779813,0,0,0,0,0.0388287021263806,0,0,0,0,0,0,0.602830031155659,0,0,0.118274813148669,0,0,0,0,0,0,0,0,0,0,0,-0.00234987223174786,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.066288053249348,0,0,0,0,0.148479290942994,0,0,0,0.0391096901448852,0,0,0,0,0.0990137678088795,0.0604608388690429,0,0,0,0,0.0122564151086299,0.0290535784422265,0,0,0,0,0,0,0,0,0,0.307151408285151,0,0,0,0,0,0,0,0,0.008312588318446,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.154362959994207,0,0,0.028867557661234,0,0,0,0,0.0106788777437673,0,0,0,0,0,0,0,0,0,0,0.0102164657110528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039450363543443,0,0,0.000796599334490169,0,0,0.149194521065315,0,0,-6.93889390390723e-18,0.0231652237133507,0,0,0,0.0410788134928304,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.477478988607751,0,0,0,0,0.033261124160893,0,0,0,0,0,0,0,0,0,0,0,0,0.0747179818629286,0,0,0,0,0,0,0.217024566356324,0,0,0,0,0,0.00186169007004593,0,0,0,0.0331942125247381,0,0,0,0,0,0,0,0,0,0.115493282379111,0,-0.0353163335963089,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0413084958313031,0.219182487059814,0,0,0.145354699882107,0,0,0,0.0235975387483133,0,0,0,0,0,0,0,0,0,0,0,0.0490689007004482,0,0,0,0,0,0,0,0,0,0,0,0,0.265964120049811,-0.0132690750802484,0,0,0,0,0,0,0,0,0.0130852432481797,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0769545186493646,0,0,0,0,0,0,0,0.0143482338920396,0,0,0,0,0,0,0,0.0926088508096242,0,0,0.020527001636341,0.0117320410706505,0,0,0,0,0,0,0,0.072915001430634,0,0.0570061390923389,0.0218276045844994,0,0,0,0,0.0890890064915071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.10970359184493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148374709979882,0.0566787472213213,0,0,0,0,0,0,0,0.00706809561066577,0,0,0,0,0,0,0,0,0,0,0,0.20965505316671,0,0,-0.00539175270360882,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.567625796367679,0,0,0,0,0,0,0,0,0,0,0,-0.0648540315853223,0.0510309214683179,0,0,-0.00300424591788747,0,0,0.044389035915766,-0.0444152218744123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254759569486954,0,0,0,0,-3.46944695195361e-18,0.0893381820022911,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0504578755551402,0,0,-2.16840434497101e-19,-0.002306871274126,0.0473124613236489,0,0,0,0,0,0,0,0,0.026133826512171,0,0,0,0,0.0137146932763553,0,0,0,0,0,0,0.0351092601535566,0,0,0,0,0,0,0,0.0882899885070291,0,0.0403839925898015,0,0,0,0,0,0.00312995740856279,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,-0.0277524648105517,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.104739300620505,0,0,0,0,0,0,0.152241268746266,-0.0120303579237117,0,0,0,0,0,0.0261313875923064,0,0,0,0,0,0,0,0,0,0,0,0,-0.000955845168597636,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.269471646096369,0,0.225114304412822,0,0,0,0,0,0,0,0,0,-0.0788899105171497,0,0,0,0,0,0,0,0,0,0,0.0243465243474145,1.73472347597681e-18,0.027669455853855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150259448173441,0,0,0,0,0,0,0.0733899872713657,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0422008677941894,0.0468684902717193,0,0,0,0,0,0,0,0,0,0,0,0,0.0340512634142946,0.0773140374329076,0,0,0,0,0,-0.109763237204126,0,0,0,0,0,0,0,0,0,0,0,0.64619598886564,0,0.288145695787995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0.185927234947639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172765147192258,0.0826296876826425,0,0,0,0.256170340604175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597062397922318,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.122742406314333,0,0,0,0,0.0119398248798123,0,0,0,0.129225575043322,0,0.0867886325895174,0,0,0,0,0.0662057542231469,0.0642092930663021,0.0651648123415428,0,0,0,0,0,0,0,0,0.00125391299613317,0,0,0.164389493970921,0,0,0,0,0,0.129396376374522,0,-2.16840434497101e-19,0,0,-0.0611260949179838,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0.358155069795431,0,0.205923228830747,0,0,0,0,0,0,0,0,0,0,0.0331308344811609,-0.0395012185722347,0,0,0,0,0,0,0,0,0.085283272033417,0.0849209802377738,0,0,0,0,0,0,0,0,0,0,0.0525509937915233,0,0,0,0.0105348505398362,0,-0.0570127130427146,0,0,-0.00948625779652952,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312638661219266,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-5.42101086242752e-20,0,0.0594199565863486,0,0,0,0,0,0,0,0,0,0,0.0466955920229556,0,-0.0705277166599849,0,0,0,0,0.249337177965814,0,0,0.00224569817048874,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0149678641804369,0.0346310086324614,0,0,0.0396877113594551,0,0,0.0127097535370679,0,0,0,0.0189642965983397,0,0,0,0,0,0,0.0296455980233978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490494941782795,0,0,0,0,0,0.0617131648740337,0,0,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0.0668821345411007,0,0,0,0,0,0,0,0.205198549802522,0,0,0,0,0,-0.0226023559422343,0.0979784781303282,0,0,0,0,0.0249648295898736,0,0,0,0,0,0,0,0,0,0.301288273636769,0.0368647795449701,0,0,0,-0.0844303982442129,0,0,0,0,0,0,0,0,0.0777124652722484,0,0,0,0,0,0
