,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X002466.SZ,X600027.SH,X601992.SH,X000898.SZ,X600516.SH,X600111.SH,X002460.SZ,X600176.SH,X000709.SZ,X600352.SH,X000786.SZ,X600299.SH,X600219.SH,X600801.SH,X600808.SH,X000629.SZ,X000825.SZ,X601158.SH,X600489.SH,X002271.SZ,X600157.SH,X000630.SZ,X000553.SZ,X002110.SZ,X000883.SZ,X600339.SH,X002470.SZ,X600583.SH,X600985.SH,X300072.SZ,X000027.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.188848753218575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132141695739825,0,0.0685804792195582,0,0,0.0139338676452802,0,0,0,0,0,0,0,0,0,0.00947421961001819,0,0,0,0,0.048501028997067,0,0.0440891470014758,0.121524938894353,0,0,0,0,0,0,0,0,0,0.0117394235505766,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243310182200963,0,0,0,0,0,0.179310656456352,0,0,0.0581527180112036,0,0,0,0,0.0228715395511042,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0135551466171332,0,0,0,0,0,0,0,0,0,0.209095457700785,0,0,0,0,0,0,0,0.0881838979492326,0.0527548246583721,0,0.0838143237271868,0,0,0,0,0,0.04698425954077,0,0,1.73472347597681e-18,0.00525114762423466,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103431957927749,0.0244126012129363,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191501808966985,-0.0798875719625459,-0.0564291110178901,0.233885365735955,0,0,0,0,0,0,0,0,0,0.228808246221478,0,0,0,0,0,0,0,0,0,-0.00329925074194839,0.0187616252185288,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.018146846949863,0.063323382828204,0,0,0,0,0,0,0,0,0,0,0,0,0.00861766533397684,0,0.098170046790862,0,0.157491505637111,0,0,0,0,0,0,0,0,0,0,0,0,0.0462213379250225,0,0,0.231758492795348,0,0,0,0,0,0,0,0,0,0,0.0105543735106171,0,0,0,0,0,0
X600309.SH,0,0,0,0.36017576081679,0,0,-0.0325227617281934,0,0,0,0,0,0,0,0,0,0,0,0.144574894063522,0,0,0,0,0,0,0,0,0,0,0,-0.0121530115111293,0.25985567792434,0,0,0,0,0,0.0256912370947161,0,0,0,0.104106098282101,0,0,0,0.190868917119377,0.0549141483395726,0,0,0,0.00105551080664129,-0.0148952395910336,0.015794782456417,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357526901070558,0,0,0.593466068616863,0,0,-0.170648549374609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220422564773373,0,0,0,0,-0.0950087958352865,0.0877944845854615,0,0,0,0,0,0,-0.00295262907582038,0.00792255479762386,0,0,0,0.0249885766861136,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452941221210001,0,0,0,0,0,0,0.229041590678295,0,0,0,0,0,0,0.0754090060512193,0,0,0,0,0,0,0,0,0,0.100266277584598,0,0,0,-0.00815350177269947,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204808096044325,0,0,0.072472946638726,0,0.0592839404573502,0,0,0.0643266740864298,0,0.0694937179592674,0,0,0,0,0,0,0,0.00377519268877695,0,0,0,0,0,0,0,0.0375610842654324,0,0,0,0,0.0239086204342303,0.105592157994743,0,0,0,-0.0251771665758941,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0637129290642382,0.266015920025047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137234822849439,0,0,0,0,0.0139617014169298,0,0,0,0,0,0,0,0.0382150339642107,0,0,0,0,0,0,0,0,0.0773370704309417,0.0933514203806953,0,0,-0.000141404145779522,0.0218433938347115,0,0,0,0,0,0
