,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600660.SH,X600547.SH,X600362.SH,X600011.SH,X000786.SZ,X601898.SH,X600010.SH,X600886.SH,X600111.SH,X600176.SH,X601600.SH,X000301.SZ,X600188.SH,X601991.SH,X600426.SH,X002466.SZ,X000027.SZ,X600803.SH,X600352.SH,X600801.SH,X600795.SH,X000932.SZ,X600219.SH,X600489.SH,X002080.SZ,X600688.SH,X600299.SH,X600486.SH,X600027.SH,X000898.SZ,X002353.SZ,X600157.SH,X600315.SH,X600516.SH,X000883.SZ,X000723.SZ,X601992.SH,X000807.SZ,X601168.SH,X300037.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.268241183570316,0,0,0,0.0264554882877271,0,0,-0.0145401528591991,0,0,0.044863042064264,0,0,0,0.0202912692749417,0,0,0,0,0.0123977621784191,0,0,0.0184669729528792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286883051534258,0,0,0,0,0,0,0,0.012452341461659,0,0,0,-0.002917565418883,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.034987021717243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761844308245577,0.0396249927524128,-0.0286699427704299,0,0,0,0,0,0.0430452321923592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907328177028838,0,0,0,0,-0.0244099432680256,0,0,0,0,0.014284351543538,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0343824892238059,0,0,0,0,0,0,0,0,0,0.160570292467583,0,0,0.024065340918691,0.0630713348911834,0,0,0,0,0.0924362043086482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893143243233598,0.0559217013823939,0,0,0,0.0151500576473661,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0602911792062382,0,0.33613291720981,0,0,0,0,0,0,0,0,0,0,0,0,0.155841912291887,0,0,0,0.0334750557061769,0,0,0,0,0,0,0.022369826493279,0,0,0,0,0.0731463627396429,0,0,0,0,0.202086511140026,0,0,0,0,0,0,0,0,0,0,-0.00554239854389882,0,0,0,0.162319481981415,0,0
X600585.SH,0,0,0,0,0,0,0.0314652511637613,0.0197837143272799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854848984287895,0,0,0,0,0,0,0.120844588621725,0,0,0,-0.0336333702165438,0,0,0,0,0,0,0,0,0.0306095833093155,0,0,0,0,-1.35525271560688e-20,0.0315961725607606,0,0,0,-0.0202820108999449,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.197185239431355,0,0,0.233721235748092,0,0,0.0608183364941924,0,0,0,0,0,0,0,0,0,0.210836180724026,0,0,0,0,0,0,0,0.1618620290289,0,0,0,0.0340223424142555,0,0,0,0,0,0,0,0,-0.0142404222442389,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,-0.343239644961047,0,0,0,0.0932161345725614,0,0,-0.130060064450993,0,0,0,0,0,0.0750036548961736,-0.073492295771149,0,0,0,-0.17225953565784,0,0,0,0,0.087243740402304,0,0.339549260867217,0.513489524918833,0,0,0,-0.125830053489714,0,0,-0.0889137780897314,0.331103346090542,0,0,0,0,-0.0730972280667127,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0995100892535037,0,0,0,0,0,0.0647338112068891,0.323727870506282,0,0.127811323735566,0,0,0,0.0866095902452606,0,0,0,0,0,0,0,0,0,0,0,0.259930989636604,0,0,0,0,0,0,0,0.156055145587543,0,0,0.319818446655162,0.0501904985968378,0,0,0,0.00431690425942136,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0724545059726718,0,-0.35754565265072,0,0.0507279500463337,0,0.186335997846899,0,0,0,0,0,0,0,0,0.132104888981347,0,0,0,0,0.0677758291598055,0,0,0,0,0,0,0,0,-0.0856477323870281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113017875179157,-0.0196266413903334,0,0,0,-0.0393770417526421,0,0
X600660.SH,0,0,0,0,0,0,0,0.183464855617299,0.105410083677293,0,0,0,0,0,0,0,0,0,0,0,0.0549367010566874,0,0,0,0,0,0.00244994452435261,0,0,0,0,0,-0.12432366467635,0.0815564327822966,0,0,0.221441988090552,0,0,0,0,0,0,0,0,0,0,0,0.05429030805427,0,0,-0.0340792427283725,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.00866954248222345,0,0,0,0.00158572178521732,0,0.101843521354341,0,0,0,0,0,0,0.0509395403915659,0,0,0,0,0,0,0,0.326240200159443,-1.73472347597681e-18,0,0,0,0,0,0.0292857827237652,0,0.0278143385391811,0,0,0,0,0,0,0,0.0718495733633413,0,0,0,0,0,0,-0.0841936252681656,0,0
X600362.SH,0,0,0.0642948358249406,0,0,0,0,0,0,0.0589832818923935,0,0,0,0,0.18603506584015,0,0,0,0.203818683974326,0,0,0,0,0,0,0,0,0,0,0,0,0.198700524889451,0,0,0,0,0,0,0,0.0158881692637376,0,0,0,0,0,0,0,0.110473981604525,0.129555887962363,0.483373934662244,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420954574348687,0,0,0,0,0,0,0,0.0778675407525356,0,0,0,0,0.0870995824432026,0,0,0,0,0,-0.0586729576263574,0,0,0,0,0,0.0495589535756222,0.0147833878891065,0,0,0.0363320835708665,0,0,0,0,-2.16840434497101e-19,0.00238774659168995,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.00992661959308613,0,0.0234098945765368,0,0,-0.115519089243593,0,0,0,0,0,0,0,0.0759137691802554,0,0,0,0.0330911014707795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106480283018826,0,0,-0.00196948784315329,0,0,0,0,0,0.0273547036710443,0,0,0,-0.0459291177515341,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.04577584654364,0,0,0,0,0,0,0,0,0,0.129574250202075,0,0,0.0203812843014807,0,0,0,0,0,0,0,0,0.0378173787036344,0,0,0,0,0,0,0,0,0.00880454840732784,0,0,0,0.101398457171681,0,0,0.211525561102108,0,0,0,0,0,0,-0.0959802730032218,0,0
X600010.SH,0,0,0,0,0,0,0.0365371499010826,0,-0.11068372879976,0,0,0,0,0,0,0,0,0.064763106658609,0,0,0.0509107156958225,0,0,0,0.00292970952802734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378128376497771,0,0,0,0,0.0395472182298883,0,0,0.195141032636862,0,0,0,0,0,0,0,0,0.0706264585971311,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729780877141487,0,0,0.0195801466714227,0,0,0,0.0591436177055144,0,0,0.0511279589561019,0.0732826999898157,0,0,0,0,0.0311290775321967,0,0,0,0,0,0,0,0,0,0,0,0,0.144384846945973,0,0,0,0,0,0,0,0,0.00442259252224504,0,0,0,0.023635046474857,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.192293254657987,0,0,0,0,0,0.612964383286084,0,0,0,0,0.181442076678656,0,0,0,0,0,0,0,0,0,0,0,0,0.0725470429823989,0,0,0,0,0,0,0,-0.000732985681298868,0.0447879802341784,0,0,0,0,0,0,0,0,-0.0376450143236767,0,0,0,0,0,0,0
X600176.SH,0,0,0,0.332544089838164,0,0,0,0,0,0.165664188729853,0,0.0885407711499125,0,0,0,0,0,0.120614356119406,0,0,0,0,0,0,0.119643927767631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947453215865613,0,0,0,0,0,0,0.0564404455646463,0,0,0,0,-0.0411965675265965,0,0,0,0,0.0274494167377961,0,0
X601600.SH,0,0,0,0,0,0.0326077330860185,0,0,0,0,0,0.153304205782163,0,0,0.0396420700245144,0,0,0.0305395093649857,0,0,0,0,0,0,0.0349423295427496,0,0,0,0,0,0.0607480275515374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38710388323001,0,0,0.102334894603432,0,-0.00207869220030266,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155259755275263,0,0,0,0.301365921721088,0.0439827294245335,0,0,0,0,0,-0.12335627302572,0,0.452620153017939,0,0,0,0,0,0,0,0,0,0.07481021789011,0,0,0,0,0,0,0,0,0,0.0865158382211983,0.126210184091299,0,0,0,0,-0.0202108062690908,0,0,0,-0.040054025181131,0,0
X600188.SH,0,0,0,0,0,0,0,0.00869659603633401,0,0,0,0,0,0,0.211727396499267,0,0,0.163101512202466,0,0.115325197507242,0,0,0,0,0,-0.0488626303384967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249753113718224,0,0.206303534959034,0,-0.090763844719046,0,0,-0.0378996649835089,0.0504260420814179,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.0325031223331203,0,0,0,0,0,0,0,0,0,0.0142383588133779,0,0.033595350775106,0,0,0,0,0,0.210886154349495,0,0,0,0,0,0,0,0,0,0,0.0135661412927346,0,0,0,0,0,0.0262705988300379,0,-0.0108091592348116,0,0.0314877960298632,0,0,0,0,-0.0225185571959488,0.0352434453538281,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0.0854438519108112,0.00160347271482471,0,0,0,0.189266415103627,0,0,0,0,0,0,0,0,0.288438092301843,0,0,0,0.0954603121784539,0,0,0,0,0,0,0,0,0,0,0,0.216851165783388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243639849315261,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.481039464080829,0,0,0,0,0,0,0,0,0,0.289459498327108,0,0,0,-0.0721647402597983,0,0,0,0,0,0,0,0,0,0,0,0.148125482924018,0,0,0,0,0,0,0,0,0.0475357161626013,0,0,0,0,0,0,0,0,0.0324690823759119,0,0,0,0,-0.0807741319899366,0,0
X000027.SZ,0,0,0,0,0,0,0,0,-0.066236391547424,0.0808222146883755,0,0.0342882242834323,0.158261572564344,0,0,0,0,0.058603340062844,0,0,0,0,0.237978095503908,0,0,0,0,0,0,0,0,0,0,0,0,0.109008964924947,0,0,0,0,0,0,0,0.16114341252038,0.0210973042077683,0,0,0,0,0,0,0.038021915100733,0,0,0,0,0.062752060302998,0,0
X600803.SH,0,0,0,0,0,0,0.0478491962144621,0,0,0.0772162257440446,0,0,0,0,0,0,0.102339491744032,0.189440157233594,0,0,0,0,0,0,0.224655286476398,0,0,0.159391358134442,0,0,0.06295317422271,0,0,0,0,0,0,0,0,0.0753383020240043,0,0,0,0,0,0,0,0,0,0,0,0,-0.00917839000582805,0,0,0,-0.138914231079693,0,0
X600352.SH,0,0.0629173237514019,0,0,0,0,0,0.0484428628640478,0.0771432659563398,0,0,0.0476582801794991,0,0,0,0,0,0,0,0,0.0593600334467616,0,-0.0345133909032059,0,0,0,0,0,0,0,0,0,0,0,0.256845169304752,0,0,0,0,0.0421994847484819,0,0,0,0,0,0,0.00186079109181272,0.138264229279134,0.0493466637778746,0,0,0,0.0111350326815583,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.236630201744526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570108650884489,0,0,0,0,0.151902122765019,-0.0628111180666191,0,-0.0186779775849288,0,0,0,0,0,-0.0927943003894988,0,0,-0.0135135977357752,0,0,0,0.0408833761232192,0,0,0,0,0.0159594890109068,0,0,0,0,0.0695950941743495,0,0
