,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600188.SH,X600362.SH,X600583.SH,X002075.SZ,X601158.SH,X000027.SZ,X600021.SH,X000539.SZ,X000898.SZ,X601992.SH,X600309.SH,X000883.SZ,X002353.SZ,X601918.SH,X000629.SZ,X600352.SH,X600098.SH,X600022.SH,X600307.SH,X000792.SZ,X000878.SZ,X000060.SZ,X002470.SZ,X600863.SH,X600808.SH,X600660.SH,X600160.SH,X600578.SH,X600489.SH,X000825.SZ,X600547.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.842241515094556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232084564050867,0,0,0,0.00598010037232573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352840769278707,-0.0557574605416622,0,0,0,0,0,0
X600028.SH,0.390110195173694,0,0.0107563866794677,0,0,0.0250072017301769,0.243241863464501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100539916397884,0.0278470126049133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280822950358058,0,0,0,0,0,0,0,0,0.0157336626002944,6.7762635780344e-21,0,0,0,0,0,0
X601088.SH,0,0.148271786978976,0,0,0,0.0930841674130805,0,0,0,0,0,0.138984978510399,0,0,0,0,0,0.0466813057137437,0,0,0,0,0,0,0,0,0,0.120815303644009,0,0,0,0,0,0,0,0,0.0985445141068804,0,0.0283161536484681,0,0,0,0,0,0,0,0,0,0,-0.00616377597390152,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.00461127017014162,0.177010315830191,0,0,0,0,0,0,0,0,0,0.148886093640025,0.0721458003512012,0,0,0,0.0842506662659467,0,0.0638723455459376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143588998036138,0,0,0.0496753143883728,0,0,0,0,0,0,0,0,-0.0074053708215944,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.126074609585684,0,0,0,0,0,0.234502412364785,0,0.082208713721762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331578680860996,0,0,0,0,0,-0.00289389360718426,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0927320760194861,0,0,0,0,0,0,0,0,0.342463742596856,0,0.204966351485889,0,0,0,0,0,0,0,0,0,0,0.17275088853646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212614967674336,0,0,0,0,0,0
X600019.SH,0,0,0.155526258127179,0,0.147576267812438,0,0,0,0,0,0,0,0.00460091643244935,0.166169198623287,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.0222273738903191,0.225464769309038,0,0,0,0.0295998191277785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0353612705333969,0,0.00440972700250509,0,0.113282616784698,0,0,0,0.0068500788461327,0,0,0.047889065105459,0,0,0,0,0,0.0084212950262961,0,0,0,0,0,0,0,0.142262536011563,0,0.0395411577201787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21002641447933,0,0,0,0,0,0,0,-0.0340802226104988,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.177066866431085,0,0,0,0,0,0,0,0.155924028013344,0,0,0,0,0.0811362253337192,0.124126676723308,0,0,0.0652837941143986,0,0,0.0103987717668975,0.0477276670330515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152560556214576,0.0660405281080547,0,0,0,0,0,0,0,-0.00191059607221823,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00347083744879598,0,0.15647462688131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110101783091599,0,0,0,0,0,0,0,0,0,0,-0.0593209731599777,0.0414902166517314,0,0,0,0,0,0
