,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600011.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X601600.SH,X000792.SZ,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600795.SH,X600362.SH,X600426.SH,X601699.SH,X600027.SH,X601991.SH,X600176.SH,X000983.SZ,X600803.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600219.SH,X600160.SH,X600688.SH,X000932.SZ,X000629.SZ,X000408.SZ,X000933.SZ,X002080.SZ,X600096.SH,X600985.SH,X600157.SH,X000723.SZ,X600612.SH,X000630.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.295231733705376,0,0,0,0,0,0,0,0.0038671566751435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130364980984502,0,0,0,0.0651344767897248,0,0,0,0,0,0,0,0,0.171865343849497,0,0,0,0,0,0.0762110837283389,0,0,0,0.0668918270627348,-0.0115051612880959,0,0,0,0,0,0
X600028.SH,0.454674560537974,0,0.0938688066183337,0,-0.134409525667157,0,0,0,0,0.129255408645508,0,0,0.00650530029643045,0,0,0,0,0,0,0,0,0,0,0,0.098196243188595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462189807840437,0,0,0,0,0,0
X601088.SH,0.0244932910208613,0,0,0,0,0,0,0,0,0.0681057544221281,0,0,0.096070996760751,0,0,0,0,0,0,0,0,0,0,0,0,0.000701465861643344,0,0,0,0,0,0,0,0,0,0,-0.018435421365191,0,0.194482574513514,0,0,0.0847347464804416,0,0,0,0,0,0,0,0,0,-0.000534147176376324,0,0,0,0,0,0,0
X600309.SH,0.0972066169392024,0,0,0,0,0,-0.0128694656926761,0,0,0,0,-0.0460583465034583,0,0,0,0,0,0,0,0,-0.0423345720110523,-0.0116899536004207,0,0,0.289171438439847,0,0,0,0,0,0,0,0.0512479922392866,-0.022443525288673,0,0,0.0304183428177887,0,0,0,-0.0881119780506326,0.0237357663323833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0536675794211933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214025078704996,0,0,0,0.110889737513255,0,0,0,0,0,0,0,0,0,0,0,0.166737161551493,0,0,0.0944272847362179,0,0,0,0,0.11617662585706,0,-0.0162341844655292,0,0,0,0,0,0,0
X600019.SH,0.0743340688838662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115903203794448,0,0,0,0,0,0,0,0,0,0,0.0839185152858015,0,0,0,0.0889299543699532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706300732710199,-0.0418721383977164,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.15574897811222,0,0,0,0,0,0,0,0,-0.077503759276542,0,0,0,0,0.476561483335071,0,0,-0.173649343218927,0,0.028440151981239,0,0,0,0,0,0,0,0,0,-0.0453926070383997,0.0529214491003827,0,0,0,0,-0.199770160019735,0,0,0,0,-0.0174000215821629,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.00856363174438804,0,0,0,0,0,0,-0.00284623611814778,0,0,0,0,0,0,0,0,0.233424760185682,0.185740913859482,0,0,0,0,0,0,0.0615688116494674,0,0,0,0,0,0,0,0,0,0,0,-0.0394959071803677,0.125532668951106,0,0,0,0,0,0,0,0,0,0.0167709247123295,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.606592425758875,0,0,0,0,0,0,0,0,0,0.213013104570464,0,0,0,0,0,0,0,0,0,0,-0.0872528384942698,0,-0.0270179151212059,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315161894307514,0,0,0,0.0136944086181033,0,0,0,0,0,0,0
X601898.SH,0,0,0.143837445974508,0,0.111143501959476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861086832299631,0,0,0,0,0,0,0,0.0894738057773511,0,0,0,0.00098432486131589,0,0,0,0.0568299924050028,0,0,0,0,0,0,0,0,0,0,0,0.00819675355614283,0,0.0352462731534613,0,0,0,0,0,0,0
