,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X600688.SH,X601991.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X002466.SZ,X600547.SH,X600516.SH,X600027.SH,X600176.SH,X601992.SH,X600111.SH,X600352.SH,X002460.SZ,X000553.SZ,X300072.SZ,X600299.SH,X002110.SZ,X000786.SZ,X600808.SH,X000709.SZ,X600801.SH,X600426.SH,X000932.SZ,X600583.SH,X600339.SH,X000883.SZ,X000629.SZ,X601158.SH,X600219.SH,X601699.SH,X000408.SZ,X000830.SZ,X002271.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.151153793749032,0,0,0,-0.053633679535495,0,0,0,-0.0248510372645536,0,0,0.0319050186246526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352161075204069,0.0105705647593289,0,0,0,0,0.0333382029527225,0,0,0,0,0,0.165646482039082,0,0,0,0,0,0,0.113850672703721,0.0719330242331442,0,0,0.0025771334475719,0,0,0,0,0,0,0
X600028.SH,0.122556638269965,0,0.143709033001024,0,0,0,0,0,0,0.0537249065929295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309869400163484,-0.0261043454772656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136728327902767,0,0,-0.00122646595086577,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186574702771696,0,0,0.354100988974475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874152800273457,0,0,0,0,0,-0.00143514313813224,-0.0166393245093406,0,0,0,0,0,0
X600585.SH,0,0,0.0971640417842027,0,0.144231677599987,0.0109305320521999,0,0,0,0,0,0,0,0,0,0,0,0,0.0756887712151946,0,0,0,0,0,0,0,0,0.0293823836964333,0,0,0,0.272835692653442,0,0,0.253713193785795,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0069022427530189,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0272093463366603,0,0.11677134777772,0,0,0,0,0,0,0,0,0,0,0,0.159446553937158,0,0,0,0,0,0,0,0,0,0,0,0,0.141724758783122,0,0,0,0,0,0.299693474391811,0,0,0,0,0,0,0,0,0,0.0411157105462875,0,0,0.00694386379154422,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0668062471261441,0,0,0.0675648775471929,0,0,0,0,0,0,0,-0.255151592746922,0,0,0.247542067549818,0,0,0,0,0,0,0,-0.0902818060080354,0.0922798931939397,-0.102532010279199,0.292834590123414,0,0,0.0943823242629193,0.0919117584885098,0,0,-0.0137539462772546,0,0,0,0,0,0,0.272414504035033,-0.0859667585425806,0,0,0.00974126940965152,0.0105897552133313,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0303790295675146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747543981926901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023152995127462,0,0,0,0,0.0061157369887592,0.0249249519297221,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096614720518846,0,0,0.130549567053789,0,0,0.123359121917381,0,0,0,0,0,0.102044569993741,0.0563230506520893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953372408567493,0.28331912103553,0,0,0,0,-0.0198061303143497,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.137467179710073,0,0,0,0,0,0,0,0,0,0.0285196900057863,0,-2.16840434497101e-19,0.0571220197740818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168553290422174,0,0.211920003389969,0,0,0,-0.00527186095718923,-0.0125509042035083,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130049152189171,0,0,0.0579745735311538,0,0,0,0,0,-0.00602831078679087,0,0.105489088135772,0,0,0,0,0,0.13109400747632,0,0,0,0,0,0,0,0,0,0,0.127678247781657,0,0,-0.00899699505789585,0.00264054647449431,0,0,0,0,0,0
