,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002271.SZ,X002460.SZ,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X601898.SH,X600362.SH,X600010.SH,X600176.SH,X600801.SH,X601600.SH,X600426.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600111.SH,X600688.SH,X600803.SH,X002080.SZ,X600027.SH,X300037.SZ,X600299.SH,X601992.SH,X000932.SZ,X000301.SZ,X002075.SZ,X002466.SZ,X600315.SH,X600486.SH,X600219.SH,X000883.SZ,X000027.SZ,X000898.SZ,X600529.SH,X601158.SH,X000723.SZ,X600612.SH,X002353.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0409861882029783,0,0,0,0,-0.00402338521484829,0,-0.0226401414820922,0,0,0,0.0515020816085211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02798144872804,0,0,0.0594901496441227,0,0.039972228129257,0,-0.00481515928095634,0,0,0,0,0,0,-0.00633796693759053,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0341932669741345,0,0,0,6.31693945510222e-05,0,0,0,0.0479882924430486,0,0.0447021143445369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00888713273667993,0,0.0433532978676993,0,0,0,-0.0176943050315044,0,0,0,0,0,0,-0.00194425020289915,-0.00448813071264357,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0215533989752042,0,0.066813680321004,0,0,0,0.0224990597123244,0,0,0,0,0,0,0,0,0.134190798733167,0,0,0,0,0,0.0170050472469608,-0.000620027354966282,0,0,0,0,0,0,0,0.0225858843811801,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.0273177162131938,0,0,-0.0111553886823798,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0120596077381603,0.0598313562226112,0,0,0,0.00599548153255844,0,-0.0398556434422864,0,0,0.00567692803808368,0,0,0.0820657625782139,0,0,0,0.0325199123738223,0,0,0.0501291338333347,0.0757555001855285,0,0,0,0,0,0,0,0,0,0,0,0,0.111903655308769,0,0,0,0,0,0,0,0,0.00310249631548151,0,0,0,0.0148598225582777,-0.00942635000589454,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.176654122257071,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.250627601555076,-0.0342455204282057,0,0,0.14721520422772,0.245116900862744,0,0,0,0,0,0,-0.185221144870918,0,0,0.240757703289931,0,0,0,0,0,0.102215366732741,0,0.0964264293220206,0,0,0,0,-0.100272251887975,0,0,0,0.0531352279952526,0,0,0.000183109330357686,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.00946790561822078,0,0,0,0.0410446978702435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154711291358384,0,0,0,0,0,0.344784530296141,-0.01570924426954,0,0,0,0,0,0,0.0198648080784113,0,0,0,0,-0.117583794135658,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0336828903651197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373777286032678,0,0,0,0,0.0107695868343747,0,0,0,0,0,0,0,0,0,0,0,0.0848583273276681,0,0,0,0,0,0,0,0,0.150532559304981,0,0,0,0,-0.0281999577818418,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110198630619576,0,0.0669040364572217,0,0,0,0,0,0,-0.0593749943075079,0.264925055372477,0,0,0,0,0.0363229882549244,-0.0386188640369084,0,0,0,0,0,0,0,0,0,0,0.0430881184138548,0,0,0,0.0544898634753478,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.137415627392716,0,0,0,0,0,0,0,0,0,0.187876432167366,0,0,0,0,0,0,0,0,0,0,0.100465744152459,0,0,0.211673052665352,0,0,0,0,0,-0.0151530555068095,0.0370900411394993,0,0,0,0,0,0,0,0,0.0368609359162733,0,0,0,0,0.0626671961971393,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.14801550960773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184679272617528,0,0,0.0744862069196501,0,0,0.0799123913982357,0,0.080432122490693,0,0,0,0,0,0.244811628514756,0,0,0,0,0,0,0,0,0,0,0.203473589740687,0,0,0,-0.0628732299002326,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0568813945899863,0,0,0,0.0937644866500664,0,0.0722763573409757,0,0,0,0,0,0,0,0,0,0,0,0,0.188132938689338,0,0,-0.00441956401977604,0,0,0,0,0,0,-0.0502804574258409,0,0.137922694265336,0,0,0,0,0,0,0,0,0,0,0.0590011130987089,0.0563426590161427,0,-0.0121535320743343,0,0,0,-0.00828518631975371,0,0
X600011.SH,0,0,0,0,-0.205527993111152,0,0,0,-0.082371937084624,-0.0523044068728782,0,0,0,0,0,0.0558414367727876,0.15443961614613,0,0,0,0,0,0,-0.0367637675151121,0,0,0,0,0,0,0.561086558521936,-0.0485673313244876,0.226731019366421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239103029019549,0.0346722715328067,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.067570294079806,0,0,0,0,0,0,0,0,0,0,0,0,0.213872813369008,0,0,0,0,0.011406047450099,0,0.129203202696493,0,0,0,0.0655397343049611,-0.0384103891566839,0,-0.0895504635876813,0,0,0,0,-0.0184718433367151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109077779075021,0,0,0,0,-0.0354314947240827,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0853195107365351,0,0,0,0,-0.0300559598479435,0.133248097014765,0,0,0.243273049579498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541059352806829,8.67361737988404e-19,0,0,0,0,0,0.303608084733538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0653702465915075,0,0,0,0,0.00549564282360879,0,0,0.0168062704343194,0,0,0,0,0.014235601225046,0,0,0.00575486329545903,0,0.252019973700324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623509657854492,0,0,0,0,0,0,-0.00372560358590725,0,0,0,0,0,0,0.0120371827834395,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0193201065613826,0,0.039839508606013,0,0,0,0,0,0,0,0,0,0.150296733455584,0,0.226752594679596,0,0,0,0,0,0.0251738124174877,0,0.0655552020084185,0,0,0,0,0.138263645392292,0,0,0,0.0101805679382643,0,0,0,0,0,0,0,0,0,0,0,-0.0497432064689499,0,0,0,0,0,0
