,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600660.SH,X600547.SH,X600362.SH,X601898.SH,X000786.SZ,X600010.SH,X000301.SZ,X600111.SH,X600176.SH,X600886.SH,X601600.SH,X600188.SH,X600011.SH,X600426.SH,X002466.SZ,X600803.SH,X000932.SZ,X601991.SH,X600801.SH,X000027.SZ,X600352.SH,X600795.SH,X600219.SH,X600489.SH,X000898.SZ,X600688.SH,X002080.SZ,X600486.SH,X000883.SZ,X600027.SH,X600299.SH,X600516.SH,X000723.SZ,X601168.SH,X600157.SH,X000807.SZ,X002353.SZ,X300037.SZ,X000830.SZ,X600315.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.263312156999272,0,0,0,0.0361409307096082,0,0,0,0,0,0.0476983170082796,0,0,0.0123838073809991,0,0,0,0,0,0,0,0.0204824750864067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198023191028417,0,0,0.0141438536566488,0,0,0,-0.00261588673336631,0,0,0,-0.00174050641614034,0,0
X600028.SH,0,0,0,0,0,0,0.0163887279141873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165592380773464,0.0667276252568599,0,0,0,0,0,0,0,0,0,0.0192117802324396,0,0,0,0,0,0,0,0,0,0,0.086614556345862,0,0,0.0857430705278921,0,0,0,-0.0185387605446501,-0.0129123557342742,0,0,0,-0.0219903357283656,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208404123449272,0,0,0.103737765691217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228685799146153,0,0,0,0,0,0,0.000439010841962626,0,0,0,0,-0.00730837315144113,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168122676891883,0,0,0.0814316687820441,0,0,0,0,-0.0324269092605108,0,0.208507610611586,0,0,0,0,0,0,0,0.00157607107811081,0,0,0,0,0.147689476277391,-0.0123844958303534,0,0,0,0,0,0,0,0,0,0.165328706538189,0.0765631000482955,0,0,0,-0.0120439975624269,0,0,0,0.0247073770966981,0,0
X600585.SH,0,0,0,0,0,0,0,0.00397204621304114,0,0,0,0,0,0,-0.0456803900524507,0,0,0,0,0,0.0969753246752907,0,0,0,0,0.0355365111623158,0,0.28119809353435,0,0,0,0,-0.0196551140014045,0,0,0,0,0,0,0,0,0,0.0327786810873749,0,0,0,0,0.038392635434457,0.0305753212307903,0,0,-0.0222128530464211,0,0,0,0,-0.0185635401574442,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26287312779117,0,0,0.0797812790712707,0.00357420211281533,0,0,0,0,0.144751795188974,0,0.157406629572329,0,0,0,0,0,0.138227242282992,0,0,-0.0197434653573812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582043271363074,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0894354652403057,0,0,0,-0.123489261346046,0,0,0.0722113396769297,0,0,0,0,0,0.0182782358693723,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.135721629647999,0,0,0,-0.102533815288955,0,0.474924623367137,0,0,0,0,0,0.342201091696201,0,-0.155659496723649,0,0,0,0,-0.0622207052022649,0,0,0,-0.128873965929909,0,0
X002271.SZ,0,0,0,0.131259149608221,0,-0.35462857062671,0,0,0,0.0386940484300576,0,0,0,0,0,0,0,0.155979208556771,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.190008013576935,0,0,0,0,-0.0620043278564752,0,0,0.0231331018972786,0,0,0,0,0,0.00906423759113427,0.144198673741084,0,0,0,-0.00975585207530289,-0.0130246865090743,0,0,0,-0.0491675631980286,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063125356376257,0.199739647766782,0,0.275068629638842,0,0,0,0,0,0.0433141798113892,0.139910329541768,0.125100215276546,0,0,0,0,0,0,0,0,0,0,0.239221027819803,0,0,0,0,0,0.178558650610311,0,0,0,0.211109511828276,0,0,0,-0.0560109054776702,0,0,0,0,0,0,0,0
X600660.SH,0,-0.168062402646441,0,0,0,0,0,-1.73472347597681e-18,0.156724497806631,0,0,0,-0.0780406085265957,0.0186123401394604,0,0.0794938729861292,-0.0338118739917655,0,0,0,0,0,0,0,0.0656939630903997,0,0,0.0540302061158204,0,0,0,0,0,0,0,0.151693807274314,0.399763623633882,0,0,0,0,-0.0399393165097963,0,0,0.0344609010910098,0,0,0,0,0,0,0,-0.015257788425828,0,0,0,-0.0463793370543355,0,0
X600547.SH,0,0,0,0,0,0,-0.0235458387090608,0,0,0,0,0,0,0,0,0,0.081844544376656,0,0,0,0.0573975282117698,0,0,0.0579481675114421,0,0,0,0,0,0,0,0,0.301082196397712,0,0,0.00223365397576167,0,0,0,0,0,0,0.00880195838882736,0,0,0,0,0,0.0138931608601709,0.0279347582956007,0,0,0.00361564860575065,0,0,0,-0.0170881818807068,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0511217069323913,0.183615661319638,0,0,0.0980388772885668,0,0,0,0,0.00816060709895916,0,0.0366698355969173,0,0,0,0,0,0,0,0,0,0,0,0.14772224166149,0,0,0,0.193287912733334,0.123304833326871,0,0,0,0,0,0.0209048823726881,0,0,0,0,0.0170285481530539,0,0.315770625691865,0,0,0,0,0,0,-0.0614189688392928,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0666962951539449,0,0,0,0,0,0,0,0.0269927277842034,0.151190817899982,0,0,0.00066131700465212,0,0,0,0,0,0,0,0,0,0,0,0.0601150247116271,0,0,0,0,8.67361737988404e-19,0,0,0,0.0174142903226569,0,0,0,0,0.169331090101699,0,-0.00797460211732963,0,0,0,0,-0.0441252147158401,0,0
X000786.SZ,0,0,0,0,0,0,-0.0703480517874188,0,0,0.123307581694831,0,0.0174326670582844,0,0,0,0.137030631986278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116112539840388,0,0,0,0,0,0,-0.046944941742263,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133933770251396,0.0857703718437796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695735293615729,0,0,0,0,0,0,0,0,0.178708854571646,0,0,0.0271801639186107,0,0,0,0,0,-0.00325293834461209,0,0,0,0,0.0497354417330246,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.0679747233864948,0,0,0,0,0,0,0,0.257120127138472,0.0240567169437796,0,0,0,0,0,0,0.336651579164302,0,0,0,-0.0840778356297271,0,0,0,0,0,0,0,0.0403218846520501,0,0,0,0,0,0.0937623206040795,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10984648202771,0,0
X600111.SH,0,0,0,0.12935684438099,0,0,0.213587581519666,0,0,0.168388803358187,0,0,0,0,0.503282661078254,0.137556488845103,0,0,0,0,0,0,0,0,0,0.13957810206576,0,0,0.102059183444381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716548077081659,0,0,0.0705257733311751,0,0,0,0,0,0,0,0,0,0,-0.137700834650552,0,0
X600176.SH,0,0,0,0.0239413511077393,0,0,0,0,0,0.266397903529461,0,0,0,0,0,0,0.181019072209446,0,0,0,0,0,0,0.031986222609786,0,0,0,0,0,0,0,0,0,0,0,0.350752034804658,0.15543149114563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027922986254812,8.67361737988404e-19,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0326093984363297,0,0,0,0,0,0.0409942772701577,0,0,0,0.0183148319365542,0,0,0,0,0,0,0.0222214481301304,0,0,0,0,0.0355755731225884,0,0,0,0,0,0,0,0,0.00938722073989439,0,0,0,0.0369242443374014,0,0,0.0551798220980542,0,0,0,0,0,0,0,0.0200161758323433,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.203453759047881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370621092440775,0,0,0,0,0.11442247004389,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.127470701156776,0,0,0.00396108406663618,-0.183226592279312,0,0,0.214394727460866,0,0,0,0.0647522358728051,0,0,0,0,0,0,0,0,0,0,0,-0.122230492794563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206315555287724,0,0,0,0,0,0,0,0.000469456946395843,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0218218968607639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559434105712661,0.000845614996427872,0,0.107596349135218,0,0.0739698676601814,0,0,0,0,0,-0.0299202899708688,0,0,0,0.0349058234424103,0.0239523761652424,0,0,0.0778669139367494,0,0,0,0,0,0,0,0.0257160972084408,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0.170919393169982,0,0,0,0,0,-0.0611740412909565,0.153012034511187,0,0.141792140481178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156140055284376,0,0,0,0,0,0,0,0,0,0,0.229269671165554,0,0,-0.00180067381919748,0,-0.0120418311002653,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.46235530241513,0,0,0,0,0,0,0,0.0305503095541879,0,0,0,-0.012425998860552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191950863094485,0,0,0,0,0,0,0,0,0,0,0,0.295188206875223,0,0,0.154902939135149,0.0846488102081393,0,0,0,0,-0.00897079060744362,0,0
