,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002271.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601600.SH,X601898.SH,X600362.SH,X600010.SH,X600489.SH,X600176.SH,X600352.SH,X601991.SH,X600111.SH,X600188.SH,X600426.SH,X600299.SH,X600027.SH,X600795.SH,X600688.SH,X002466.SZ,X601992.SH,X002080.SZ,X002353.SZ,X600529.SH,X600612.SH,X600219.SH,X600486.SH,X000027.SZ,X600315.SH,X002075.SZ,X000723.SZ,X000932.SZ,X000959.SZ,X000301.SZ,X002409.SZ,X600126.SH,X600516.SH,X000898.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0291565283651665,0.0307303220488592,0,0,0.0609671947323655,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818310529854253,-0.0306265543477768,0,0,0,0,0,0,0,0,0.0433062246604332,0,0,0,0,0,0,0,-0.00237929268407608,-0.00398783020164599,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0153545504774118,0,0,0,0.00531223374114582,0,0,0,0,0,0,0,0,0.0225451560753625,0,0,0,0,0,-0.0103959981609684,0,0,0,0,0,0,0,0,0.00683434532359058,0.132608848416171,0,0.00388782222060973,0,0,0,0,0,6.93889390390723e-18,0,0.0370169215441534,0,0,0,0,0.0815860958208606,0,0,0.000681545143770965,0.00736224356156312,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234576030403515,0,0,0,0,0,0,0,0,0,0.0105622307699175,0,0,0,0,0,0,0.028588260266643,0.0664816919307414,0,0.0398546437083104,0,0,0,0,0.0046402701581432,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0138067976805441,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0138813780615216,0,0,0.142692502102999,0,0,0,0,0,0,0,0,0,0.0107962583762447,0,0,-0.00939035139412838,0,0,0,0.071295400682746,0,0,-0.00919403120316808,0,0,0.0333310201832364,-0.0240632520560749,0,0,0,0,0,0,0,0,0,0,0,0.081196607331212,0,0.0984516913672517,0,0,0,0.00776162012961681,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.131255646109761,0.0659618334715668,0,0,0,0,0,0,0.0296869891455937,0,0.0379329100431983,0,0,0,0,0,0.172864178524004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185162690760571,0,0,0,0,0,0.0975589993743771,0,0,0,0,0,0.00282545432098688,-0.0216832380078286,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.109954833758782,0,0,0,0,0,0,0,0.0889932184525206,0,0.605496519911309,0,0.051572810976668,0,2.7219056057123e-06,0,0,0.0313601360546796,0,0,0,0,0,0,0,0.0338128766003285,0,0,0,0,0,0,0,0,0.00765034068916101,0,0,0,0,0,0,0,0,-0.0161738126112411,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.00120162353569459,0,0,0,0,0,0,0.217491145047368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342024477554631,0,0,0,0,0,0,0,0.0752914326815549,0.0597614174900685,0,0,0.0235212790191078,0,0.0241213673489082,0.105768710747353,0,0,0.0114600759912138,0.00207803929039165,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959668248874143,0.105166703720241,0,0,0.00289371945034957,0,0,0,0,0,0,0,0,0,0.313951970543826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160786063011839,0,0,0,0,-0.0179319534077421,0,0,0,-0.0116263718616743,0.0187827421672903,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0460886104525513,0,0,0,0,0,0,0.0778927016711027,0.0954653557112366,0,0,0,0,0.292817261548669,-0.0046555424091731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239734410118771,0,0,0,-0.0410994980391105,0.0376699967221354,0.0608405020197343,0,0,0,0.00585005831416312,-0.00643535480688573,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.214086106011225,0,0,0,0,0,0,0.0484030747009148,0,0,0.120151430445854,0,0,0,0,0,0,0,0,0.299325466228977,0,0,0,0,0,0,0.0342939960340086,0,0,0,0,0,0,0,0,0.107109170315424,0.0308996848191773,0,0,0,0,0,0.0560583537374912,0,0,0,0,0,-0.00665532504257755,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.214853750854094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271782438092004,0,0,0,0,-0.0209935766724098,0,0,0,0,0,0,0,0,0,0,0,0.0275172568447176,0.00405281578335311,0,0,0.0445691568177997,0,0.112320202875786,0,0.136386542090927,0,0,0,0.0126804918178456,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251144616646064,0,0,0.0698616010513377,0.114322362343461,0,0,0,0,0.138999971201531,0,0,0,0.0782420007365288,0,0.0654038657171634,0,0,0,0,0,0.0329433195931738,0.00851019110819504,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.00981251660142107,0,0,0,0,0.0372762840730243,0,0,0,0,0,0,0,0.334430566256661,0,0,0.0360508944040124,0,0,-0.0038673148058647,0,0,0,0,0,0,0,0,0,-0.0104997454694231,0,0,0,0,0,0,0,0.0375019858021105,0,0,0.023490923025566,-0.00155311931436155,0,0,0,0,0,0
X600801.SH,0,0,0.16852905768495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909049216689842,0,0,0.192250939272507,0,0,0.0265361094969016,0,0,0,0,0,0,0.0677319839643363,0,0.0291296718726286,0,0.0647285441214097,0,0,0,0,0,0.134801221753205,0.0342189815990134,0,0.0232567292473716,0,0,0,0,0,0,0,-0.0104556463692848,0.0268882588781149,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.1116093446902,0,0,0,0,0,0,0,0,0,0.138151463005937,0,0.00298275366090169,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.124555463610716,-0.0243704725123351,0,0.0356886912043812,0,0,0,0,0.166716608888705,0,0,0,0,0,0,0,0,0,0,0.0161094516368414,-0.000942714838886603,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0603052441976368,0,0,0,0,0,0,0,0,0.144828450010094,0,0,0,0,0,0,0.198645309358235,0,0.106803619171277,0,0,0,0,0,0,0.12834694692788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170460661086807,0,0,0,0.0044556643052002,-0.00405647021311308,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0226692461013318,0,0,0,0,0,0,0,0,0,0,0,0.0372731437724343,0.0596123986641824,1.73472347597681e-18,0.3193226892707,0.0378508699275846,0,0,0,0,0,0,0,0.113718934816939,-0.0158326948700862,0,0,0,0,0,0,0,0,0,0,0,0,0.0334613296279415,0.0993700246451659,0,0,-0.0082278701571298,0,0,0,0,0,0,0
