,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600362.SH,X600176.SH,X601600.SH,X600886.SH,X000786.SZ,X601898.SH,X600426.SH,X002466.SZ,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600352.SH,X600111.SH,X300037.SZ,X600489.SH,X600795.SH,X601991.SH,X600688.SH,X600486.SH,X002080.SZ,X600803.SH,X600299.SH,X600027.SH,X002353.SZ,X600219.SH,X601992.SH,X601168.SH,X000932.SZ,X000898.SZ,X600529.SH,X600399.SH,X002409.SZ,X000723.SZ,X000027.SZ,X000630.SZ,X300073.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.047247248119258,0,0.10741084007603,0,0,0,0,0,0,0.0218091704599394,0,0.0228126688451227,0,0,0,0,0,0,0,0,0,0,0.0178484818645866,0,0,0,0,0,0,0,0.00750668273750538,0,0,0,0,0,0,0,0.0085399743961008,0,0,-0.00706396371022755,0,0,0,0,-0.00610186766060221,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0492757404773298,0,0,0,0,0,0,0,0.0291303663848118,-0.00635383255620215,0,0,0,0.0177346253658045,0,0,0,0,0,0,0,0,0.0772189977675282,0,0,0,0,0,0,0.00263494956603803,0,0.139107272939556,0,0,0,0,0,0,0,0.00842022546243314,0,-0.0014438721921081,0,0,0,0,-0.00698021688603816,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.435205890352543,0,0,0,0.178437962559355,0,0,0,0,-0.0230124484444982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.00204594966497866,0,0,0,0,-0.0167594027592258,0,0
X600585.SH,0,0,0,0,0,0,0.0780823179887905,-0.0400556156875505,0,0.0461186401481548,-0.0106105448591311,0,0,0,0,0,0,0.12661226765873,0.0425052039827348,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285990070527884,0,0,0,-0.0523296559927953,0,0,0.0390613432046812,0,0,0.00856499374339619,0,0,0,0,0,0,-0.00641281061679549,0,0.021499823929781,0.000266735646532909,0,0,0,0.00268960673514502,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0744031419324651,0,0,0,0,0,0,0,0,0.00790648081701337,0.157099040989759,0.00258575622531026,0,0,0,0,0,0,0,0.107915865544733,0,0,0,0,0.0306500191319321,-0.0701422342521596,0,0,0,0,0,0.0204353826194978,0,0,0,0,0,0,0,0,0,0.0543928370133727,0,0.0177013485840188,0,0,0,0,0.00429740467870115,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.107181892226063,0,0.052351344941368,0,0,0,0,-0.0172930833178281,0,0,0,0,0,0.097076994835867,0,0,0,0,0,0,0.0847203911045627,0,0,0,0,0,0,0.0505206554373513,0,0,0,0,0,0,0,0,0,0,0,0.0254757347318814,0.0315596072037585,0,0,0,-0.00792913986775285,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35426191525487,0,0,0,0,0,0,0.301742378169393,0,0,0,0,0,0,0,0,0,0,0,0,0.0957288891267097,0,0,0,0,0,0,0,0,0.0854387870108723,0,0,0.0102715927036935,0,0,0,0,-0.00657265199985713,0,0
X600660.SH,0,0,0,0,0,-0.0911462728332935,0.0257248819925284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019492679409291,0.040200012358027,0,0.164101344297872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582484375254735,-0.0594296083387077,0,0,0,0,0,0,0,0,0,0,0,0.0112531792038074,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0285123500936013,0.0437898352461464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32149240194988,0,0.0184443022307104,0.0305808657240374,0,0,0,0.0145124172968622,0,0,0,0,0,0,-0.00345912187955706,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0419149520748862,0.0586387349004901,-0.0158000700103748,0.0395645643960785,0,0,0,0,-0.0158218835183849,0,0,0,0,0,-0.0253899376084933,0,0,0,0,0,0,0.0275518293699586,0.588892301430552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468958561105609,0,0,0,0,0,-0.0595318349055054,0,0.0162494849547674,0,0,0,0,0.00524055899266996,0,0
