,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X601991.SH,X600803.SH,X000983.SZ,X600027.SH,X600995.SH,X000786.SZ,X000629.SZ,X600096.SH,X600160.SH,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600141.SH,X600157.SH,X600688.SH,X000630.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.254619783157087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460921421527816,0.0362109988349824,0,0,0,0,0,0,0,0.0529527943859531,0,0.198744988041026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569698244124419,0,0,-0.00389815329161902,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.383708948250401,0,0,0.00925584553240655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092873103977822,0.0402647884558524,0.026339321497829,0.141822805132675,0,0,0,0,0,0,0.02417495103284,0,0,0,0,0,0,0,0,0,0,0,0,0.0376804390322442,-0.027344767117962,0,0,0,0,0,0,0,0,0
X600028.SH,0.601014341573579,0,0,0,0.0500368855459857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196842192880907,0.0446918037353007,0,0,-0.00367295484684632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78845314427359e-05,0.0140484239888815,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.04012458421203,0,0,0,0,0,0,0,0,0.190475751125072,0,0,0,0,0,0,0,0,0,0,-0.0227648032370563,0.108194895523035,0,0.113073204317807,0,0.275884826672457,-0.00310703916980414,0,0,0,0,0,0.0256118559082582,0,0,0,-0.17914961621571,0,0,0,0,0,0,0,0,-0.0111376359991484,0,0,0,0,0,0
X600188.SH,0,0.494485065842654,0,0,0,0,0,0,0,0,0.0471359406911739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278933085396538,0.00879198427182091,0.109195455261024,0,0,0,0,0,0,-0.049646232828375,0,0,0,0,0,0.255666755148097,0.0559739180951499,0,0,0,0,0,0,0,0.00370257505796937,0.0372660163708411,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13749251754903,0,0,0.0583910921183677,0,0.0437789115928666,0,0,0,0,0,-0.0253391282705471,0.0433849012422305,0,0,0,0,0.432999273300051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00694700882950625,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.405416287498094,0.16740001220741,0,0,0,0.0117765254405168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985007906533683,0.0407681004386877,0.0101925651889671,0,0,0,0.0900304097169422,0,0,0,0,0,0,0,0,0,0,0.0054235172125651,0.0200724647977104,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.568281658193039,0,0,0,0,0,0,0,-0.0032487758421516,0,0,0,0.0889190147978493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132396881668838,0,0,0,0,0,0,0,0,0,0.0403613866363467,0,0.120693106052968,0,0,0,0,0,-0.0190024600726916,-0.00256599524415442,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.143617551817605,0.0943729763382977,0,0,0,0,0.235736090481401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14497867604118,0.145251430822617,0,0.0212557915789266,0.0143801153804925,0,0.0342912444328543,0,0,0,0,0,0.00641591598509313,0,0,0,0,0.052919575110929,-0.00694436346738256,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0592595993773408,0,0,0,0.10282259833769,0,0,0,0,0,0,0,0.355411039679657,0,0,0,0.0988132249104716,0,0,0,0,0,0,0,-0.0580537533630384,0.0893289243232189,0,0,0,0,0,0,0,0,0,0,-0.0392378867146559,0,0,0,0,0.14640106410442,0,0,-0.00427399902097089,0.00158716703841483,0,0,0,0,0,0
