,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X600795.SH,X601992.SH,X600660.SH,X600188.SH,X600362.SH,X002460.SZ,X601991.SH,X600547.SH,X600111.SH,X300072.SZ,X600516.SH,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X000408.SZ,X000807.SZ,X600489.SH,X600219.SH,X000959.SZ,X002271.SZ,X000723.SZ,X600808.SH,X600549.SH,X600352.SH,X601158.SH,X002092.SZ,X000883.SZ,X000983.SZ,X000553.SZ,X000630.SZ,X600299.SH,X600176.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.050380879130782,0,0,0,0,0,0,0,0.0228014095314835,0,0,0,0,0,0.0248052965976817,0,-0.0342277152839271,0,0,0,0,0,0,0,0.0122524640013839,0,0,0,0,0,0,0,0,0,0,-0.0209596645153864,0,0,0.0276715333289387,0,0,0,0,0,-0.0214695913531654,0.0188047746371682,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.130410652860287,0,0,0.0262998092015581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164031599433684,0,0,0,0,0,0,0,0,0,0,-0.0190432390250408,0,0,0,0,0,0.104509977115686,0,-0.0245482965782118,0,0,0,0,0,0,0,0,-0.00581758613725733,0.00506538147699412,0,0,0,0,0,0
X601088.SH,0,0,0,0.0376420896565145,0,0,0,0,0,0,0,0,0.55041394650958,0,0,0,0,0,0,0,0.0463667781934584,0,0.0263765364697719,-0.0895140099237756,0,0,0,0,0,0,-0.0837374026477499,0,0,-0.00902403112538059,0,0.03266593535088,0,0.00887598820286659,0,0,0,0.0321798057345026,0,0,0,0,0,0,0.0761895735490116,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.0220657781235433,0,0,0.142319620851359,0.060995688931596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260078006402063,0.0280014061500365,-0.00825278829520539,0,0,0.0846453358694211,0,0,0,0,0,0,0,0,0,0,0,0.363894734832117,0,0,0,0,0,0,0,0,0,0,0,-0.0528121840791371,-0.0284721628672112,0.0213258322874595,0,0,0,0,0,0
X600585.SH,0,0.186825528091521,0,0,0,0,0,0.118434208957695,0,0,0,0,0.0460643473544449,0.0669944434183528,0,0,0,0,0,0,0,0,-0.0797547517699681,-0.127189013658378,0,0,0,0,0,0,0.113030397778911,0.196462071297918,0,0,0,0,0,0,-0.0443382376180386,0,0,-0.00205295649803165,0,0,0.0566646849623072,0,0,0,0,0,-0.0551473865942965,0.0358694949526626,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012702252130451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173912762799457,0.126038368661417,0,0,0.0549351389370362,0,0.157034362562817,0,0,0,0,0,0,-0.000698355763205997,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.187400773751766,0,0,0,0,0,0,0,0,0,0,0.00193801917207064,0,0,0,0,0,0,0,0,0.0525662852694438,0,0,0,0,0,0.107833917208799,0,0,0,0,0,0.187104538231633,0.110888318373061,0,0,0.0423203721631333,0,0.0535882365347485,0,0,0,0,0,0,-0.0525981927202939,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973919151110561,0,0,0,0,0,0,-0.0127835779027597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760774305893361,0,0,0.135296982848655,0,0.127504097095582,0,0,0,0,0,0,0,0.0140218985195241,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0211730196789043,0,0,0,0,0,0,0,0,0,0.0198974606195308,0,0.0395008327990866,0,0,0,-0.065598918266027,0,0,0,0,0,0,0,0,0,0.051491663623387,0,0,0,0,0,0,0.0949854208088447,0,0.0470716219933986,0,0,0.0277729359572739,0,0,0,0,0,0.0148974246139346,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.00947230243815793,0,0,0,0,0,0,0,0,0.0430284382382631,0.128368677793018,0,0,0,0,0,0,0,0,0.137499634315256,0,0,0,0,0,0,0,0,0,0,0,0.139398764865368,0.122643631555563,0,0,0,0,0,0,0,0,0,0,0,0,0.0110412589116922,0,0,0,0,0,0
