,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X000792.SZ,X002466.SZ,X601898.SH,X600111.SH,X000708.SZ,X601600.SH,X000301.SZ,X600660.SH,X600547.SH,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X600489.SH,X000807.SZ,X000629.SZ,X600378.SH,X000408.SZ,X600096.SH,X600219.SH,X000933.SZ,X000932.SZ,X000723.SZ,X002080.SZ,X600688.SH,X300037.SZ,X600141.SH,X600348.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.117944639841213,0,0,0.189476978393159,-0.0679210114461932,0,0,0,0.0438511359260081,0,0,0,0,0,0,0,0,0,0.00943052082549199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177316344358211,-0.0190604504651848,0,0,0,0,0.00292753652922651,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0717189407575803,0,0,0.0715200932039579,0,0,0,0,0.0692126447841489,0.138550074154105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221116344623408,0,0,0,-0.0120514321228218,0,0,0,0,8.67361737988404e-19,0.00274772707101604,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0656784416416923,0,0,0,0.0344696857275687,0,-0.0203294730867541,0.22895570219791,0,0,0,0,0,0,0,0.00537179774197576,0,0,0,0,0,0.106481907156975,0,0,0,0,0,0,0.0946074125562859,0,0,0,0,-0.0236089482796877,0,0,0,0,0,0,0,0,-0.0132580717274593,0,0,0,0,-0.0184262339365233,0.0189322665845637,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0231903345140295,0,0,0,0,0,0,0.159630259864449,0,0,0.0512893512919214,0,0,0,0.285241024465881,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099643565130826,0.0480320317450682,0,0,0,0,0,0.325862704017653,0,0,0,0.0320169545720344,0,0,0,0,1.0842021724855e-19,-0.00692221311076124,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.15147161385195,0,0,0,0,0,0,0,0,0,0,0,0.141607748139557,0,0.00353797645641102,0.169799037553005,0,0.0249088881404588,0,0,0,0,0,0,0.10390372116993,0,0,0,0,0,0.196042540146269,0,0,0,0,0,0,0.047123643301175,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986162780345842,0,0,0,0,0,0.516501228112466,0,0,0,0,0,0,0,0,0,0,0.0760004226878349,0,0,0,0,0,0,0,0,0.0863870990623722,0,0,0,0,0,0,0,0,0,0.0100637338902347,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0818919884930859,0,0,0.0253875670392117,0,0,0,0,0.155224113721578,0,0.045634643925414,0,0,0,0.0593758045186346,0,0.152343559423131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123261446929667,0,0,0,-0.0518797788912026,0,0,0,0,0.00325160267094551,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0193752736413941,0,0,0,0,0,0.567730393670422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158064675659798,0,0,0,0,0,0,0,0,0,0,0,0,0.0130606190971294,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616680088512256,0.559536298125841,0,0,0.0248719436508981,0,0,0,0,0.085997839301294,0,0,0,0,0,0,0,0,-0.0301429465816966,0,0,0,0,-0.00868330360001584,0.0341392004391093,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0884554467226504,0,0,0,0,0,0,0,0.115391419589041,0,0,0.0538387910008549,0,0,0.0700530186997649,0,0,0,0,0,0,0,0,0.063291151314138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137799077420298,0,0,0,0,0.0271903485620954,0,0,0,0,0,0,0
