,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X600547.SH,X600188.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X601992.SH,X002466.SZ,X600516.SH,X600176.SH,X000709.SZ,X002460.SZ,X000629.SZ,X600808.SH,X600299.SH,X600339.SH,X600801.SH,X000825.SZ,X600352.SH,X300072.SZ,X002110.SZ,X600583.SH,X600489.SH,X600426.SH,X601158.SH,X000553.SZ,X000786.SZ,X600219.SH,X000932.SZ,X000301.SZ,X000883.SZ,X000408.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.221894516560294,0,0,0,0.0933188995271079,-0.0669643271989039,0,0,0,0,0.14807984832851,0,0,0,0,0,0,0,0,0,0,-0.0133503380405869,0,0,0,0,-0.0459260266361841,0.0643176311157291,0,0.150500698437317,0,0,0,0,0,0.107707210528019,0,0,0,0,0,0,0,0.132513716687096,0,0,0,0,0.00984482584730254,0.00508832870841423,0,0,0,0,0,0
X600028.SH,0.113896611910204,0,0,0.00716028885066305,0.246075908243037,0,0,0,0.132092045162983,0,0,0,0,0,0.0323358447620514,0.0713003585254507,0,0,0,0,0,0,0,0.0574024580942633,0,0,0,0,0,0,0,0,0,0,0,0,0.0219694840544153,0,0,0,0,0,0,0,0,0,0,0,0,0.00958362793719295,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0659113855406473,0,0,0,0,0,0,0,0,0,0,0.0324891948136407,0,0,0,0,0,0,0,0,0.031029176609919,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0677157123481159,0,0,0,0,0,0,0.0135659211882734,0,0,0,0.363568304436753,0,-0.00524150749357422,-0.00499414887905453,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.151181491593029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347981074724238,0,0,0,0,0.0679135082566943,0,0,0,0,0.22032229206079,0,0,0,0,0,0,0,-0.0122015258789763,-0.0135854523165624,0,0,0,0,0,0
X600019.SH,0,0,0,0.134695328663879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455748720677027,0,0,0,0,0,0,0,0,0,0,0,0,0.0494068814983464,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.094261513848053,0,0,0,0,0,-0.00120367164676522,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169701131080981,0,0,0,0.743816107472911,0,0,0.0619665953624894,8.67361737988404e-19,0,0,0,-0.0689152855153291,0,0,0,0,0,0.0628213550972028,0,0,0,0,0,0,0,0,0,0,0,0,0.031595351470499,0,0,0.0119816208676304,0.0226634171167802,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.245693482973792,0,0,0.0178014991610029,0,0,0,0,0,0,0,0,0,0,0.042201131523387,0,0.458617057813443,0,0,0,0,0,0,0,0.0261466194290249,0.0736300787560691,0,0,0,0,0,0.113428788578967,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0171954184700617,0.0521396040447624,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146882484037397,0,0.0849104212157237,0.149486577994019,0.0885796878072442,0,0,0,0,0,0,0,0,0,0.0159598077761145,0,0,0,0.0469158546672184,0,0,0,0,0,0,0.153652182371627,0,0,0,0,0,-0.0157500867335396,-0.0219253371894393,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225641087802164,0,0,0,0,0,0,0,0,0,0,0,0.11932923443203,-0.0298912031904564,0,0.0141782218171151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286888076934059,0,-0.00786461901035743,0.00371750970422284,0,0,0,0,0,0
X600688.SH,0,0.185202473610877,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0378264060193685,0,0,0,0,0,0,0,0.0328144659661775,0.096879888016507,0.080086368602905,0,0.0619751460413548,0,0,0,0,0,0,0,0,0,0,0,-0.0127477526542007,0,0,0,0,0,0
