,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X600583.SH,X000792.SZ,X600352.SH,X601158.SH,X000898.SZ,X600157.SH,X000709.SZ,X000831.SZ,X600547.SH,X000883.SZ,X002353.SZ,X600489.SH,X000539.SZ,X600008.SH,X000825.SZ,X000630.SZ,X600660.SH,X000027.SZ,X002470.SZ,X600549.SH,X600021.SH,X000629.SZ,X600315.SH,X600808.SH,X600578.SH,X600307.SH,X600098.SH,X601699.SH,X000983.SZ,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.684906175475008,0,0,0,0,0,0,0,0.055841280860794,0,0,0.0940845166696947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720826184383883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000820939616211817,0,0,0,0,0,0
X600028.SH,0.49776730239314,0,0,0,0,0,0,0,0,0,0,0,0.0216597307586203,0,0,0,0,0.405934029768146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391897514028279,-0.011014532260276,0,0.00152313785033466,0,0,0,0
X601088.SH,-6.93889390390723e-18,0.0725938856243172,0,0,0.0586555663984844,0,0.0944200056192483,0,0,0,0,0.0424140936556293,0.0972130049689953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550220879656766,0.383539493848992,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.0273029393072019,0.172431083646201,0,0,0,0,0,0.0784106447992368,0.116776670347439,0,0.0334999693775548,0,0.0484705360253233,0,0,0.103769975736421,0,0,0,0,0,0,0,0.117082182043172,0,0,0,0,0,0,0,0.0140555638638924,0,0,0,0,0,0,0,0,0,0,0,0.173237999977672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.103557196197655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256416799216266,0,0,0,0,0,0,0,0.212132100500738,0,0.322592238996438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102407416888401,0,0,0,0,0,-0.00143879698491074,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0353511619481416,0,0,0,0,0,0.195240895539449,0,0,0,0,0.00667623999855746,0.0964015445525256,0,0,0,0,0,0,0.0112399473787642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168690457498173,0.00941417107949247,0,0,0,0,0,0.0118623215176817,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.121494951368818,0.0535269808221119,0,0,0,0,0,0,0,0,0,0,0,-0.0149941663451831,0,0,0.0191484670601285,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171526138773845,0,0,0.0201185809227361,0.0198299328125601,0,0.299410028550291,0.228046797814231,0,0,0,0,-0.000841879679952411,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791559039359494,0,0,0.587319663588765,0,0,0,0,0,0,0,0,0,0.0568121231186362,0,0,0,0,0,0,0,0.103609592779464,0,0,0,0,0,0,0,0,0,0,-0.0125315398304806,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.104403983762668,0,0,0.315557782286553,0.123030226274327,0.00715477573149143,0,0,0,0.0606892475495999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229805278806536,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239072894899403,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.190410260528961,0,0.170729939001798,0,0,0.131855204762928,0,0.065953069477216,0,0,0,0,0,0,0,0,0,0.0681631800709763,0,0,0,0,0,0,0,0,0.0763044413515904,0,0,0,0,0,0,0.0263246963729944,0.106132575423021,0,0,0,0,0,0,0,0,0,0,-0.0366823633690072,-0.0255573313844463,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.263598132358652,0.239281137534428,0,0.154890304047708,0,0,0,0.135379555326972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226157872460892,0,0,0,0,0.0032250716660683,0,0,0.0375064970198166,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104175589717634,0,0,0,0,0,0
