,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X600803.SH,X600027.SH,X601991.SH,X002460.SZ,X000301.SZ,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X000786.SZ,X601699.SH,X600176.SH,X002128.SZ,X600219.SH,X000807.SZ,X000630.SZ,X600985.SH,X000877.SZ,X000933.SZ,X601168.SH,X000883.SZ,X000408.SZ,X600096.SH,X000027.SZ,X002353.SZ,X000932.SZ,X002271.SZ,X600995.SH,X600801.SH,X600483.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.289858519414922,0,0,0,0.0827751508336367,0.120409347377539,0,0,0,0,0,0,-0.117181008858361,0.0094470290520683,0.0837790061903838,0,0,0,0,0,0,-0.0379200472706185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269728197453715,0,0,-0.024732306702232,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709065494017783,0,0
X601088.SH,0.119061006657118,0,0,0,0,0,0.166264967800382,0,0,0,0,0,0.143291083253798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108944530095621,0,0.0185715721677985,0,0,0,0,0,0,0,0.0452461315335413,0,-0.0240965544757946,0,0,0,-0.105433522450222,0,0,0,0,0,0.0212246650720271,0.0613917717315219,0,0,0.0161924587645335,0,0
X600028.SH,0.519469593850275,6.93889390390723e-18,0,0,0,0.138920976969473,0,0,0,0,0,0,0,0,0,-0.051297381128162,0,0,0,0,0,0,0,-0.107607864172794,0,-0.0134458389149141,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065241070133823,0,0
X600309.SH,-0.106477341089765,0,0,0,0,0,-0.000937439931821145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147150007797289,0,0,0.0158889037837718,0,0,0.0888804006867198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233025103382623,0,0.207164984060021,0.0257606697584362,0,0,0,0,-0.0491105838333401,0,0,0,0.00708831944158692,0,0
X601898.SH,0,0,0,0,0,0,0.101698175698224,0,0,0,0,0,0.142686000127635,0,0,0,0,0,0,0,0,0.0721810177969641,0,0,0,0,0,0,0,0,0.204646811061327,0,5.42101086242752e-20,0,0,0,0.173778390681105,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.167303646282517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070991136387315,0,0,0,0,0,0,0,0,0,0,0.00292470446516297,0,0,0,0,0,0,0,0,0,0.0369334489564908,0,0,0.0982614038082665,0,0,0.235312239664921,0.0506140665130214,0,0,0,0,0.0532593772547038,0,0,0,0,0,0,0
X600188.SH,3.46944695195361e-18,0.0243202133623926,0,0,0.123880392841915,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165305203563037,0,0.635958426560425,0,0,0,0,0,0.0138789359215903,0,0,0,0,0,-0.0472158900717002,0,0,0,-0.222681554525823,0,0,0,0,-0.0566436806060429,0,0,0,0,0,0,0
X600886.SH,0.11280302138115,0,0,0,0,0,0,0,0,0,0,0,0,0.0709242501797169,0,0.00858874965783697,0,0,0,0,0,0,0,0,0,-0.0497715768286476,0,0,0,0,0,-0.229000732036491,0,0,0,0,0,0,0,0,0.178454081533381,0,0,0,0,0,0,0,0,0,-0.0983616432430865,0,0,0.0321562102058749,0,0,-0.0398368896703413,0,0
X600011.SH,0.009982519801534,0,0,0,0,0,0,0,0,0,0,0,0,0.156609438110037,0,0,0,0,0,0,0,0.150700871749304,0.331778685405876,0,0,0,0,0,0,0,0,0,0.0270513747757755,0,0,0,0,0,0,0,0.069785057503043,0,0,0,0,0,0,0,0,0,0,0.0549276845241528,0.00731776895409841,0,0,0,-0.0823605062301308,0,0
X600585.SH,0,0.000139165417164503,0,0,0,0,0,0,0,0,0,0,0,0,0.189905657528368,0.120787190116053,0,0,0,0,0,0,0,0,0,-0.059603864650052,0,0,0,0,0,0.150894512002289,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0225437961706012,0,0,0,0,0,0,0.147440373317648,0,0,0,0,0.0254938024118099,0,0,0.0107304994211016,0,0
