,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X000877.SZ,X002271.SZ,X600803.SH,X600426.SH,X600362.SH,X600027.SH,X601991.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X000539.SZ,X000408.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600378.SH,X002080.SZ,X600688.SH,X600612.SH,X600985.SH,X000932.SZ,X600157.SH,X600348.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.524615563014533,0,0,0.0733508342643032,0,0,0,0,0,0,0,0,0,0,-0.0169893371107931,0,0,0,0,0,0,0,0,0,0,0,0.0540933529174154,0,0,0,0,0.132217947259607,0.0186054258532597,0,0,0,0,0,0,0,0,0.00777630390762742,0,0,0,0,0,0,0,0,0.0909055354095038,0,0,0,0,0,0,0
X600028.SH,0.645911516108915,0,0,0,-0.11597485604574,0,0,0,0,-0.0504757961633092,0.0678323224637815,0,0.124039519505016,0,0,0,0,0,0,0,0.00851694665492374,0,0,0,0,0,0,0,0,0,-0.00879627895870256,0,0,0,0,0,0,0,0,-0.0258359300331194,0,0,0,0,0,0,0,0,0,0,0,0.00745084565195248,-0.0218694001664733,0,0,0,0,0,0
X601088.SH,0.0543126021815451,0,0,0,0,0,0,0,0,0,0.0347183191746502,0,0,0.235251215890024,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.0539562022020754,0,0,0,0.0231862195097456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437581360696212,0,0,0,-0.0263178683561929,0,0,0,0,0,0
X600309.SH,0.019184936804624,0,0.0564247023803307,0,0,-0.142292856642243,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136240376374662,0,-0.056611439869458,0,0,0.321641958896917,0,0,0,-0.0513405198928278,0,0,0,0.0810437219446931,0,0,0,0.0172236523800078,-0.0352181956652451,0,0.0508971996693399,0,0,0,0,0,0,0,0,0,0,0,-0.080820605375552,0.0176506273589157,0,0,0,0,0,0
X600188.SH,0.0792455775301542,0,0,0,0,0,0,0,0,0,0.049315393918982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332671962906776,0.326835344105206,0,0,0.0191864809966612,0,0,0.012210039073998,-0.0631737921027324,0,0,0,0,0,0,0,0,0.172642755900758,0,0,0.117745379645731,0,0,-0.0196560860832491,-0.0627309805386407,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0727961400017328,0,0,-0.184519007842701,0,0,0,0,0,0,0,0,0,0.16265381646298,0,0,0,0,0,0.331699544221542,0.0512268271082483,0,-0.0723627686313411,0,0,0,0,0,0,0,0,0,0,0,0,0.0432214606452174,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0.0017194696865912,0,0,0.132420114543367,-0.0177933884565175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32545166404546,0.051261892059061,0,0,0,0,0,0,0,0,0,0.0791517165956608,0,0,-0.0117941443580907,0.0194035575267918,0,0,0.0542811430377313,0,0,-0.0145779715900828,0,0,0,0,0,0,0,0,0,0.0121822115332428,0,0,0,0,0,0
X600019.SH,0,0.11819794394357,0,0,0.0671467155503487,0,0,0,0,0,0,0,0.0605140069164795,0.0227874621676581,0,0,0,0,0,0,0,0,0.0645780949153282,0,0,0,0,0,0,0,0.0682302287683827,0,0,0,0,0.0279153673729611,0,0,0,-0.0695527450073259,0,0,0,0.0437071880901397,0,0,0,0,0,0,0,0.150404914472447,-0.0289183168300661,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.402554913031904,0,0,-0.021408677592578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00203717033760279,0,0,0,0.0769183877690306,0,0.204242469140111,0,0,0.0767937864903258,0,0,0,0,0,0,0,0,0,0,0,-0.0308939400121865,0,0,0,0,0,0
X002466.SZ,0,-0.0163169615605526,0,0,0,0,0,0,0.485807905090173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638657651649999,0.0774822411526741,0,0,0.0326594382264428,0.0780588331822853,0,0.12672261614741,-0.0641641643373039,0,0,0,0,0,0.104067039198019,0,0.0174461629550701,0,0,0.145318473124129,0,0,0,0
X601898.SH,0,0.166934540245724,0,0,0.0776108847480739,0,0,0,0,0,0,0,0.0489363907680915,0,0,0,0,0,0,0,0,0,0,0,0,0.234659271234962,0,0,0,0.0553998165451954,0,0,0,0.0936876792066741,0,0,0,0,0,-0.0392012515854458,0,0,0,0,0,0,0,0,0,0,0,0.052793649285341,-0.0548850586451746,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.21173624369137,0.101895203365514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319566419966027,0,0,0,0,0,0,0,0,0,0,0.0473672627776532,0.0576861919618587,0,0,0.0854061839813736,0.0635042839288601,0,0,0,0,0,0,0,0,0,0,0,-0.00475835657676046,0,0,0,0,0,0
X600547.SH,0.0407585173841209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638618998784978,0,0,0,0.0219942592148978,0,0,0,0,0,0,0,0,0.525695947650891,0,0,0,0,0.040922171397656,0,0,0,0,0,0,0,0.0167226874509952,0,0,0,0,0,0,-0.0169741583633598,-0.0223336002584009,0,0,0,0,0,0
X601600.SH,0,0.00775444936174702,0.0245287366706599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305978851623541,0,0,0,0,0.0153009057133081,0,0.485687999412779,0.0458514639273728,0.0971565163548301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970885828263015,-0.00822488686881132,0,0,0,0,0,0
