,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600886.SH,X600362.SH,X600801.SH,X600188.SH,X002460.SZ,X600352.SH,X002466.SZ,X601991.SH,X600795.SH,X000786.SZ,X600688.SH,X600111.SH,X601992.SH,X002271.SZ,X000723.SZ,X600176.SH,X600027.SH,X002353.SZ,X600583.SH,X600516.SH,X600426.SH,X600489.SH,X000898.SZ,X600299.SH,X600219.SH,X000709.SZ,X000883.SZ,X601158.SH,X600612.SH,X000553.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000792.SZ,X000825.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0617594814635093,0,0,0,0,0.0242450949853735,0,0,0,0,0.0307284682105695,0,0,0,0.222313023220019,0,0.0595958669751831,0,0,0.0510536733543344,0,0.00485194364563399,0,0,0,0.160243852935341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460895940499289,0,0,-0.00598569536609443,0.00586280920569049,0,0,0,0,0,0
X600028.SH,0.0250621724833685,0,0,0,0,0,0,0,0.0233548701517211,0.0590989411961044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2209396106445,0,0,0.0229212503623279,0,0,0,0.0689053402717898,0,0,0,0.0730229628002585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139108203435947,0,0,0,0,0.00447513061779015,0,0
X601088.SH,0,0,0,0,0,0,0,0.00758625252921917,8.67361737988404e-19,0.0200291740045556,0,0,0,0,0,0.021220963465574,0.283052084148372,0,0,0,0,0,0,0.0713017878993903,0,0,0,0.100269589436505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104141853481354,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0626990043367493,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.400813192522544,0,-0.00756882127380066,0,0,0,0,0.0279451713203612,0,0,0,0.038902560183733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796392041160431,-0.00531676823143937,0,0,0,0.0256220439885138,0,0
X600309.SH,0,0,0,0.0779711543193536,0,0,0.0735951577591365,0,-0.0326123869386605,0,0,0,0,0,0,0.277248025431904,-3.46944695195361e-18,0,0,-0.0304991635370961,0,0,0,0,0,0,0.0255636721396518,-0.26427978907006,0,0,0,0,0.150962767414345,0.0697821662368077,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226627473517688,0.208707926203514,0,0,0.0457988237879948,0,-0.0401280340095442,0,0,0,-0.0374173184717345,0,0
X600019.SH,0,0,0,0,0,0,-0.0366751559980874,0,0.0513406529166086,0,0,0.0459557565480324,0,0,0.0848094512357883,0,0,0,0.045156188312945,0,0,0,0,0,0,0,0,0.0105157219421453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764290700317387,0,0.0318332378817492,0.0147541843525781,0,0,0,0.0339656705258538,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00652998311023538,-0.0566018850236844,0.0412818929962141,-0.271878230770013,0,0,0,0,0,0,0,0,-0.00748436793917559,0,0,0,0,0,0,0.838919019823171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328388618531125,0.0477816784417735,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0299555700373467,0,-0.0532458529608208,0,0,0,0,0,0,0.0119473101801094,0,0,0,-0.0800677131452242,0,0,0,0.169693384728685,0,0.0773661636505079,0,0,0,0.229479235695494,0,0.074608643855433,0.0362111658655881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147878247824185,-0.0179958951285777,0,0,0,0.0020227128448043,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0490330104778362,0,0,0,0,0,-0.0900291633022733,0.164387487141388,0,0,0,0,0,0,0,0,0.270330915397653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00537093312930511,0.0489604404398744,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.112321266401857,0,0,0.02080704634362,0,0,0,0,0,0,0,0.329698378743333,0.0699061024941803,0,0,0,0,0,0,0,0,0,0,0.0473843625600035,0,0,0,0.0352569571009284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930531799666876,0.0240133005097539,0,0,0,0,0,0
