,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X000786.SZ,X600188.SH,X002466.SZ,X600010.SH,X600111.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X600795.SH,X601991.SH,X000027.SZ,X600803.SH,X600352.SH,X600489.SH,X000408.SZ,X600219.SH,X600688.SH,X000932.SZ,X600801.SH,X000807.SZ,X000825.SZ,X000898.SZ,X002353.SZ,X601699.SH,X300037.SZ,X600315.SH,X000959.SZ,X600157.SH,X000830.SZ,X600486.SH,X000983.SZ,X002080.SZ,X600027.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217853419605874,0,0.0591621615385754,0.0192292409764802,0.0930773681951937,0,0,0,0,0,0.00774355903458993,0.0143689691079221,0,0,0,0,0.235189214912431,0,0,0,0,0,0,0,0,0,0.0310850701986736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.00139265354044358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102612100575729,0,0,0,0,0,0.0109357002367123,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0113669708975339,0.0932804302462162,0,0,0,0,0.0264989272151133,0,0.129894130328112,0,0,-0.135126131022187,0,0,0,0,0.0402106780491607,0,0,0,-0.0320326128143041,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116945635305841,0,0,0.030241137119621,0,0,0,0.0961645051706934,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0354083358989969,0,0,0,0.0991550251205289,0,0,0,0,0.00545563837026353,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0843275920493526,0,0,0,0,0,0,0,0,0.120252934141507,0,0,0,0.102770280541822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108242637984269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104315248324259,0,0,0,-0.0254152290997236,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0393717472761052,0,0,0,0,0,0.0138856232537098,0,0.0574824285651254,0,0,0,0,0,0.011021318303589,0,0,0,0,0.0319029731312217,0,0,0.0705788185540037,0.00039854546077941,0,0,0,0,0,0,0,0,0,0.0222472781886023,0,0,0,0,0,0,0,0,0,0,-0.00133212177273888,0,0
X600019.SH,0,0,0,0,0,0,0.00851717870818951,0,0,0.0824709999658867,0,0,0,0,0,0,0,0.00493760961501052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195621034428409,0,0.125375528491434,0.127584988298538,0.136415981604953,0,0,0,0,0,0,0.0311012037587422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.238592876510652,0,0,0,0,0,0,0,0,0.559897003050703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510930069738581,0,0,0.059577771364854,0,0.0410585946658395,0,0,0,0.0773340857266352,0,0,0,0,0,0,-0.0283165388272772,0,0,0,0,0.00646661820457146,0,0
X002271.SZ,0,0,0,0,0,0,0.126500887800041,0,0,0,0,0,0,0,0,0,0,0.032561117487638,0,0,0.0591551204496322,0,0,0,0,0,0,0,0,0.0322780197750176,0.171221948483253,0,0,0,0,0.0369568861420071,0.0479630934118827,0,-0.117189174184715,0,0,0.0429851941332005,0,0,0.0845552071826051,0,0,0,0,0,0,0,-0.096001013719358,0,0,0,0.025034777110796,0,0
X600660.SH,0,0,0,0,0,0,0.193396019424134,0,0,0,-0.181336847041504,0,0,0,0.0829533776261119,0,0,0.0930657125387694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120464902387674,0,0,0,0,0,0,0.0424042732653808,0,0,0,-0.0913529108900931,0,0,0,0,-0.0243674391639371,0,0
X000708.SZ,0,0,0,0.076335654365306,0,0,0,0,0.0160284555986624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122868070593612,0,0,0,0,0,0,0,0,0,0.128250084815145,0,0,0,0.184717966381686,0,0,0,0.158347464035368,0.0147581448628408,-0.00330676940286436,0,0,0,0,0,0.118279625581281,0,0,0,0,0,0,8.67361737988404e-19,0,0
