,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X600795.SH,X002466.SZ,X000708.SZ,X601699.SH,X000301.SZ,X002460.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X000786.SZ,X600985.SH,X601991.SH,X002271.SZ,X000630.SZ,X000408.SZ,X000933.SZ,X000807.SZ,X000932.SZ,X600176.SH,X601168.SH,X600348.SH,X600612.SH,X002128.SZ,X600219.SH,X600096.SH,X300037.SZ,X601666.SH,X000027.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.323834969663979,0.00740590789174175,0.0178187317344967,0,0,0,0,0,0,0,0,0,0,0,-0.0198277223279757,0,0,0,0,0,0,0,0.106743236388831,0,0,0,0,0,0,0.114648219873443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182265812105014,-0.00803201540933661,0.0699820901122533,0,0,0,0,0
X601088.SH,0.0267276419207487,0,0,0,0.120115474039035,0.0772922604075277,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0249529829164908,0,0,0,0.160092387083222,0,0,0,0,0,-0.124682121298419,0,0.207723361792335,0,0,0,0,0.04346222416741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235180585436133,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0872655292543712,0,0,0,0,0,0,0.078541208308689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.285905786954854,0,0,0,0,0,0,0,0,0,0,0,0,-0.00446970493622523,-0.00202204640669157,0,0,0,0,0,0
X600309.SH,0.112977805387741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175152310875372,0,0,1.73472347597681e-18,0,0,0,0,0.184821772119809,0,0.0251574007732773,0,0,0,0,0,0,0,0.241124060736108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171368793294498,0,0,0,0,0,0
X600188.SH,0,0.0933691286649414,0,0,0,0.120597518423427,0,0,0,0,0,0,0,0,0,0,0,0.0991843191712538,0,-0.00269223938157906,0,0,0,0.178296395366388,0,0.0688502125981277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250684331404211,0,0,0,0,0,0,0,0,0,0,-0.00637577094040409,0,0,0,0,0,0
X601898.SH,0.103940253837922,0.284067885381255,0.0413873480396592,0,0.173572410913054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0627385803404003,0,0,0,0.0357832546956278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187046166008269,0.00165719960779996,-0.0305295108542559,0,0,0,0,0,0
X600019.SH,0,0,0.0477031239197215,0,0.0504052589876618,0.0752097095137075,0,0.195758425128716,0,0,0,0,-0.0447939561731799,0,0,0,0,0,0,0.0264794401005977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391293880123567,0,0.108211557696563,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.000778427249268557,0,0,0,0,0,0
X600011.SH,0.0449938502536406,0,0,0,0.091217195334946,0.0145443596638079,0,0,0,0,0.0370068793260298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295361080674896,0,0,0,0,0,0,0,0.136233053409541,-0.0124875182730442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000665597920207193,0,0,0,0,0,0
X600585.SH,0.0656927211781139,0,0,0.105488463218833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103167668974299,0,0,0,0,0,0,0,0,0,0,0.0239051527746575,0,0,0.0427266584725531,0,0,0.130419737340373,0,0,0.0490432484298574,0,0,0,0,0,0,0,-0.0592301270803674,0,0,0,0,0.009056626094891,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0367144128694381,0,0.00234213590101945,0,0,0,0,0,0,0,0,0,0,0,0.0364630992017187,0,0,0,0.0909374038193577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262343103725334,0,0,0,0.0185081657607888,-0.013476628638386,0,0,0,0,0,0
