,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X600176.SH,X601991.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X000933.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X000723.SZ,X002128.SZ,X600157.SH,X002353.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.663348369916111,0.18380154874019,0,0,0,0,0,0,0,0,0,0,0,0.129600123512299,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.103851235192554,0,0,0,0,0,0,0,0,-0.0327144233554779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486880034676886,0,0,0,0.00618015073952539,0,0,0,0,0,0
X600028.SH,0.505995597005191,0,0,0,0,0.0379710505564066,0,0,0,0,0,0,0,0,0,-0.0343098621080654,0,0,0,0,0,0,0,0,0,0,0,0,0.0687660550473754,0.0837889188818679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154381652927116,0,0,0,0,0.0453603460360921,0,0
X601088.SH,-1.73472347597681e-18,0.167175271214233,0,0,0.143738742873592,0,0,0,0.0371406855960005,0,0,0,0.0744827906360312,0,0,0,0,0,0,0,0,0,0,0,0.0743372433970906,0,0.0225950429861596,0,0,0,0.0587112384191218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581182677157542,0.00550579032905329,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0633978994831028,0,0,0,0,0,0.156783484251998,0,0,0,0,0.0487630352178265,0.110151595673289,0,0,0,0,0,0,0,0.0245403308483931,0,0,0.021796820949974,0,0,0,0,0,0,0,0.065084166954495,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334342935955847,0,-0.0279348578584022,0.0226242630579091,0,0,0,0,-0.216101609920102,0,0
X600188.SH,0,0,0,0,0,0.0600234705621158,0,0,0.18574929149991,0,0,0,0,0,0,0,0,0,0,0,0,0.0218598723434356,0,0,0.173144388135894,0,0.351433018946674,0,0,0,0,0,0,0,0,0,0,0,0.155774333348982,0,0,-0.0868197040924655,0,0,0,0,0,0,0,0,0,0,-0.0126312202500104,0,0,0,0,0,0
X600019.SH,0,0.0898062471999937,0,0,0.0180586262262047,0,0.0816505921739369,0,0,0,0,0,0.033310768986666,0,0,0,0,0,0.0939692813742937,0,0,0,0.123847937439747,0,0,0,0,0,0,0,0,0,0,0,0.0845688075771822,0.29873750989176,0.299426302388693,0,0,0,0.0450584701151735,-0.121655471768854,0,0,-0.127593074336448,0,0,0,0,0,0,0.00180492931007607,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672717061042371,0.337193345287007,0,0,0.136632925092078,0.0272063786837063,-0.0529461820295056,0,0,0.0618205935631892,0,0.0117082745188085,0,0,0,0.0844676362939276,0,0,0,0,0,0,0,0.0473758304708517,0,0,0,0,0,0,0,0.0174202624304016,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.104561745577812,0,0,0,0,0,0,0,0.160361166872834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418129808068171,0.0376784423763091,0,0.0637736162576379,0,0,0,0,0,0,0,0,0,0,0.118473004344028,0,0,0,0,0,0,-0.0377830579889386,-0.0153008835089547,0.000910994232988947,-0.00892304965851694,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.237807089489328,0.00606451847825504,0,0,0,0,0,0,0,0,0,0.0314419400405251,0,0,0,0,0,0,0,0,0.192805098512843,0,0,0,0.128466600740811,0,0,0,0,0,0.0135593101979172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00600650250712018,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0255059968201511,0,0,0,0,0,-0.0933659708983537,0,0,0,0,0,0,0,0,0,0,-0.0936351016643886,0,0,0,0,0,0,0,0.473641367974172,0,0,0,0,0.0296941319877777,0,-0.039603947328768,0,0,0,0,0,0,0,0,0,0,0,0.0240516601063239,0,0,0.0143376480145089,-0.0168064980708155,0,0,0,0,0,0
