,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X600188.SH,X600111.SH,X600362.SH,X600583.SH,X002075.SZ,X601158.SH,X601992.SH,X600309.SH,X000539.SZ,X000898.SZ,X000027.SZ,X600021.SH,X002353.SZ,X600352.SH,X000883.SZ,X002470.SZ,X601918.SH,X000792.SZ,X000629.SZ,X000878.SZ,X600660.SH,X600863.SH,X600307.SH,X600808.SH,X600098.SH,X600578.SH,X000060.SZ,X000825.SZ,X300072.SZ,X600489.SH,X600008.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.694063724910697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207542564718969,0,0,0,0,0,0,0,0,0,0.0546288606300887,0,0,0,0,0,0,0.0191567669715097,-0.00934833916877235,0,0,0,0,0,0
X600028.SH,0.342396939771338,0,0,0,0,0.254721651755019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117076397310442,0.0354659846984692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101276180475791,0,0,0,0,0,0,0
X601088.SH,0,0.189622833876594,0,0,0.169719067257221,0,0,0.121552617404257,0,0,0,0.15082819352621,0,0,0,0,0.0876892627974621,0,0,0,0,0,0,0.00794752037094576,0,0,0,0,0,0,0,0,0,0.0424679422059775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00718790742340116,0.00416636571574235,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0838442057255982,0,0,0,0,0.303068311187177,0,0,0.0913684652769077,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30619304670642,0,0,0,0,0,0,0,0,-0.00271983134260846,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.109639115216859,0,0.0776769510039245,0,0,0,0,0,0,0,0,0.125164002878486,0.262975653273211,0,0,0,0,0,0,0,0.0159723299460658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423960944854923,0,0,0.141800227721815,0,0,0,0,0,0,0,-0.0235902713150314,0,0,0,0,0,0
X600019.SH,0,0.0132056053390818,0.0491414187941541,0.148292754974354,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.101678349641061,0,0.0409058531209335,0,0,0.0489316684316893,0,0,0.139300654670641,0,0,0.247512000383168,0,0.0144503270865505,0,0,0,0,0.0142605576975271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00451791596494128,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.185972045613661,0,0,0,0,0,0.362731277031948,0,0,0.290683299648711,0,0.125980084410176,0,0,0,0,0,-0.0515764727216008,0,0,0,0,0.00256314409874006,0,0,0,0,0,0,0,0,0.185923136527221,0,0,0,0,0,0,0,-0.00828731927239502,0,0,0,0,0,0,0
X600585.SH,0,0,0.115592518396433,0.0797969948543342,0,0.116263633177851,0,0,0,0,0,0,0,0,0,0,0,0.196225371506647,0,0,0,0,0,0.0451530872008112,0,0,0,0,0,0,0,0,0,0,0,0,0.0808886052113175,0,0,0,0,0,0,0,0,0,0,0,0,-0.005132258791725,-0.0160148738647047,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0439964232785818,0,0,0,0.135140199289245,0,0,0,0.0723294391112313,0,0,0,0,0.0542799796602021,0,0,0.056767004411956,0,0,0,-3.46944695195361e-18,0.0759685578945839,0,0,0,0,0.0103702604978448,0,0.083128773198755,0,0,0.0340103390847689,0,0,0,0.171125163197467,0,0,0,0,0.0479167295969839,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0944849185377966,0,0,0,0,0,0,0.0510584340301018,0.269509349481583,0,0,0,0,0,0,0,0,0,0,0.0552917223119548,0,0.0133221033407711,0,0,0,-0.0730717352299628,0.0231329933579634,0,0,0,0,0,0,0,0,0,0,0,0,0.0344774888231732,0,0,0,0,-0.0401698610868324,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.149291920705389,0,0,0,0,0,0.0678449033521775,0,0.128736886655641,0,0,0.130801759814753,0.0621169103056226,0,0,0,0.0625398169609322,0,0,0,0.00658851787332901,0,0,0,0,0,0,0,0,0,0,0.125491152516076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.202010045861473,0,0.072296532613444,0,0,0,0,0,0.0149668317950968,0,0.258329125141181,0,0,0,0,0,0,0,0,0.0185753960595324,1.38777878078145e-17,0,0,0,0.0055633949245757,0,0,0,0,0,0,0,0,0.00202330671503223,0,0.204984582148667,0,0,0,0,0,0,0,-0.00955519637112898,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,-0.115659743355751,0,0,0,0,0,0,0,0,0,0,0,0.384895508627062,-0.056843524216285,0,0,0,0,0,0.0514018881170975,0,0,0,0,0,0.387202451946233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00604115293129764,-0.0193297692915983,0,0,0,0,0,0
X000709.SZ,0.158239209686111,0,0,0,0,0,0,0,0,0.0273550821843904,0,0,0,0,0,0.0925263785678925,0,0,0,0,0,0,0,0,0,0.115403302200415,0.0382074149371781,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381968197397838,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.185695331881489,0,0,0,0.10667124038287,0,0,0,0,0,0.0916605047422327,0,0,0,0,0,0,0,0,0.0234358026121698,0.176972877761078,0,0,0,0.0509253167403506,0,0,0,0,0,0,0.0182649234752268,0,0,0,0,0,0,0,0,0,0,0,-0.00575013374892044,-0.0139704919033755,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.144994058147299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547985732816578,0,0,0,0,0.0179416827292363,0,0.0927596708102941,0,0,0,0,0,0,0,0,0,0.0536078336069006,0,0,0.140594832573829,0,0,0,-0.0386343990713442,-0.0505528403030491,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.524293527099379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,2.16840434497101e-19,0,0.10025249263117,0,0,0,0,0,0,0,0,0,0.0515222675034317,0,0,0,0,0,0,0,0,0,-0.0311925186141885,-0.00542231223038955,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.120294723179727,0,0,0,0,0,0,0,0,0,0.0725323914785068,0,0,0.0881742667828839,0,0,0,0,0,0,0.152063287636746,0.155871263338677,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0120152586881527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0379628295651197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733455325095732,0.133944071192335,0,0.0997372232634904,0,0.0293342576705746,0,0,0,0,0.148281964397121,0,0,0,0,0,0.210826506992137,0,0,0,0,-0.0322920380649711,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.271102480272136,0,0,0,0.1774266180182,0,0.118478202449106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235861203019117,0,0,0,0,0,0,0,0.148079589019493,0,0,0,0,0.0685724956342232,0,0,0,0,0,0,0,-0.0130475738512978,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100383669239954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809817105860876,0,-0.133240004422492,0,0,0,0,0,0.0307317660339365,0,0,0,0,-0.00725332503267232,0,0,0,0,0.108906730774846,0,0
X601158.SH,0,0,0,0,0,0,0.00585151717986728,0,0,0,0,0,0,0,0,0,0.08996974906164,0,0,0,0,0,0,0,0,0.122139374697992,0.225031913263723,0.0543140192532428,0,0.0434772546812055,0,0,0,0,0.0287385812619539,0,0,0,0,0.0268748836638964,0,0.0338097113079555,0,0,0,0.0747953252057224,0,0,0,-0.0102767205657673,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0904035989893667,0,0,0,0,0,0,0,0,0,0,0.0269481940117153,0,0,0,0.131495338569114,0.0156137026967743,0,0,0.0458842052731713,0,0,0.119539323658373,0,0,0,0,0.26657427665458,0,0.0831453726042899,0,0,0,0,0,0,0.0270704472082251,0,0,-0.00134099222151328,-0.0154777414645847,0,0,0,0,0,0
X600309.SH,0,0,0,0.239866690333416,0,0,0.0244147696289256,0.037586343674701,0,0,0,0,0,0,0,0,0.0244746898354676,0,0,0,0,0,0,0,0,0,0,0,0,0.24591589142127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221485450780311,0,0,0,0,0,0,0,0,0,0,0
X000539.SZ,0.329978969052325,0,0,0,0,0,0,0,0,0,0,0,0.0255553447005558,0,0,0,0.0136758308376827,0,0,0.055285347055252,0.183459627288616,0,0,0,0,0,0,0,0,0.0106962324081528,0.0101128254840274,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0441920635601085,0,0,0.0598941070690246,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0132015890099397,0,0.252172102163818,0,0,0,0,0,0.139621781397446,0,0,0.0763782590785808,0,0,0,0,0,0,0.0179871361273524,0.361644672634623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.128949439239559,0,0,0.218001306470791,0,0,0,0,0,0,0.00274551437234943,0,0,0,0.00435322520950728,0,0,0,0,0,0,0,-0.00332654251740869,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2872372578915,0,0,0,0.157141003898275,0,0.0372022750291674,0,0,0,0,0,0,0,0.0133855209311862,0,0,0,0,0,0,0,0,0,-0.00123403534459472,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00199497608314016,0,0,0,0,0,0,0,0,-0.00110507930954127,-0.00123227790529506,0,0,0,3.3881317890172e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036368327501262,-0.0039141317796367,0,0,0,0.0194624106065125,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186222840780401,0.0253551095710441,0,0,0.322428568755339,0,0,0,0,0,0,0,0.0459937870728062,0,0,0,0,0,0,0,0,0.0465072127923206,0,0,0,0,0,0,0,0,0,-0.0120126840336918,0,0,0,0,0,0,0
