,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X600801.SH,X600688.SH,X000786.SZ,X600027.SH,X600111.SH,X002271.SZ,X601992.SH,X000723.SZ,X002460.SZ,X600176.SH,X002466.SZ,X002353.SZ,X000898.SZ,X600516.SH,X600583.SH,X600299.SH,X600489.SH,X600426.SH,X601158.SH,X000883.SZ,X000709.SZ,X600219.SH,X600612.SH,X000792.SZ,X000553.SZ,X000027.SZ,X000629.SZ,X000825.SZ,X000630.SZ,X000539.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0243675926237206,0.116433175911646,0,0,0,0,0,0,0,0,0.0907594829191578,0,0,0,0.0932033438490356,0,0,0,0,0,0,0,0.055886940114256,0,0.00467482144852149,0.0657763608508951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161433086180503,0,0,0,0,0.0135214240524923,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0398399388337371,0.00488866344813726,0,0,0,0,0,0.0701487444692336,0,0,0.0508266199308684,-0.00154137370766509,0,-0.0475229379202751,0,0,0,0,0.105379130168318,-0.00652054956346541,0,0,0.000236455621805387,0,0,0.0223597309702638,0,0,0,0,0,0,0,0,-0.0297139004700458,0,0,0,0,0,0,0,0,0,0.00607142156898226,0,0,0,0,0,0
X601088.SH,0,0,0,0.137164757146171,0,0.29319454062207,0,0,0,0.0877775927709148,0,0,0,0,0,0,0,0,0,0.0385583932923465,0,0,0,0,0.00644588687345738,0,0,0,0.0073958285100688,0,0,0,0.0448748759547774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222126861055329,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.048796264806853,0,0,0,0,0,0,0,0,0,0,0.295767071768832,0,0.0279180769327992,0,0,0,0,0,0,0.0250512624110367,0.00888247367817507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00528145572889649,0,0,0,0,-0.0129617223601242,0,0
X600309.SH,0,0,0,0,0,0,0,0.0426172876864173,-0.0531805404671333,0,-0.0959998516013375,0,0,0,0,0,0,0,0.0322510432998565,0.108159960471304,0,0,0,0,0,0,0,0.116624143367192,0.0960430184273387,0.0291388308209621,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399081141382223,0,0,0,0,0,0,0,0,-0.0346926241900239,0,0,0,0,0,0,0
X600019.SH,0,0,0.203716056181705,0,0,0,0,0.0840862902386474,0.00343282393493631,0,0.0525961536290226,0,0,0,0,0,0,0,0.0926263532233784,0,0,0.0522771464860005,0,0.0100774373364924,0,0,0.0132647887237999,0,0,0,-0.0287094497936706,0,0,0.0932447190059267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152187908094161,0,0,0,0,0.0113368108883149,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758572042511657,0.0241076239838657,0,0,0,0,1.09297201955655,0,0,0,0,0,0.173674866324264,0.0559211227136633,0,0,0,0,0,0,0,0,-0.051207393774087,0.0314205695289061,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575268953559691,0.285804481219888,0,0.0271564544562805,0,0,0.0393078975218597,0.0205841374636447,0,-4.33680868994202e-19,0,0.0176369580850729,0.0710793822681554,0,0,0,0,0,0,0,-0.0286991263319594,0.0486954182764283,0,0,0,0,0,0,0.153984831798662,0,0.00516007496836833,0,0,0,0,-0.00138633700782979,0,0
X000708.SZ,0,0,0.358715907587154,0,0,0,0,0,0,0.124618711400953,0.179174427818538,0.0283264871808217,0,0,0,0.156255635521006,0,0,0.0249683400835542,0.201462651217882,0,0,0,0,0,0,0,0,0,0.0399375013271481,0,0,0,-0.0304879639240512,0.237868764787559,0.147248315930463,0,0,0,0,0,0,0,0,0,0,0,0,0.178993291409935,0,0,-0.0384583000552089,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261665629819247,0,0.14452370019404,0,0,0,0,0,0,0,0,0,0,0,0,0.0126135552223249,0.0252373916998141,0,0,0,0,0.112541784394847,0,-0.0276043224869049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238259937921953,0,0,0,0,0.058021628794163,0,0
