,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600160.SH,X600803.SH,X600489.SH,X000708.SZ,X000301.SZ,X600027.SH,X000786.SZ,X002466.SZ,X000807.SZ,X601991.SH,X600219.SH,X000983.SZ,X600426.SH,X002128.SZ,X600176.SH,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000933.SZ,X601168.SH,X000877.SZ,X002353.SZ,X600985.SH,X600157.SH,X600378.SH,X600352.SH,X600995.SH,X000883.SZ,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.11295736042862,0,0,0.195013902082043,0,0,0,0,0.0356441649513002,0,0,0,0,0,0.147783160210241,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0257781057924885,0.0509588856105397,0,0,0,0,0,0,0,0,0,-0.0243338406224934,0.0241507133799415,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.372199210643524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078844102893653,0,0,0.00813469444894536,0,0.0363798614493554,0,0,0,0,0.0242458783242737,0,0,0,0,0.0143562322094773,0,0,0,0,0,0,0,0.0090473298111685,0,0,0,0,0,0,0
X600028.SH,0.336614108267334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295526174422798,0,0,0,0,0.0370597623973219,0,0,0,0,0.0361685059905493,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,-0.00498550240600139,0,0,0,0,-0.0358210268957535,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171297984744703,0,0,0,0.125539159162663,0,0,0,0.00241079923016946,0,0,0,0,0,0.0117463589700981,0,0,0,0.159642077178958,0,0,0.0217229186134497,0,0,0,0,0,0,0,-0.0415109150251773,0.0258915922646794,0,0,0,0,0,0
X601898.SH,0.0835981255656804,0.167940923582409,0,0,0,0,0.137401400315785,0.0753961471089698,0,0,0,0,0,0,0,0,0,0,0,0,0.0325490213450016,0,0.0698273366704472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11726277785325,0,0,0,0,0,0.0173166354213036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0597755068382414,0,0,0,-0.0723430543866841,0.0748066802171854,0,0,-0.0267997804365094,0.206845421334173,0.0367847222619829,0,0,0,0,-0.0879288025629106,0,0,0,0,0,0,0,0,0,0.124793464387116,0,0,0,0,0,0.134692004720174,0,-0.0180349190548896,0,0,0,0,0,0,0,0,0,0,0.125669462025468,0,0,0,0
X600019.SH,0.0252720889503528,0,0,0,0,0,0,0,0,0.171187152246069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209939263411977,0,0,0,0,0.114765020829476,0,0,0.0449355067366624,0,0,0,0,0,0,0,0,0.00334666803446845,0,0,0,-0.0278369601795437,0,0
X600188.SH,0,0,0,0.176615986195971,0.277941130464486,0,0,0,0,0,0,0,0,0,0,0,0.0771110298177494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117586180544908,0.0627290252499155,0,0,0,0,0,0,0,0,0,0,0,0.0557630094315305,0,0,0,0,0,0,0,-0.00476184103649297,0,0,0,0,-0.0311405349707219,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896570112952098,0,0,0,0,0,0,0,0,0.0552551487747988,0,0,0,0,0,0.265725226547021,0,0.120446883698919,0,0,0,0,0,0,0,0,0,0.00552669882478593,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0335768951724418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563391126947013,0,0.203157838495181,0,0.559095586073172,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.123744077111093,0,0,0,0,0,0.108611339973801,-0.0821032068632913,0,2.16840434497101e-19,0,0,0,0,0,0
