,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600688.SH,X600362.SH,X600188.SH,X600795.SH,X600352.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X002271.SZ,X000898.SZ,X600489.SH,X600516.SH,X600176.SH,X600299.SH,X000786.SZ,X000709.SZ,X002460.SZ,X000629.SZ,X000883.SZ,X002466.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X000553.SZ,X600985.SH,X000630.SZ,X600612.SH,X601699.SH,X600583.SH,X000401.SZ,X000027.SZ,X000825.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.000676201945965654,0,0,0,0,0,0,0,0.013456393884973,0,0,0,0.00260865134440088,0,0,0.0387168487029223,0,0.0631133665544756,0,0,0,0,0,0.0803491480618163,0,0,0,0.0817462939350004,0,0,0,0,0,-0.0067732886659256,0.00738699145453683,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264678454268319,0.0291925797957115,0,0,0,0,0,0,0,0,0,0.0379490299058845,0,0,0,0,0,0,0,0,0.0428246793202332,0.0337732349317629,0.0475065142049503,0,0,0,0,0,0,0,0,0,0,-0.0290648845779176,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136276693334209,0,0.0276153304935125,0,0,0,0,0,0.15253519982372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00946707935406296,2.16840434497101e-19,0,0,0,0.00381092678026907,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719362192620553,0.337063258272474,0,0.0794692836612311,0,0,0.00354641109934351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290312844232275,0,0.0543712535828975,0,0,0,0,0,0,0,-0.00940441909224521,-0.00856209836531699,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756990453255992,0.10957070094432,0,0.0259488814002231,0,0,0,0,0,0,0,0,0,0,0.109337034925868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00757732819064565,-0.0127228302787337,0,0,0,0.0213690464200596,0,0
X600309.SH,0,0,0,0.0663420771843347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263458888088673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374775272153012,0,0.0124385652689169,0,0,0.0752215157516131,0,0,0,0,0,0,0,-0.0164637224851094,0,0,0,0,0.144893885049745,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0473016666390382,0,0,0,0,0,0,0,0,0,0.0194346418993552,0.0247690521083466,0,-0.0994232808771509,0,0,0,0,0,0,0,0,0.212997927141043,0,0,0,0,0,0,-0.064722013073389,0,0,0,0,0,0,0,0,0,0,0,-0.0621247912661125,0,0,0,0.0051535543157308,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154877008268112,0,0,0,0,0,0,0.762664120432761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197874415790941,0,0,0,0,0,0,0,-0.0519695892230881,0,0,0,0,-0.0634244753946967,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.216654423414969,0,0,0,0,0,0.111680808431077,0,0,0,0.134128587635246,0.0838175358878046,0.035518156376695,0,0,0,0,0,0.0149076947391472,0,0.00034023131625816,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0362101223828053,0,0,0,0,0,0,0,0,0,0,-0.0255531741840839,0,0,0,0.0130726504628778,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0266394208516586,0,0,0,0,0,0,0.123463915805089,0,0,0,0,0.0366365906051842,0.0275861556991976,0,0,0,0,0,0.00114240816167965,0,0.166987139208786,0,0,0,0,0,0,0,0,0,0.24194773734995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147424024479272,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174454177118698,0,0,0,0,0,0,0,0.0639153497938837,0.0470161941842168,0,0,0,0,0,0,0,0,0.0128291575854233,0.0551205871829439,0,0,0,0,0,0,0,0,0.272414268912219,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.054948403971705,0,0,0,0.035610988619339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703791194533511,0,0,0,0,0,0,0,0,0.0590356398117391,0,0,0,0,0,0,0,0,0,0.055457429088401,0.0188740691542282,0,0,0,0,0,0,0,0,0,0,0,0.00188431847920402,0,0,0.00879293206283443,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363355606938904,0.0531523554959632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103249186530667,0,0.0709816127142601,0,0,0,0,0,0,0,0,0,0,0,-0.0201488445726925,0,0,0,0.0178309311824756,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244889844427445,0.107117958560863,0.000547549227012497,0.0174448118967424,0.156533760933781,0,0,0,0,0,0,0.0868334272605803,0,0,0,0,0,0,0,0,0.0461818171414151,0,0,0,0,0,0,0.0789350054803157,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326243925559995,0,0,0.0197973234282673,0,0,0,0,0,0,0,0,0,0,0.0529762563930351,0,0,0,0,0,0,0,0,0,0,0,0.120005578579584,0,0,0,0,0,0,0.00236077734589981,-0.00395614541985692,0,0,0,0.0412852426882283,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.351397277294461,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.110108922664478,0.0443990199256237,0.0865238805384639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939949946216008,0,0,0.0542325424093891,0.113400310609857,0,0,0,0,0,0,0,-0.0264366234472404,0.0119366250284659,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0312202007645026,0,0,0,0,0,0,0,0,0,0.00450407178645931,0,0,0,0,0,0.0652892958290448,0,0,0,0,0,0,0.13787721250965,0.107073562490828,0,0,0,0,0,0,0,0,0,0.210943692784794,0,0,0,0.000768744695568093,0,0,0,0,0,0,0,0,-0.00492074045000419,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772074133574287,0,0,0.0398388431247434,0.0910270184645489,0,0.00797107445098915,0,0,0,0,0,0,0,0.0720660059492986,0,0,0.0354289038952577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00607579198743506,-0.0465648739240416,0,0,0,0.0122565566646526,0,0
X600352.SH,0,0,0,0,0,0.0288688626766142,0,-0.133714333610606,0,0,0,0,0,0,0,0,0,0,0,0.246218628402657,0,0.356400164496703,0,0,0.302504131904733,0,0,0.0554912355104257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179501568043345,0,0,0,0,0,0,0,0,0,0.0268654222343071,-0.0261554419497685,0,0,0,0.0529737204347209,0,0
X600801.SH,0,0,0,0.382979554269468,0,0,0,0,0,0,0,0,0,0,0,0.0981003257969958,0,0,0.0959884460679762,0,0,0,0,0,0,0,0,0.143332108472954,0,0.0564653681798939,0,0,0.0489727991722785,0,0,0,0,0,0,0,0,0.170984328037843,0,0,0,0,0.244678984985679,0,0,0,0,0.00194181490823621,0.0182995492997081,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0147184267862389,1.16556847644562,0,0,0,0,0,0,0,0,0,-0.0241288464528373,0,0,-0.10544599396915,0,0,0,0,0,0.0607866719707856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079697422733752,0,0,0,0,-0.0456060053273462,0,0,0,0,0.00428744727405571,0,0
X000723.SZ,0,0,0,0,0,1.35940135396742,0,0,0,0,0,0,0,0,0,0,0,0,0.223445296658966,0,-0.0510364030558035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124935985043544,0,0,-0.0914968207440045,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0248192609817609,-0.0383333063349984,0,0,0,0.0108550101444724,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461659887521324,0,0.041215234509334,0.00545574032800512,0,0,0,0,0,0,0,0.0992253854565693,0,0,0,0,0,0,0,0,0,0,0.10826323619701,0,0,0,0,0.17756497495548,0,0,0.108371715788924,0,0,-0.00891504682688733,-0.0278876228560317,0,0,0,0.0805652788125796,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168310279919302,0,0,0.0394049478267326,0.143095135199764,0,0.0330537689287503,0,0,0,0,0,0.141904786570603,0,0.178805782885947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100210380521674,-8.67361737988404e-19,0,0,0,0.0324310284571573,0,0
X002271.SZ,0,0,0,0,0,0.119955382879503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164176566339837,0,0.0236671344669434,0,0,0,0,0.036890482512258,0.0823240027191771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699831309091039,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023829216833024,0,0.0702478498344299,0,0,0,0,0.0168543455064572,0.0348143244791107,0.0234644469729705,0,0,0,0.0341008808180149,0,0.00929894066838014,0,0,0.0423041348789054,0.171299359913605,0.0482446765152042,0,0,0,0,0,0,0,0.00543783800860944,0,0,-0.00992819678839848,0,0,0,0,0.00583590766266107,0,0
X600489.SH,0,0,0,0,0,0,0,0.756946199428083,0,0,0,0,0,0,0,0,0,0,-0.00500083171001964,0,0,0.0553662776159472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113747552721713,0,0,0,0.0216687866970061,0,0,0,0,0,0,0,0,0,0,0.00872752959573207,0,0
