,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X600688.SH,X002466.SZ,X600362.SH,X600547.SH,X600660.SH,X600795.SH,X601992.SH,X002460.SZ,X300072.SZ,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000786.SZ,X600176.SH,X000553.SZ,X600352.SH,X000792.SZ,X000709.SZ,X600299.SH,X600027.SH,X000825.SZ,X600489.SH,X002271.SZ,X000408.SZ,X601158.SH,X601699.SH,X600219.SH,X002470.SZ,X600315.SH,X000883.SZ,X600157.SH,X600583.SH,X000630.SZ,X600808.SH,X002408.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.287748280614236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14072396587426,0,0,0,0,0.0422980786098495,0,0,0,0,0,0,0,0.0473706103895744,0,0,0,0,0,0,0,0,0,0,0.0563810386885953,0,0.0321311990232644,0,0,0,0.00228773440098498,0.0176544156480192,0,0,0,0,0,0
X600028.SH,0.303252231839844,0,0.262977194383245,0,0,0,0,0,0,0.00559644485148111,0,0.135761465655115,0,0,0.102873758997577,0,0,0,0,0,0,0,0,0,0.0220322411771731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528630470192347,0,0,0,0,0,0.0182761045185913,0,0,0,0,0,0,0
X601088.SH,0,0.0739668309033137,0,0.202182588686389,0,0,0,0,0,0,0,0,-0.0233598777153107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0659868671288235,0,0,0,0,0,0,0.401732873773933,0,0,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,-0.0323782105185958,0,0,0,0,0,0
X600019.SH,0,0,0.249197841404289,0,0.118371495628104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132660484083291,0,0,0,0,0,0,0,0,0.0153826821110898,0,0,0,0,0.157033046302543,0,0,0,0,0,0,0,0,0,0,0,0.0290755953325848,-0.0403209140042252,0,0,0,0,0,0
X600585.SH,0,0,0.1128082273115,0.332504992171492,0,0,0,0,0,0.0841150681922888,0,0,0.0645140914785842,0,0,0,0,0,0,0,0,0,0,0,0.174170978851931,0,0,0,0,0,0,0,0,0,0,0,0,0.120142680940742,0,0,0,0,0,0,0,0,0,0.0677381152600517,0,0.0015760311762533,0.0429677588646977,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0308010809907733,0,0,0,0,0,0,0,0,0,0,0.120246059867188,0,0.013273425106638,0.0641267413120181,0,0,0,0.020614536429444,0,0,0,0,0.0381296596147484,0,0,0,0,0,0,0,0,0,0,0.0541825490256021,0,0.0108016021353406,0,0.00531052241245003,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948942671323801,0,0,0.00237345907316997,0,0.155909483873032,0,0,0,0.0692019659954827,0,0,0,0,0.257991498580942,0,0,0,0,0,0.0292310238266053,0,0,0,0,0,0,0,0,0,0,0,-0.0195859365823452,-0.0279890831182511,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.116770868571619,0,0,0.424414901588281,0,0,0,0,0,0,0,0,0,-0.307370870556022,0,0,-0.0717988002157528,0,0,0,-0.185965465057223,-0.11721440846787,0,0,0,0,0,0,0,0,0,0,0,-0.373636135504583,0,0,0,0,0,0,0,0,0,0.041528410670751,-0.222462294580919,-0.182136952827163,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0195592683927868,0,0,0.110893187966982,0,0,0,0.237690060467445,0,0,0,0,0,0,0.00141509339323645,0,0,0,0,0,0,0,0.0789756674674488,0,0,0,0.0419404199056875,0,0,0,0,0.0647632997345444,0,0,0,0,0,0.116050883915003,0,0,0,0,0,0.00757292302539977,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.239112812840578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145055509512554,0,0,0,0.0296173795463929,0.213038931229114,0,0.17509927848946,0,0.0932942181032845,0,0,0,0,0,0,0,0,0,0.352027067519189,0,0,0,0,0,0,0,0,0,0.0802909935565294,0,-0.0189899782443854,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0511274699147477,0,0,0,0,0,0,0,0,0,0,0.105206492859846,0,0.0265017731180461,0.0585640674600038,0,0.083846065682794,0,0,0,0,0,0.0119797123875918,0,0,0.10877793160813,8.67361737988404e-19,0,0,0,0,0.0652278862802258,0,0,0,0,0,0,0,0.0886189265107428,0,0,0,0.0039581136534353,0,0,0,0,0,0,0
X600688.SH,0,0.401445823997385,0,0,0,0,0.0444922323593274,0,0,0,0,0,-0.064418747734126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266736700700276,0,0,0.0143273962423009,0,0,0,-0.0664216717800006,0,0,0,0.0300293885588762,0,0,0,0.166642000473294,0,0,0,0,0,0.00616201769277701,0.0563482917266336,0,0.0805375797687026,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0851959945984969,0,0,0,0.462547354901621,0,0,0,0.120134155479356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031926689612176,0,0,0,0,0,0,0,0,0,0,-0.0130213304927743,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.124497172609541,0,0,0,0,0,0.185422529947957,0,0,0,0,0,0,0,0,0,0,0,0,0.129534083648645,0.0343692565646224,0,0,0,0,0,0,0,0,0.380753046571668,0,0.0787312040178117,0,0,0,0.0140579381844867,0,0,0,0,0,0.0365746548581046,0.0621913889417683,0,0,0,0,0,0
X600547.SH,0,0.0785219272908271,0,0,0,0,0,0,0,0,0,0,0,0.0716388466574846,0,0,0,0,0,0,0,0,-0.0652254181631991,0,0,0,0,0,0,0,0,0,0,0.793122049739425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219242690217769,0,0,0,0,0,0,0
X600660.SH,0,0,0.0684121945227341,0,0,0,0,0,0,-0.0348396938978917,0,0,0,0,0.0407009072934447,0,0,0,0.0756370324651269,-0.0369402488876079,0,0,0,0,0,0.151348572437942,0.0501792962616443,0,0.0137765710099029,0,0,0,0,0,0,0.0479114216394021,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0324349432071114,-0.0107831703616023,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0957156653184662,0.0591283277848753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101955535926311,0,0.00148138461946913,0,0,0,0,0,0,0,0,0,0,0.0292805188819831,0,0,0,0.0525439302329972,0,0.0303337967850207,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.213291486279137,0,0,0,0,0,0,0,0,0,0,0.267914215951306,0,0,0,0,0,8.67361737988404e-19,0,0,0.114080651688328,0,0,0,0.0397153329731375,0,0,0,0,0,0,0,0,0,0,0.0527838862080049,0,0,0,0.0846388781950017,0,0.0225054178786589,0.00196902220711873,0,0,0,0,0,0
X002460.SZ,0,0.0800599939897508,0.292703558735224,0,0,0,-0.00722068622694984,0,0,0,0,0,0.900306074029316,0,-0.154853845249568,0,0,0,0,0.117880029907919,0,0,0,0.0657200843114283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921400161618145,0.0393800321692352,0,0,0,0,0,0
X300072.SZ,0.214232789745594,0,0,0,0,0,0,-0.0551343358073154,0,0,0,0,0,0,0,0,0,0,0.0611244322235037,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.136405005034326,0,0,0,0,0,0,0,0,0,0,0,0.0155111028367545,0,0,0.0377628379641886,0,0,0,0.340658684848194,0,-0.158914684824814,0.0460993829959214,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0423391934088173,0,0,0,0,0,0,0,0,0.347942461129567,0.146780454606261,0.0863891818368737,0,0,0.0711532124806758,0,0,0,0,0,0.0851607062412123,0,0,0,0,0,0,0.0132515797547245,0,0,0,0,0,0,0,0,0,0.0447149769866036,0.136387123755423,0,0,-9.99732813488581e-05,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.223464093345796,0.0200878563008374,0,0,0,0,0,0,0,0.000210343269506873,0,0.00922263207591792,0,0,0,0,0,0.0204637401961396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196082971934869,0,0,0,0,0,-0.0258202365249313,0.0130115850063872,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0.35729615679339,0,0,0.218242580377437,0,0,0.335337800425302,-0.11532511509419,0,0,0,0,0,0,0.0963614567001682,0,0,0,0,0,0.18946626908817,0,0.272436962424525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044692989869532,0.0324621600187729,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.189020736528765,0,0,0,0,0,0,0,0.0587114534758241,0.0073076177209183,0,0,0,0,0,0.0133393155686691,0,0,0,0,0,0,0,0.0303532998029784,0,0,0,0,0,0,0,0,0,0,0.00808992028320308,0,0.510900332387321,0,0,0,0.015042506797068,-0.0413981371974913,0,0,0,0,0,0
X000786.SZ,0,0,0,0.267271394471233,0.123400703309576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445802402821606,0,0,0.109629747993122,0,0,0,0,0,0.134744552768155,0,0,0,0,0,0,0,0,0,0,0,0,0.0910410159446069,0,0,0.077392139695454,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.1697752793068,0,0,0,0,0,0,0,0,0,0,0,0.240941602964062,0,0,0.245005582235207,0.00200232160112567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348340605928571,0,0,0.0581646074024566,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0.021745338643483,0,0,0,0,0,0,0,0,0,0,0.122455702064081,0.0187445928547451,0,0.227318982380477,0,0.146672712489106,0,0,0.128768705542698,0,0,0.125157745354532,0,0,0,0,0,0,0,0,-0.173198060281276,0,0,0,0,0,0,0,0,0,0,0,0.040452553789653,0,0,0,0,0,0,0
