,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600547.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X601992.SH,X000898.SZ,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X600299.SH,X600027.SH,X000709.SZ,X000792.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X600489.SH,X601158.SH,X601699.SH,X600426.SH,X600157.SH,X600808.SH,X002470.SZ,X600219.SH,X000883.SZ,X000830.SZ,X600315.SH,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.135793104462379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446534218467353,0.177022104935805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750250382145461,0,0,0,0,0,0,0.00909382558356273,0,0.00555783929930121,0,0,0,0,0,0,0
X600028.SH,0,0,0.264977986593939,0,0.0409264831331233,0,0,0,0,0,0,0,0,0,0.0311013029139707,0,0,0.143034724943311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273829386761191,0,0.0305432342944352,0.0253617375135736,0,0,0,0,0,0
X601088.SH,0,0.0383165510879186,0,0.32676337409494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077706455273879,0,0,0,0,0,0,0,0,0.365949927361356,0,0,0,0,0,0,0,0,0,0,0,0.00617368799383393,-0.0201577077474906,0,0,0,0,0,0
X600019.SH,0,0,0.430515606525312,0,0,0,0,0.179649500555941,0,0,0,0,0,0,0,0,-0.0642950172309889,0,0,0,0,0,0,0,0,0,0,0,-0.0826432581355104,0,0,0,0.109734650173598,-0.103078921243533,0,0,0,0,0,0,0.160713240687477,0,0,0,-0.0256315549418914,0,0,0,0,0.0180275969049121,0,0,0,0,0,0,0
X600585.SH,0,0,0.222542770926234,0.0733148221893359,0,0,0,0.1877549143352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872876553755246,0,0.184131286825615,0,0,0,-0.0145291315300564,0,0,0,0,0,0,0,0,0,0.0489356189179438,0,0,0,0,0,0,0,0,0,-0.0073326431133429,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0945093758775284,0,0,0,0,0,0,0,0,0,0,0,0.0499996938127448,0,0,0.0567249419563681,0,0.128496865917325,0.0049096676508248,0,0,0,0.143294648701235,0,0,0.18493374468686,0,0,0,0.0613997720625336,0,0,0,0.0428866226068938,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512759824247722,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0736936626804117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19276834698675,0,0,0,0.00055079027166071,0,0.049330461282139,0,0,0,0,0.0003604519698661,0,0,0,0,0,0,0,0.042598588389808,0.0883533179944925,0,0,0.00875754878500735,0,0,0.139089352959356,0,-0.0115150209277305,0.00328640879233936,0,0,0,0,0,0
X600188.SH,0,0,0,0.490133886490676,0,0,0,0,0,0.0368549474072587,0,0,0,0,0,0,0,0,0.117057906142241,0,0,0,0,0,0.232426282509196,0,0,0,0,0,0,0,0,0,0,0,0,0.0664075618777507,0,0,0,0,0,0,0.154794500869441,0,0,0.185386283147665,0,-0.0404503899240279,0.00973739452474065,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0559720232968603,0,0,0,0,0,0,0.288753681897112,0,0,0,0,0,0,0,0,0.0181210132498103,0,0,0,0.0229214432831864,0,0,0,0.0570711436171417,0.0218481173849946,0,0,0,0,0,0,0,0,0,0,0,0.0463381105740112,0,0,0.103594037578426,0,0.0130700483222333,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.722136862121216,0,0,0,0,0,0,0,0,-0.204788221557029,0.230784571462452,0,-0.204490720790065,0,0,0,0,0,0,0,-0.392886892342994,0.184260549004965,0,0,0,0,0,0,0,0,0,0,0,0,-0.414279541946092,0,0,0,0,0,0,-0.203332948657844,0.0364720649580067,0,0,0,0,0,0,0
