,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X601991.SH,X600660.SH,X600547.SH,X600188.SH,X601600.SH,X600886.SH,X600362.SH,X600795.SH,X000898.SZ,X600027.SH,X600176.SH,X600111.SH,X601992.SH,X002466.SZ,X600516.SH,X000709.SZ,X002460.SZ,X000629.SZ,X600299.SH,X600808.SH,X600801.SH,X300072.SZ,X600339.SH,X000825.SZ,X600352.SH,X002110.SZ,X000553.SZ,X600489.SH,X600583.SH,X600426.SH,X000786.SZ,X601158.SH,X000932.SZ,X000883.SZ,X600219.SH,X000301.SZ,X601699.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.212485776592435,0,0,0,0.132016183217975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041133833313426,0,0,0,0,0,0.250570974450459,0,0,0,0,0,0,0,0,0,0,0.00510267860306451,0,0,0,0,0,0,0
X600028.SH,0.0404085801787957,0,0.0156047054618517,0.0449091811379917,0.25605208884901,0,0,0,0.0882084191318229,0,0,0,0,0,0,0.105239491662045,0,0,0,0,0.0034073676327779,0,0,0,0.066402166735778,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0569959807616242,0,0,0,0,0,0,0,0,0,0,0.0113098337680783,0,0,0,0,0,0,0
X601088.SH,0,0.00269718543042752,0,0.000444432216733271,0,0,0,0,0,0,0,0,0,0.0538934463551033,0.173976354787722,0,0,0,0,0,0,0,0.0315219205380665,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.010882138406108,0,0,0,0,0,0,0,0,0,0,0,0.384679098610822,0.00914319387496201,0,0.000823042671924696,-0.00246226670201719,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.176851299237903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315548045992562,0.0278421655353558,0,0,0,0,0,0,0.0946214167824174,0,0.23050216493018,0,0,0,0,0,0,0,-0.0107928413403781,-0.00443789524920576,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.139558970901512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40839191312751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786563420931881,0,0,0,0,0,0,-0.00353950176775607,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169703754527317,0,0,0,0.743816581255893,0,0,0,0.0619667017548589,0,0,0,-0.0689164014834622,0,0,0,0,0,0,0.0628241076714245,0,0,0,0,0,0,0,0,0,0,0,0,0.0315952677435683,0,0.0119818843860021,0.0226637570188988,0,0,0,0,0,0
X600309.SH,0,0,0,0.104164608971466,0,0,0,-0.321388149392232,0,0,0,0.15805829917944,0,0,0,0,0,0,0,0,0,0,0.112527867207856,0,0.393208263614364,0,0,0,0,0,0,0,0,0.104014322946011,0,0,0,0,0,0.112335346074423,0,0,0,0,0,0,0,0,0,0.024807415672537,0.0458065210351634,0,0.0787993079004208,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235733298924375,0,0,0.236673617440846,0.0562983392697764,0.0686743126719101,0,0,0,0.0233031405701655,0,0,0,0,0,0.0165221001833612,0,0.025503564331525,0,0,0.015322079807599,0,0.0733329536985445,0,0.124606850655488,0,0,0,0,0.00445832208563685,0,-0.02053198871368,-0.02325117045252,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225652907206064,0,0,0,0,0,0,0,0,0,0,0,0.119315421627777,-0.0298852895400864,0.014179451628255,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.286885934979784,0,0,-0.00786501035420024,0.00371615601894312,0,0,0,0,0,0
X600688.SH,0,0.174196661994538,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00507060078704638,0,0,0,0,0,0,0,0,0,0,0,0.0290845131090352,0,0,0.0217999457205668,0,0,0,0,0,0.0635186475105435,0,0,0.0637402612189458,0.0626806174532385,0,0,0,0,0.111003012706148,0,0,0,0,-0.00310449993756673,-0.00446910888364693,0,0,0,0,0,0
