,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600623.SH,X600188.SH,X600027.SH,X600111.SH,X600157.SH,X600362.SH,X601992.SH,X600547.SH,X600886.SH,X002466.SZ,X600299.SH,X600660.SH,X600309.SH,X600489.SH,X000709.SZ,X601158.SH,X000792.SZ,X600583.SH,X300072.SZ,X600352.SH,X000898.SZ,X000883.SZ,X000539.SZ,X000027.SZ,X000983.SZ,X000630.SZ,X000723.SZ,X600549.SH,X002470.SZ,X002460.SZ,X002407.SZ,X000629.SZ,X600176.SH,X000012.SZ,X000060.SZ,X600021.SH,X000959.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0539194017561748,0,0,0,0.0418118017844038,0.0306051778993055,0,0,0,0,0.0366227521360384,0,0.0326221667461836,0,0,0,0,0,0,0,0,0.213824564144312,0,0,0,0,0.0678376369608319,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0105381184411616,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.155432045116834,0,0,0,0,0,0.0365367176011587,0,0,0,0,0,0,0,0,0,0,0.0778993324094169,0,0,0,0,0.126586295188062,0,0,0,0,0,0,0,0,0,0.0114221021848384,0,0,0,0,0,0.0245023211279618,0,0,0,0,0,0.00393055237521083,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.118762712088975,0,0.140503472740361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13632775389945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127955890250496,0,0,0,0,0.070380390563817,0,0,0,0,0,0,0,-0.011697261462752,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0450722428900028,0,0,0,0,0,0.0135192790964073,0,0.347361317964689,0,0,0,0,0,0.0161751220158918,0,0,0,0.0386475409120115,0,0,0,0,0.096863542543012,0,0,0,0,0,0.0209414120048838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21931965982303,0,0,0,0.0133199497802531,0,0,0,0,0,0,0.214322847849375,0,0.0342643095529998,0,0,0,0.259737498378097,0,0,0,0,0,0,0.0593518307730573,0,0.046222283032523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0302674973545039,0,0,0,0,0.0463641227948687,0,0,0,0,0,0,0,0,-0.0158770651345053,0,0,0,0,0.0271747890058235,0,0.0619510652396888,0,0,0,0.260532522082667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19077081266327,0,0,0.00345397562930922,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.107208220000594,0,0,0.0562441140721094,0,0,0,0,0,0,0,0,0.0114376409354629,0.0451988547362675,0,0,0,0,0,0,0.288724512681605,0,0.0739023577030204,0,0,0,0,0,0,0,0,0,0.0109823144090742,0,0,0,0,0,0,0.0555364706527974,0,0,-0.0504476164190756,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125924254175997,0,0,0,0,0,0,0,0,0.104569037231652,0,0,0.0238034882785622,0,0.0968074595964545,0,0,0.116310719084747,0,0,0,0,0,0,0,0,0,0,0,0,0.213292622094106,0.0390020625770754,0,0.014459083421914,0,0,0,0,-0.0707064549084685,0.0130046092313506,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537477023703482,0,0.0121791512151905,0,0,0,0,0,0,0.179240785160344,0,0,0,0,0,0.0252115742145134,0,0,0,0,0,0,0,0,0.0187403571981881,0.0965796100758825,0,0,0,0.00342592368571983,0.0350363945209574,0,0,0,0,0.0995797422825232,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439611081192766,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.16036267106526,0,0,0,0.0411900550951945,0,0,0.0325196313820533,0.222336968237779,0,0,0,0,0,0,0.10562548895875,0,0,0,0,0.0182687011762505,-0.0195462258084302,0,0.22945683047687,0,0,0,0
