,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600547.SH,X600886.SH,X002466.SZ,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X000301.SZ,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X601991.SH,X002271.SZ,X600489.SH,X000786.SZ,X000408.SZ,X600985.SH,X600160.SH,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X000932.SZ,X300037.SZ,X600348.SH,X600612.SH,X601168.SH,X600219.SH,X002128.SZ,X600157.SH,X600688.SH,X000629.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.455766465076771,0.378638308611155,0,0,0,0,-0.117234652648209,0,0,0,0,-0.0847696969440738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254872081715237,0,0,0,0,0,0.0323981029521514,0,0,0,0,0,0,0,0,0,0,0,0,-0.00494358165991228,0.00220424493437032,-0.199248068392952,0,0,0.129074939348278,0,0
X601088.SH,0.0663609446788638,0,0.115184663599611,0,6.93889390390723e-18,0.166121921516044,0,0,0,0,0,0,-0.0164712498076277,0,0,0,0,0,0.168781568399137,-0.0493025076264053,0,0,0,0,0,0,0,-0.157052052608773,0,0,0,0,0,0.0232421151325095,0,0,0,0.0933239851179573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175717071927294,0.015195186710091,0,0,0,0.0499355707294186,0,0
X600028.SH,0.439148449849123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519013471041728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130818615444038,0,0,0,0,0,0,0,0,0,0,0,-0.0148121514772741,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.203853802860136,0,0.16740409367709,0,0.0266650010840472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154123349863705,0,0,0,0,0,0,0,0.249590560018734,0,0,0,0,0,0.130584358151478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0821398060033619,0,0
X600188.SH,0,0,0,0,0,0.102034444027243,0,0.0907775911048169,0,0,0,0,0,0,0,0,0,0,0.263921765420406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117917574538155,0,0,0,0.0416855131501668,0,0,0,0.0367568717228847,0,0,0,0,0,0,0,0,0,-0.0135619078678603,0.00256423836536886,0,0,0,0,0,0
X601898.SH,0.0710928193354658,0,0,0,0.409821382979759,0,0,0.0255215209686033,0,0,0,0.125063797598177,0,0,0,0,0,0,0,0,0,0,0,0.0744880058513398,0,0,0,0,0,0,0,0.0701566739610654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137861271074183,-0.0099941522698295,0,0,0,0.0191959378917163,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0756012042637115,0,0,0,0,0.00880577837146554,0,0,0,0,0,0,0,0.462578538502701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00608319933534541,0,0,-0.00660638267488921,0.00645199713523336,0,0,0,0.00625733498761135,0,0
X600019.SH,0,0,0,0,1.38777878078145e-17,0.171561631414421,0,0,0,0,0,0,0,0,0,0,0,0,0.0635656823643588,0,0,0,0,0,0,0,0,0,0,-0.00447111074853182,0,0,0.206395721231519,0,0,0,0,0,0,0.185789498546631,0,0,0,0,0,0,0,0.122914923370342,0,0,0,-0.0190118300476749,0.00949431420125782,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607907046012656,0,0,0,0,0,0,0,0,0.0585933142725256,0,0.272116750122411,0.0407620289929935,0,0,0.0673299685336703,-0.0149017090655754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213701594824732,0.0295193685953839,0,0,0,0,0,0
X600660.SH,3.46944695195361e-18,0,0.0517788506589003,0,0,0,0,0.131194817383279,0,0,0,0,-0.05840341134669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538934095435596,0.0594250014292362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968990265630791,0,0,0,0,0.0981156771948505,0,0
