,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X300072.SZ,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X000898.SZ,X000408.SZ,X600352.SH,X600583.SH,X000723.SZ,X000883.SZ,X000983.SZ,X600549.SH,X000027.SZ,X000539.SZ,X600176.SH,X002470.SZ,X000012.SZ,X000630.SZ,X000959.SZ,X600021.SH,X002460.SZ,X601699.SH,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0026903097846115,0.0130777958695562,0,0,0,0,0.0141089054733143,0,0.0218657449011733,0,0.011527489747316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932143991463297,0,0,0,0,0,0.020814669263471,0,0,-0.00297738668654471,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0463490878031516,0,0.0356544096669067,0,0,0,0,0,0,0,0,0,-0.037435699353911,0,0,0,0,0,0,0,0,0.0194956323436166,0,0,0.0498622607722863,0,0,0,0,0.0415909578563134,0.0357879209839539,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.018928126794784,0,0,-0.00864049280843034,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0396394916026863,0.181305896675367,0,0.0952196459450251,0,0,0,0,0,0,0.00096252040590232,0,0,0,0,0,0,0,0,0.0373614601802931,0,0,0,0,0,0,0.00660202570482729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211644383102182,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.134157026265161,0,0,0,9.59767952568187e-05,0,0,0,0,0,0,0,0.0741066328119105,0,0,0,0,0.0283151950108594,0,0,0,0,0.105314661403985,0.150681773783278,0,0,0,0,0,0,0,-0.0997101201874533,0.0697629608411199,0,0,0,0,0,0,0,0,-0.0163307100094567,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.017971107692253,0,0.0123488725709045,0.0219251038449123,0,0,0,0,0,0,0,0,0.230987371336346,0,0,0,0,0,0,0,0.00422783464417332,0,0.00434141768165141,0,0,0,0,0,0,0,0,0,0.111497536578111,0,0,0,0,0.0558367216042757,0.0525048070188207,0,0,0,0,0.00429827407236302,0,0,0,-0.0495072011759079,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0760803405566392,0,0,0,0,-0.00723168976339919,0.0990265325946695,0,0,0,0,0,0,0,0,0,0,0,0,0.200112675807259,0,0.162954765628084,0,0,0,-0.023325814953426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00646408427346234,0,-0.000486696430983952,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0236505281172407,0,0,0,0,0,0,0,0,0,0,-0.0297906843202576,0,0.0182180540409449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208475214626938,0,0,0,0,0,0,0,0,0.00518931181410651,0,0,0,-0.0467777109805981,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0195322479385322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724985266495054,0,0,0,0.0694986243295624,0,0,0.0599564568291141,0,0,0,0,0.0334658725601973,0,0,0,0,0,0,0,0,0,0,0.448015020733489,0,0,-0.00208645258050409,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373171754502116,0,0,0,0,0.0351557332257097,0,0,0,0.0573008335918718,0,0,0,0,0,0,0,0.0326811609483349,0.0495951960148944,0.056773017239006,0,0,0.0984789598165491,0,0,0,0,0.0765040634770101,0.176778420533751,0,0,0.0045776707801023,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532308341632947,0.688951335962474,0,0,0,0,0.215415794895974,0,0,0,-0.0234010683426672,0,0,0,0,0,-0.124663105362156,0,-0.199651350580862,0,0,0,-0.114488786464972,0.108634610716184,0.269798279462333,0,0,0,-0.108248050676815,0,0,0,0.0477922980946485,0,0,0,0,0,0,0
