,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600795.SH,X600547.SH,X002271.SZ,X601600.SH,X601991.SH,X600803.SH,X600426.SH,X600176.SH,X600362.SH,X600027.SH,X000983.SZ,X000723.SZ,X000629.SZ,X601699.SH,X000408.SZ,X600348.SH,X600096.SH,X000786.SZ,X600141.SH,X600160.SH,X600219.SH,X002353.SZ,X300073.SZ,X002080.SZ,X600157.SH,X000933.SZ,X600801.SH,X600985.SH,X600378.SH,X600549.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0955409827635785,-0.0494393912470776,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624550635282866,0,0,0,0,0,0.146985220744091,0,0,0.148727949077301,0,0.00145216819813003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168831745024866,0,0,0,-8.67361737988404e-19,0,0
X601088.SH,0,0,0,0.0576971621766221,0.25888450781381,0.114218991506911,0,0,0,0.286145534972095,0.173578916423518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0587945503773655,0,0,0,0,0,0,0,-0.00836250816150699,0,0,0,0,0,0
X600028.SH,0,0,0,0.0705792174728044,0,0,0,0,0,0,0.0237323535092947,0,0,0,0,0.0294477912000915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493186565692186,0,0,0,0,0,0,0,0,0,0,0.0224054551412349,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.00330276212316647,0,0,0,0,-0.0319453794672316,0,0
X600309.SH,0,0.0895799598059617,0,0,0.0715297612434311,0,0,0,0.0307243602281897,0.0311769621069803,0.00550625887223099,0,0,0,0,0,0.00629465088441105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0887492081232987,0,0.0174602354198744,0,0,0,0,0.0873720612931915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.527634178230266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237767557170627,0,0,0,0,0,0.0423842566725651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00609905465979321,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.479310777628534,0,0.343261160835932,0,0,0.0288378722899715,0,0,0,0,0,0,0,0,0,0,0,-0.133124457150421,0,0,0,0,3.46944695195361e-18,0,0.03256748346089,-0.117900193417082,0,0.205959897371279,0,0.0206271270472454,0,0.101430059824106,0,0,0.16014758079827,0,0.00652033741781953,0,-0.114506238137505,0,0,0,0,0,0,0,0,0,0,0,0.0190401918655355,0,0
X002460.SZ,0,0,0,0,0,0.256887346761046,0,-0.182332494490137,0,0,0,0.0690178875869536,0,0,0,0,0,0,0,0,0,0,0,0,-0.0604451885273897,0,0,0,0,0,0.143278499606475,0,0,0,0,0,0,0.221411330825465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151045647862359,0,0,0,0,-1.73472347597681e-18,0,0
X600585.SH,0,0,0,0,0.00918368638485778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346794980439548,0,0,0,0,0,0,0,0,0,0,0.0899935244710421,0,0,0,0,0.044599147233235,0.0291286493185361,0,0.0185138994666852,0,0,0,0.0143961397211387,0,0,0.377523790154512,0,0,0,0,0,0.0540742649564774,0.00965438278616361,0,0,0,0.0100573162708164,0,0
X000792.SZ,0,0,0,0,0.0453435014734657,0.258500206176657,0,0,0,0,0.138798521907856,0,0,0,0,0,0.0578222532858821,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0864469005165796,0,0,0,0,0.0886506562990419,0,0,0,0,0,0,0,0,0.0376803626631227,0,0,0,0,0,0,0,-0.0157534306121124,0,0
X601898.SH,0,0,0,0,0.0296041174885551,0,0,0,0,0,0,-0.0386914002835813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367023121995979,0,0,0,0,0,0.179248543578493,0,0,0,0,0.284903235196211,0,-0.0419561929667698,0,0,0,0.0692436424502451,0,0,0,0,0,-0.00673692529411033,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322539298663229,0,0,0,0,0,0,0,0,0,0,0,0.703103028102981,0,0,0.130078054507352,0,0,0,0,0,0,0,0,0,0,0,0.291030822108127,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760262250650331,0,0
X000301.SZ,0,0,0,-0.183495147001489,0,0,0.0876544109191436,0,0,0,0,0,0,0,0.326871830356464,0,0,0,0,0,0,0,0,0,0.0779858181137783,0,0,0,0,0,0,0,0,0,0.00436156122286652,0,-0.179506185747988,0,0,0,0,0,0.280728094595568,0,0,0,0,0,-0.00286531562288268,0,0,0,-0.0378705767730273,0,0,0,0.112183861402382,0,0
X600019.SH,0,0,0,0,0,0.00926374300023168,0,0,0,0,0.0335149086517442,0.0228766001860438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285919818704869,0,0.0599285635474297,0,0,-0.0144786270532868,0,0.236732042459646,0,0,0,0,0,0,0,0.0961431681829372,0,0,0,0,0,0,0,-0.0319123583074171,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733431702153664,0,0,0,0,0,0,0.0422566948166629,0,0,0,0,0,0,0.0984347672861249,-0.0353697268318341,0,0.284972710411968,0,0,0,0,0.1649341961516,0,0,0,0,0,0,0,0,0,0.041700228556784,0,0,0,-0.0694442723666211,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0262096217995649,0.0364077335541748,0,0,0,0,0,0,0,-0.115973199450904,0,0.0824794134535119,0,0,0,0,0,0,0.0816224188331308,0,0,0,0,0,0.0546073940845915,0,0,0,0,0,0,0.165927534064,0.0206388699765867,0,0,0,0,0,0,0,0,-0.0661339982630631,-0.0487263793587767,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0324537758310761,0,0,0,0,-0.0686462931224671,0,0,0.0513485128903861,0,0,0,0,0,0.0222015391490735,0,0,0.148196901699402,0,0,-0.101259011903765,-0.0108457906064352,0,0,0,0,0,0,0,0,0.187553812264265,0,0,0,0,0,0,0.0878291779470927,0,0,0,0.0357916395313279,0,0,0,0.00461199165901939,0,0
