,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X600688.SH,X601991.SH,X002466.SZ,X600362.SH,X600660.SH,X600795.SH,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X600886.SH,X000898.SZ,X600111.SH,X601992.SH,X000786.SZ,X600176.SH,X000553.SZ,X600299.SH,X600352.SH,X600027.SH,X000709.SZ,X000792.SZ,X000825.SZ,X000408.SZ,X002271.SZ,X601158.SH,X600489.SH,X601699.SH,X600808.SH,X600219.SH,X600426.SH,X002470.SZ,X000883.SZ,X600315.SH,X000630.SZ,X600157.SH,X000932.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.133735867545745,0,0,0,0,0,0,0,0,0,0,0,0.0103388448259514,0,0,0,0,0,0,0,0,0,0,0.186105820478619,0.0369979275968299,0,0,0,0,0,0,0,0,0,0,0,0,0.0678395000315437,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600028.SH,0,0,0.259480221647266,0,0.0901907102889427,0,0,0,0,1.73472347597681e-18,0,0,0,0.0414434241711269,0,0,0.129716207680821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275702569655137,0.0243721279703569,0,0,0,0,0,0
X601088.SH,0,0.11765206190394,0,0.219325022306974,0,0,0,0.0264035303401122,0,0,0,0,-0.00393623023860856,0,0,0,0,0,0,0,0,0,0,0,0.00478308764137927,0,0,-0.175387591290523,0,0,0,0,0,0,0,0,0,0.391167247705404,0,0,0,0,0,0,0,0,0,0,0,0.00333163800392033,-0.0077039142322078,0,0,0,0,0,0
X600019.SH,0,0,0.506153452715843,0,0,0,0,0,0,0.205722446359583,0,0,0,0,0,0,-0.0149489266245228,0,0,0,0,0,-0.0956286539001858,0,0,0,0,0,0,0,0,0,0.0328603469687315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966540812839294,0,0,0.0262407641883189,0,0,0,0,0,0,0
X600585.SH,0,0,0.333793911480273,0.0483795570514377,0,0,0,0,0,0.13987820111394,0,0,0,0.0231206559671943,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0763173265375759,0.0474216757907514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564252263151359,0.109740718892424,0,0,0.00884342983395846,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.133556644942759,0,0,0,0,0,0,0,0,0,0,0,0,0.129157523824815,0.00687398344241543,0,0,0,0.0419332546234536,0.0359891544787383,0,0,0.0926280093418392,0,0,0.30158922765305,0,0,0,0,0,0,0,0.117214832431232,0,0,0,0,0,0,0,0,0,0,0,-0.0220796695528069,-0.0287156918019141,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.104318616565919,0,0,0,0,0,0,0,0,0,0,0,0.0165226444666519,0.164095955216291,0.0161971239245424,0,0,0,0,0.0664653558277379,0,0,0,0.00134228487503998,0,0,0,0,0,0.0394482424614664,0,0,0.0937928332473218,0,0,0,0,0,0,0,-0.0287111894906463,0.0157803225467492,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.742715892847248,0,0,0,0,0,0,0,0,-0.452073537428699,0,0,0,0,0,0,0,0,0.121951241829453,-0.221254138939138,0,0,0,0,0,0,0,0,0,0,0,0,-0.314077107969774,0,0.117207811413621,0,0,-0.361280408324354,0,0,0,-0.0176058757013536,0,0,0,0,0,0
X601898.SH,0,0.0289044937606949,0,0,0,0,0,0,0,0.0374782713577978,0,0,0,0.393003378801796,0,0,0,0,0,0,0,0,0,0,0.00995588483826457,0,0.0496830578062514,0,0,0,0,0.0752437032815658,0,0,0,0,0,0,0.0854345283444445,0,0,0,0,0,0,0,0,0.0642992031108835,0,0.00988055408986889,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.569343719410241,0,0,0,0,0,0,0,0,0,0.0205887197773683,0,0,0,0,0,0.0961804496130367,0,0.0418730794607778,0,0,0,0.237491118780927,0,0,0,0,0,0,0.113376063715264,0,0,0,0,0.0806497493363568,0,0,0,0,0,0,0,0,0,0.121700273996427,0,-0.0342883211633382,0.0107150575843126,0,0,0,0,0,0
