,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X002466.SZ,X600188.SH,X600010.SH,X600660.SH,X000301.SZ,X601600.SH,X002271.SZ,X601898.SH,X000708.SZ,X600011.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000408.SZ,X300037.SZ,X000786.SZ,X601991.SH,X002080.SZ,X600219.SH,X600795.SH,X600803.SH,X000825.SZ,X002326.SZ,X000723.SZ,X600688.SH,X000959.SZ,X600141.SH,X002353.SZ,X600157.SH,X600295.SH,X000807.SZ,X600352.SH,X000898.SZ,X600096.SH,X000983.SZ,X000932.SZ,X600489.SH,X601699.SH,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0151056694774035,0,0,0.0233102165343366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197929431512024,0,0,0,0,0,0.095113572930496,0.107654369748629,0.0698457613711509,0,0,0,0.00579542896455509,0,0,0,0.0513565257288587,0.0176390714028568,0,8.67361737988404e-19,-0.0217475164607046,0,0,0,-0.0518228893459145,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.00914278286620218,0,0,0.0295130006383578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336399771668612,0,0,0.070213033709157,0,0,0.0393096352416415,0,0.111157912176905,0,0,0.00524752975868732,0,0,0,0,0.0722264726646306,0,0,-0.0274468093381501,0,0,0,0,-0.0296749243406883,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0472659197675303,0,0,0,0,0,0.169186167128393,0,0,0,0,0,0,0,-0.0189788197927222,-0.0607652048139009,0,0,0,0,0,0,0,-0.0319278123207471,0.0757100779617488,0.000732125009223137,0,0,0,0,0.0959033723784393,0,0,0,0,0.230342896439534,0,0,0,-0.0438938944645875,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0166879532422603,0,0,0,0,0,0,0,0,0,0,0,0,0.20527187230958,0,0.0783283003462954,0.0375157816813544,0,0,0,0,0,0,0,-0.0048836086578219,0,0,0,0,0,0,0,0,0,0,-0.0362053777567876,0,0,0,0,0,-0.00747569654901767,-1.73472347597681e-18,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.539393650572735,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601980197682295,0,0,0.00844408997289609,0,0,-0.0796696505091045,0,0,0,0,0,0,0,0,0,0,0,0.0385809728615608,0,0,0.0224233283106892,0,0,0,0,0,0.397217679589392,0,0,-0.0265880468870973,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.130442986278261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404182288155552,0,0.236284076846706,0,0,0,0,0,0,0.0597896740419818,0,0,0.0675763520772325,0,0,0,0,0,0,0,0.0165281487018047,0.0213970459765484,0,0,0.0347382955122211,0,0,0,0.0424579842479543,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0147259268130839,0,0,0,0,0.0224452014638217,-8.67361737988404e-19,0,0,0,0,0,0.0251395990007312,0,0,0,0,0,0,0,-0.0258176044346595,0,0,0,0.0281488477663607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553327518593071,0,0.0560513813228843,0,0,0,0,0,0,0,0,0,0,-0.0314759966801595,0,0
X600111.SH,0,0,0,0,0.0550165934461848,0,0,0,0,0.281978677389399,0,0.282183457450177,0,0,0,0,0,0,0,0,0,0,0,0,0.216383122648412,0,0,0,0.0032667893902773,0,0,0,0,0.105790747972294,0,0,0,0,0,0,0,0,-0.330497117040453,0,0,0.0486796611691747,0,0,0,0.0354337287773138,0,0,0.00722585139866122,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0663712403334504,0,0,0,0,0,0,0,0.237545350526301,0,0,0,0,0,0,0,-0.0665075594069488,0,-0.251102880106243,0,0,0,0,0,0.0333765477011945,0,0,0,0,0.060008176765492,0,0,0,0.0693604402803912,0,0,0.116711147771086,0,0,0,-0.155290241650628,0,0
X002466.SZ,0,0,0,0,0.503546172374168,0,0,0.110961422658774,0,0,0,0,0,0,0.0353197813206693,0,0,0,0,0,0,0,0,0,0.114616963314175,0,0,0,0,0,0,0,0,0.0424075890369409,0,0,0,0.00795253380139854,0,0,0.0177079992823361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0814390183050342,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0654008737833695,0,0,0,0,0,0,0.439290473082587,0,0,0,0,0,0,0,0,0,0,0,0,0.0480815428756149,0,0,0.41778614435548,0.0720424535211569,0,0,-0.0157017906254174,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.272238775972085,0.386218819366553,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518697090637281,0,0,0,0,0,0,0,0,0,0,0,0.238877355574479,0,0,0,0.106732852180229,0,0,0.0177005014522638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0489717500105075,0,0,0.0356773439655749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152690823563442,0,0,0,0,0,0,0,0.00332845821810136,0,0,0,0,0,0,0.0333495615209853,-0.0174859874619139,0,0,0.0960932948525588,0,0,0,0,0.00955744402955423,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0256430876645775,0,0,0,0,0,-0.00451212465605034,0,0,0,0,0,0,0,0,0.0775329028328026,0,0,0,0,0.133801734068736,0,0,0,0,0,0,0,0,-0.0392221721746023,0.138450950097671,0,0.105428871254877,0,0,-0.0238478698666318,0.0832147179074836,0,0,0.383108475817445,0,0,0,-0.138386615208966,0,0,0,-0.0217686258818089,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0523424224803232,0,0,0,0,0,0,0,0.351125171324396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167702038500807,0.0846821243104249,0,0,0,0,0,0,0,0.237034700589476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188416567265288,0,0
X002271.SZ,0,0,0,0.0855399815365022,0,0,0,0,0,0.113464088591304,0,0,0.256072157291593,0,0,0,0,-0.093859521580208,0,0,0,0.0857600268766245,0,0.248875259200167,0,0,0.215256401363783,0,-0.245216929696161,0,0,0,-0.135326092747676,0.171487463225141,0,0,0,-0.0250991930921936,0,0,0,0,0,0,0,0,0,0,-0.0151776308858132,0,0,0,0.00220164931007187,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15578042159956,0,0,0,0.0670139589257198,0,0,0.153682070759221,0,0,0,0,0,0.113841389552266,0,0.18910564886127,0,0,-0.00832898215799918,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.158753607919198,0,0,4.61995845230506e-05,0,0,0.0359032807062068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481608180757843,0.143106607769501,0,0,0,0.0916447678071035,0,0.0238084936282496,0,0,0,0.0609989695792738,0,0,0,0,0,0,-0.0266037749183075,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0610340738246903,0,0,0,0,-0.0350090572613974,0,0,0,0,0,0,0,0,-0.140739795547996,0.0474460948686259,0,0,0.547141251711287,0,0,0,0,0,0,0,0,0,0.13403347628111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115983162558466,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088473020185529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183629823034944,0,-0.0143099143400177,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0645652607227715,0,0,0,0,0.0457415413695394,0,0.0305238131735678,0,0.0716568664688587,0.241175339831227,0,0,0,0,0,0,0,0,0.111518716660979,0,0,0,0,0,0.166646050943824,0,0,0,0,0,0,0,0,0,0,0.00304869966162636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109812498471366,0,0,0,0,0,0.0965886969561939,0,0,0,0,0.0992150454803603,0,0,0,0,0,0,0.143396680476725,0.160581774037995,0,0,0,0,0,0,0,0,0,0.00153164439825874,0,0,0,0,-0.0165907063408199,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115559112351266,0,0,0,0,0.107568144062087,0,0.188935195462675,0,0,0,0,0.0182533055193193,0,0,0.103670824754293,0.0206883067770821,0,0,0.0385717868683475,0,0,0,0,0,0,0,0,0,0,0.0101399519149466,3.46944695195361e-18,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0.085470804290213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717861556588605,0,0,0,0,0,0,0,0.0913339934743285,0,0,0.0494112341670875,0,0,0,0.0382702173681675,0,0,0,0,0,0,0,-0.0112996180940544,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.128037781867955,0.193536062607329,0.215919217167851,0,0.0834276336810993,0,0,0,0,0,0,0,0,0,-0.0238363725085066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10118932842538,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.158391951368976,0,0,0.00703798111871336,0,0,0,0,0,0
X300037.SZ,0,0,0,0,0.426338889965329,0,0,0.022170072129586,-0.129386567725249,0,0,0,0,0,0,0,0,0,0.0998270053782615,0,0,0.141549662329977,0,0,0,0,0,0,0,-0.154532302020168,0,0,-0.0885873492146576,0,0,0,0,0.0335093974116163,0,0,0,0,0,0,0,0,-0.224862248505353,0,0,0,0,0,-0.0157456791063932,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0.341734560850685,0.021127858821003,0,0,0,-0.136995412712799,0.0640231591182042,0,0,0.0372687172803096,0.321574617348023,0,0,0,0,0,0.17793334508742,-3.46944695195361e-18,0.0821671780790702,0,0,0,0,0,0.1265778809601,0,0,0,0,0,0,0.0155944520438233,0,0,0,0,0,0,0,0,0,0,0,0,0.0268670261393732,0,-0.0382249491457003,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268544581059319,0,0,0,0,0,0,0,0,0,0.0102318670641558,0,0.0124833619105282,0,0,0,0.0600626134843652,0,0,0,0,0,0.0265377975195306,0.103546575220379,0,0,0,0,0,0,0.0169677460812442,0,0,0.0146729209568117,0,0,0,0,-0.0971316864570118,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,-0.0449298950287289,0,0,0.0977055213465877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755886763528077,0,0,0.0835333299477025,0,0,0,0,0,0.00727786763356608,0.111933576802804,0,0,0,0.152537992760664,0,0,0.0404806113410373,0,0,0,0,0.102603973109612,0,0,-0.000634075018710816,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.0397347946932288,0,0,0,0,0,0,0,0,0,0,0.342445842140683,0,0,0,0,0,0,0,0,0,0,0,0.168585286816204,0.00263602683254371,0,0,0,0,0,0,-0.0728191376669294,0,0,0,0,0.00971740380709719,0,0,0.235187854387911,0.0161703547886405,0,0,0.0580985513173474,0,0,0,0,0,0
